	Coef_lung	Gene_name
ENSG00000178163.7	-0.7309547284592542	ZNF518B
ENSG00000131080.14	0.6824093891627928	EDA2R
ENSG00000145242.13	0.6695178531053249	EPHA5
ENSG00000147889.17	0.5923418535051878	CDKN2A
ENSG00000100285.9	-0.5185285898531283	NEFH
ENSG00000244681.1	0.452900895001554	MTHFD2P1
ENSG00000100362.12	-0.4429281318549798	PVALB
ENSG00000130876.11	-0.4192609144738862	SLC7A10
ENSG00000263280.1	-0.4132511680878893	Gene symbol not found
ENSG00000022556.15	-0.41058228594764856	NLRP2
ENSG00000160870.12	0.3907274624438073	CYP3A7
ENSG00000244694.7	0.38819426622610753	PTCHD4
ENSG00000185090.14	0.3864994239129248	MANEAL
ENSG00000198542.13	0.3844567722193617	ITGBL1
ENSG00000189127.7	-0.3809526960391351	ANKRD34B
ENSG00000102854.15	-0.37641236062877426	MSLN
ENSG00000187730.8	0.36233601766152335	GABRD
ENSG00000186642.15	-0.361187961917529	PDE2A
ENSG00000230267.7	-0.35524167416239694	HERC2P4
ENSG00000244593.1	-0.34240673878025596	Gene symbol not found
ENSG00000102452.15	0.3413875468505817	NALCN
ENSG00000185088.13	0.33718871407012346	RPS27L
ENSG00000257550.1	-0.3344257517831242	Gene symbol not found
ENSG00000180543.4	-0.3342730526248947	TSPYL5
ENSG00000257194.2	0.3307173774142573	
ENSG00000170549.3	-0.3242326024531348	IRX1
ENSG00000112852.6	0.32408702915175996	PCDHB2
ENSG00000254198.1	-0.32118403538097245	Gene symbol not found
ENSG00000272070.1	0.31433310985930685	
ENSG00000080224.17	0.31365297388924834	EPHA6
ENSG00000143839.14	-0.31251980203175667	REN
ENSG00000273203.1	0.30510645063951153	
ENSG00000267733.5	0.3007436139959704	Gene symbol not found
ENSG00000196109.6	0.296106078984975	ZNF676
ENSG00000141576.14	0.2898973639212636	RNF157
ENSG00000267643.1	0.28898125382965356	
ENSG00000174672.15	0.28460414848020404	BRSK2
ENSG00000226822.2	-0.27894385186787424	
ENSG00000101255.10	0.2788987859429777	TRIB3
ENSG00000277382.1	0.27834363938303813	Gene symbol not found
ENSG00000113319.12	0.27340082216627404	RASGRF2
ENSG00000162039.14	-0.2723720575557673	MEIOB
ENSG00000283913.1	-0.27176179854731813	Gene symbol not found
ENSG00000229915.1	-0.2674446306389294	Gene symbol not found
ENSG00000106868.16	-0.2667484209165591	SUSD1
ENSG00000081818.3	0.26432964344756615	PCDHB4
ENSG00000259134.5	0.26021347264800554	LINC00924
ENSG00000138795.9	-0.2597307611321118	LEF1
ENSG00000064205.10	0.25799549603706307	CCN5
ENSG00000235821.1	0.2563296009453938	IFITM4P
