	Coef_nerve_tibial	Gene_name
ENSG00000072041.16	0.4938061833549825	SLC6A15
ENSG00000204764.13	-0.40611515748443994	RANBP17
ENSG00000237125.8	0.4030925700030745	HAND2-AS1
ENSG00000196109.6	0.39753144514542654	ZNF676
ENSG00000131080.14	0.38653778960951934	EDA2R
ENSG00000178163.7	-0.37907351771921116	ZNF518B
ENSG00000171551.11	-0.37390065065626277	ECEL1
ENSG00000244681.1	0.37064370838733796	MTHFD2P1
ENSG00000244694.7	0.36526665237393896	PTCHD4
ENSG00000204876.4	0.35642914478226495	Gene symbol not found
ENSG00000196767.6	0.34154856433451886	POU3F4
ENSG00000184905.8	0.33048123513292355	TCEAL2
ENSG00000164107.8	0.32680939647827834	HAND2
ENSG00000100285.9	-0.32438970410351187	NEFH
ENSG00000163564.14	0.3136640910272262	PYHIN1
ENSG00000040731.10	0.30014984771642184	CDH10
ENSG00000128710.5	0.2955247528776863	HOXD10
ENSG00000128713.13	0.2927524366864957	HOXD11
ENSG00000164690.7	0.28112131907229876	SHH
ENSG00000189233.11	0.26618804247349026	NUGGC
ENSG00000250957.1	0.2590772702505819	
ENSG00000180347.13	0.24055566720754362	ITPRID1
ENSG00000152467.9	-0.2394630356034235	ZSCAN1
ENSG00000136944.17	-0.2346923289346266	LMX1B
ENSG00000008196.12	0.23316883637306976	TFAP2B
ENSG00000112319.17	0.22811908683325266	EYA4
ENSG00000134853.11	-0.22591684597579903	PDGFRA
ENSG00000203797.9	0.2242751586367445	DDO
ENSG00000179909.15	-0.2222282656046555	ZNF154
ENSG00000226711.6	-0.21644780348713683	FAM66C
ENSG00000204519.10	-0.21616498554541372	ZNF551
ENSG00000176658.16	0.21434351897965107	MYO1D
ENSG00000172667.10	0.21100950352056552	ZMAT3
ENSG00000179399.14	0.21062436712793223	GPC5
ENSG00000186205.12	0.20940223774680894	MTARC1
ENSG00000121335.11	0.20595556319989675	PRB2
ENSG00000159496.14	-0.20496421061040213	RGL4
ENSG00000181023.6	0.20447799059557092	OR56B1
ENSG00000168556.6	-0.20221130932518644	ING2
ENSG00000162461.7	0.20153803852519245	SLC25A34
ENSG00000272872.1	0.20111815757435747	
ENSG00000259236.1	0.1990263699069023	GOLGA8VP
ENSG00000184144.11	0.19735708323275966	CNTN2
ENSG00000228971.2	-0.19693745556441203	LINC02607
ENSG00000261587.2	0.19504520147693852	TMEM249
ENSG00000250337.5	0.18882951101449855	PURPL
ENSG00000124205.15	-0.18818958178453538	EDN3
ENSG00000283355.1	-0.18723885250329028	Gene symbol not found
ENSG00000101203.16	0.18619528174363187	COL20A1
ENSG00000249388.1	-0.18540663208646424	FLJ12825
