	Coef_skin_sun_exposed_lower_leg	Gene_name
ENSG00000156959.8	2.21078746399258	LHFPL4
ENSG00000070019.4	1.0983558435772562	GUCY2C
ENSG00000048540.14	1.0363335837819692	LMO3
ENSG00000154162.14	-1.0192956501320534	CDH12
ENSG00000255442.1	0.8908574610382322	Gene symbol not found
ENSG00000104044.15	-0.8302927406107866	OCA2
ENSG00000278318.4	-0.8064474102621271	ZNF229
ENSG00000224810.1	-0.7669319540556	Gene symbol not found
ENSG00000124253.10	-0.7547385817576812	PCK1
ENSG00000244694.7	0.7508712098547118	PTCHD4
ENSG00000181690.7	-0.7031559063152175	PLAG1
ENSG00000246627.6	0.6686923977477868	
ENSG00000226057.6	0.6143063594422953	PHF2P2
ENSG00000114378.16	0.5877839668646243	HYAL1
ENSG00000267733.5	0.5751080915919629	Gene symbol not found
ENSG00000176998.4	0.5699861291372286	HCG4
ENSG00000180155.19	-0.566891211735196	LYNX1
ENSG00000007372.21	0.5579364110537229	PAX6
ENSG00000185008.17	-0.5475791478090215	ROBO2
ENSG00000207296.1	0.547388417146788	RNU6-140P
ENSG00000229375.1	0.5328552814013567	USP24P1
ENSG00000176153.11	-0.5272996919401249	GPX2
ENSG00000271447.5	0.5256333315385736	MMP28
ENSG00000112333.11	0.5225074527991754	NR2E1
ENSG00000267508.5	-0.5066239986910039	ZNF285
ENSG00000110092.3	0.5055481104310169	CCND1
ENSG00000100321.14	-0.49482612991913344	SYNGR1
ENSG00000261104.1	-0.4933851322892691	Gene symbol not found
ENSG00000235961.5	-0.45036109860411183	PNMA6A
ENSG00000179151.11	-0.44843219543269147	EDC3
ENSG00000254043.1	-0.4476200669094784	Gene symbol not found
ENSG00000136378.14	0.4453764359306321	ADAMTS7
ENSG00000072818.11	0.4440205219256438	ACAP1
ENSG00000235903.7	-0.43921084143390354	CPB2-AS1
ENSG00000105520.10	-0.4298067114952692	PLPPR2
ENSG00000164099.3	-0.4213352556266734	PRSS12
ENSG00000172667.10	0.41175473388133016	ZMAT3
ENSG00000114405.10	-0.41088328479328534	CEP15
ENSG00000112852.6	0.40553690683071797	PCDHB2
ENSG00000278937.1	-0.3944923183373676	
ENSG00000146521.9	0.3932068845561228	
ENSG00000143320.8	0.38916155169724315	CRABP2
ENSG00000235933.1	0.383518000872791	LINC01779
ENSG00000163564.14	0.38060989484777463	PYHIN1
ENSG00000162722.8	0.3777325288655747	TRIM58
ENSG00000158023.9	0.37495427956602884	CFAP251
ENSG00000128311.13	0.36502843020240583	TST
ENSG00000184990.12	-0.3622734177227822	SIVA1
ENSG00000230587.1	0.3601241019923131	LINC02580
