	Coef_liver	Gene_name
ENSG00000242573.1	-0.3748794744085236	ACTR3P3
ENSG00000114631.10	-0.3150171860271698	PODXL2
ENSG00000219702.1	-0.309381412686928	Gene symbol not found
ENSG00000222426.1	-0.2738648700089466	RNU2-50P
ENSG00000261570.1	-0.2715020843825719	AGK-DT
ENSG00000259326.1	0.2556310277342069	Gene symbol not found
ENSG00000271209.1	0.25337773759590665	BRDTP1
ENSG00000254345.1	-0.2467039175356322	IGKV2D-23
ENSG00000256436.1	0.24248888147536202	TAS2R31
ENSG00000253604.1	-0.2349071681352573	Gene symbol not found
ENSG00000283205.1	-0.2318944523567068	Gene symbol not found
ENSG00000226703.1	-0.2312340563765631	NPM1P4
ENSG00000235118.7	-0.22664787365171513	FAM237A
ENSG00000283288.1	-0.22114448202067824	SMIM33
ENSG00000228262.8	0.21943817133361018	LINC01320
ENSG00000260877.2	0.2142820643226334	Gene symbol not found
ENSG00000237631.2	0.21133246974373332	PARK7P2
ENSG00000238835.1	-0.20796852036348523	SCARNA18
ENSG00000231066.3	-0.20734738004430955	NPM1P9
ENSG00000248647.2	0.20488102349757653	Gene symbol not found
ENSG00000264685.1	-0.20259537057307012	PRPF19P1
ENSG00000250480.3	-0.2017229498615052	RLIG1P1
ENSG00000103200.6	-0.1971074724729981	Gene symbol not found
ENSG00000233057.1	0.19644238975679781	EEF1A1P14
ENSG00000283098.1	0.19385400249436516	Gene symbol not found
ENSG00000227240.1	0.1919091737833291	Gene symbol not found
ENSG00000108417.3	-0.1877814618609362	KRT37
ENSG00000231849.1	-0.1871089701777939	UBE2V2P4
ENSG00000259845.1	-0.18562790344501387	HERC2P10
ENSG00000255147.1	-0.18434388214213795	EVA1CP4
ENSG00000273989.1	0.18318806122954834	Gene symbol not found
ENSG00000159247.13	0.1816023776651957	TUBBP5
ENSG00000214185.3	-0.18046885723317674	XPOTP1
ENSG00000236062.1	0.17952084483608396	GSTM5P1
ENSG00000205220.11	-0.17880575926943917	PSMB10
ENSG00000180855.15	0.17800022695673276	ZNF443
ENSG00000152977.9	0.17783750969676326	ZIC1
ENSG00000239958.3	-0.1771643801258379	RN7SL51P
ENSG00000254106.1	-0.1729173777965904	LINC01848
ENSG00000225370.1	-0.17228074481970912	Gene symbol not found
ENSG00000102053.12	0.1706724290675304	ZC3H12B
ENSG00000188738.14	0.1688496784945639	FSIP2
ENSG00000277474.1	-0.1686528162156143	MIR6894
ENSG00000227814.3	0.16820001367698517	MRPS17P9
ENSG00000284242.1	-0.16737332636295582	Gene symbol not found
ENSG00000272275.1	-0.16719797228383837	Gene symbol not found
ENSG00000150873.11	-0.1656699231560643	C2orf50
ENSG00000197921.5	-0.1649977841146606	HES5
ENSG00000171747.8	0.16352855128098087	LGALS4
ENSG00000179873.14	0.16324782532614576	NLRP11
