	Coef_pituitary	Gene_name
ENSG00000180105.11	-0.3887798192104957	ACER2P1
ENSG00000252719.1	-0.33044138040256293	Gene symbol not found
ENSG00000244694.7	0.3222887476071409	PTCHD4
ENSG00000185088.13	0.31788873822939395	RPS27L
ENSG00000131080.14	0.30950150365275697	EDA2R
ENSG00000252591.1	-0.3010905470255553	RNA5SP468
ENSG00000173535.13	0.27771185165638884	TNFRSF10C
ENSG00000213816.3	-0.2727367448515731	CNN2P4
ENSG00000260255.1	-0.26605897860678696	Gene symbol not found
ENSG00000255492.1	-0.26338271781701567	H3P33
ENSG00000117594.9	0.26159775597221335	HSD11B1
ENSG00000269526.1	-0.2453050727148521	ERVV-1
ENSG00000202272.1	-0.24001311442877982	Y_RNA
ENSG00000232139.5	-0.24230258521657094	LINC00867
ENSG00000278698.1	-0.22923045449134333	Gene symbol not found
ENSG00000280436.1	-0.22516416205588438	Gene symbol not found
ENSG00000134574.11	0.2230114959698014	DDB2
ENSG00000236136.1	0.2203159826310983	ADORA2BP1
ENSG00000235623.2	-0.21697225671816703	OR7E110P
ENSG00000216977.1	0.21530393501833392	RPL21P65
ENSG00000203531.3	-0.21051074168190703	Gene symbol not found
ENSG00000237978.5	0.203163154320942	KCNMB2-AS1
ENSG00000232939.1	-0.20141482133997388	Gene symbol not found
ENSG00000255489.1	-0.19958244561988053	Gene symbol not found
ENSG00000268994.3	-0.1987056649547617	FAM236B
ENSG00000243539.3	-0.19681827049710326	RN7SL649P
ENSG00000252778.1	-0.19561643662323244	Gene symbol not found
ENSG00000234913.1	-0.19173608947673107	Gene symbol not found
ENSG00000251874.1	-0.19015898864775452	RNU6-615P
ENSG00000270900.1	-0.18874470959569065	NUDT19P4
ENSG00000177770.11	-0.18844051279912805	CDKN2AIPNLP1
ENSG00000100593.17	-0.18459341902311732	ISM2
ENSG00000252919.1	-0.18445915419097672	Y_RNA
ENSG00000228162.1	-0.18217402083020492	Gene symbol not found
ENSG00000279954.1	-0.1804047478638529	Gene symbol not found
ENSG00000253305.2	-0.18037636565618276	PCDHGB6
ENSG00000226320.5	-0.17833075325655534	LINC01811
ENSG00000178163.7	-0.17464286811696864	ZNF518B
ENSG00000267289.1	-0.17389031031216748	PIN1-DT
ENSG00000235151.1	-0.1694831159562418	Gene symbol not found
ENSG00000180662.8	-0.16410179216584395	RPL21P8
ENSG00000234379.1	-0.16342135660463192	HMGB1P48
ENSG00000240423.1	-0.162618742772568	LINC00636
ENSG00000113494.16	-0.16231532412679334	PRLR
ENSG00000273568.1	0.16109124970284955	Gene symbol not found
ENSG00000278200.1	-0.1610711781458692	LINC01971
ENSG00000272969.1	-0.16091671729938342	Gene symbol not found
ENSG00000254251.1	0.16016762592578235	Gene symbol not found
ENSG00000236886.2	-0.15940381162226386	
ENSG00000061337.15	-0.15934435510163525	LZTS1
