	Coef_artery_aorta	Gene_name
ENSG00000081803.15	0.20788119801414806	CADPS2
ENSG00000126878.12	-0.15722702830365867	AIF1L
ENSG00000244694.7	0.15251016638707296	PTCHD4
ENSG00000281706.2	-0.14924142178663108	LINC01012
ENSG00000168779.19	0.1482027473010603	SHOX2
ENSG00000244681.1	0.14642009544766627	MTHFD2P1
ENSG00000185272.13	0.1459701007230335	RBM11
ENSG00000186472.19	0.14119056603522379	PCLO
ENSG00000261786.1	-0.1400092319980628	Gene symbol not found
ENSG00000232860.7	-0.1387870949060888	SMG7-AS1
ENSG00000082556.10	-0.13726362803826933	OPRK1
ENSG00000064205.10	0.1328703127221394	CCN5
ENSG00000151474.21	-0.13074324959146655	FRMD4A
ENSG00000196090.12	-0.12686175110205453	PTPRT
ENSG00000048540.14	0.1260401619771747	LMO3
ENSG00000072041.16	0.1253551817032917	SLC6A15
ENSG00000266050.2	-0.12474561329346527	Gene symbol not found
ENSG00000050555.17	-0.12466182607231599	LAMC3
ENSG00000258695.2	0.12337947592707359	Gene symbol not found
ENSG00000206828.1	-0.11844258675001317	RNVU1-30
ENSG00000254585.2	-0.11843649437242311	MAGEL2
ENSG00000267504.1	0.11833058519543355	Gene symbol not found
ENSG00000198732.10	-0.11809541548119207	SMOC1
ENSG00000273036.2	0.115405706608721	CYP4F33P
ENSG00000137968.16	-0.11239368586647733	SLC44A5
ENSG00000215529.12	0.11207734866409985	EFCAB8
ENSG00000165325.13	0.11054669717908672	DEUP1
ENSG00000258675.1	-0.11052918263724563	LINC02308
ENSG00000278530.4	0.1098204499161191	CHMP1B2P
ENSG00000086717.18	0.10782966778299861	PPEF1
ENSG00000239268.2	-0.107744681489255	LINC03051
ENSG00000151948.11	-0.10708722238098593	GLT1D1
ENSG00000231784.8	-0.10588296188768924	DBIL5P
ENSG00000184500.14	0.1052921407949705	PROS1
ENSG00000250361.7	0.10385552403986739	GYPB
ENSG00000188191.14	-0.10369378225624282	PRKAR1B
ENSG00000179083.6	0.10366448816492223	FAM133A
ENSG00000230267.7	-0.10305862018522466	HERC2P4
ENSG00000276107.1	0.10193994816183843	THBS1-IT1
ENSG00000171403.9	-0.10131795987085508	KRT9
ENSG00000280435.1	-0.10095439130695028	Gene symbol not found
ENSG00000167693.16	-0.09896001649822632	NXN
ENSG00000067221.13	0.09864552957598208	STOML1
ENSG00000249693.2	0.0984486314177538	SPMAP2L
ENSG00000215105.4	0.0976899069698597	TTC3P1
ENSG00000176049.15	0.09766089626453482	JAKMIP2
ENSG00000236155.6	-0.09738746178410558	ZPLD2P
ENSG00000131941.7	-0.09650272537433738	RHPN2
ENSG00000273203.1	0.09606995686898803	
ENSG00000172818.9	0.09585500238223499	OVOL1
