	Coef_artery_aorta	Gene_name
ENSG00000081803.15	0.20810106140932288	CADPS2
ENSG00000126878.12	-0.15534123968968594	AIF1L
ENSG00000244694.7	0.1520434445030843	PTCHD4
ENSG00000168779.19	0.14865487187320298	SHOX2
ENSG00000185272.13	0.14621468149814956	RBM11
ENSG00000244681.1	0.14608435412308712	MTHFD2P1
ENSG00000281706.2	-0.14454402575212275	LINC01012
ENSG00000261786.1	-0.14182427625444355	Gene symbol not found
ENSG00000186472.19	0.14156444582895045	PCLO
ENSG00000232860.7	-0.14089146644420764	SMG7-AS1
ENSG00000082556.10	-0.1370854793716688	OPRK1
ENSG00000064205.10	0.13537195017163312	CCN5
ENSG00000151474.21	-0.13252060928777926	FRMD4A
ENSG00000048540.14	0.1291520364480308	LMO3
ENSG00000196090.12	-0.1238809463138074	PTPRT
ENSG00000050555.17	-0.12378482196670136	LAMC3
ENSG00000258695.2	0.1237624773270358	Gene symbol not found
ENSG00000266050.2	-0.12304865697569782	Gene symbol not found
ENSG00000072041.16	0.1217623033948713	SLC6A15
ENSG00000267504.1	0.11899109374638354	Gene symbol not found
ENSG00000198732.10	-0.11870679401909005	SMOC1
ENSG00000206828.1	-0.11654717395502316	RNVU1-30
ENSG00000254585.2	-0.11619897663620747	MAGEL2
ENSG00000273036.2	0.11352340006371942	CYP4F33P
ENSG00000137968.16	-0.11328895285157521	SLC44A5
ENSG00000165325.13	0.10989931912307063	DEUP1
ENSG00000278530.4	0.10945671467153853	CHMP1B2P
ENSG00000239268.2	-0.109027478352186	LINC03051
ENSG00000184500.14	0.10804183237716687	PROS1
ENSG00000215529.12	0.10778515759716686	EFCAB8
ENSG00000258675.1	-0.10766137445850642	LINC02308
ENSG00000151948.11	-0.10709467564936528	GLT1D1
ENSG00000250361.7	0.10677258072325613	GYPB
ENSG00000086717.18	0.10631323030213055	PPEF1
ENSG00000188191.14	-0.10625956589487029	PRKAR1B
ENSG00000230267.7	-0.10528635197821719	HERC2P4
ENSG00000231784.8	-0.1047611294964457	DBIL5P
ENSG00000280435.1	-0.10401648282573206	Gene symbol not found
ENSG00000179083.6	0.10375593305703987	FAM133A
ENSG00000276107.1	0.10150049520746138	THBS1-IT1
ENSG00000236155.6	-0.10076077644464057	ZPLD2P
ENSG00000176049.15	0.10022111268705222	JAKMIP2
ENSG00000067221.13	0.09995768181209834	STOML1
ENSG00000171403.9	-0.09989068521473277	KRT9
ENSG00000167693.16	-0.09981203230793158	NXN
ENSG00000249693.2	0.09944697718509506	SPMAP2L
ENSG00000215105.4	0.09780255217305574	TTC3P1
ENSG00000273203.1	0.09608208007791348	
ENSG00000162738.5	-0.09598525233803754	VANGL2
ENSG00000233163.1	0.09533125093516504	RPS12P17
