	Coef_skin_sun_exposed_lower_leg	Gene_name
ENSG00000156959.8	2.229418280026292	LHFPL4
ENSG00000070019.4	1.124437338273206	GUCY2C
ENSG00000048540.14	1.039853428182955	LMO3
ENSG00000154162.14	-1.020235772225598	CDH12
ENSG00000255442.1	0.8781409276365482	Gene symbol not found
ENSG00000104044.15	-0.8277158339443715	OCA2
ENSG00000278318.4	-0.8060153888737345	ZNF229
ENSG00000224810.1	-0.7750142534837542	Gene symbol not found
ENSG00000124253.10	-0.7543321436777995	PCK1
ENSG00000244694.7	0.7535317340206676	PTCHD4
ENSG00000181690.7	-0.7148977922642545	PLAG1
ENSG00000246627.6	0.6985990995073912	
ENSG00000226057.6	0.6166499048925043	PHF2P2
ENSG00000267733.5	0.5834863984954674	Gene symbol not found
ENSG00000007372.21	0.5781448840409567	PAX6
ENSG00000180155.19	-0.5717203167801008	LYNX1
ENSG00000114378.16	0.5703267345929219	HYAL1
ENSG00000176998.4	0.5684097959898144	HCG4
ENSG00000207296.1	0.5557102101063038	RNU6-140P
ENSG00000185008.17	-0.5533972921762347	ROBO2
ENSG00000112333.11	0.5438089725531928	NR2E1
ENSG00000229375.1	0.5329815878098317	USP24P1
ENSG00000176153.11	-0.5297071651257219	GPX2
ENSG00000271447.5	0.5276500949013588	MMP28
ENSG00000110092.3	0.5190092234125503	CCND1
ENSG00000261104.1	-0.5156841408865525	Gene symbol not found
ENSG00000100321.14	-0.5061942305007917	SYNGR1
ENSG00000267508.5	-0.50306036673572	ZNF285
ENSG00000072818.11	0.46426079490841526	ACAP1
ENSG00000105520.10	-0.4543987667287748	PLPPR2
ENSG00000179151.11	-0.44547150450791584	EDC3
ENSG00000254043.1	-0.4412843661694761	Gene symbol not found
ENSG00000235903.7	-0.4411385848246496	CPB2-AS1
ENSG00000235961.5	-0.4411348134767892	PNMA6A
ENSG00000136378.14	0.4369768296649714	ADAMTS7
ENSG00000114405.10	-0.4252857100413745	CEP15
ENSG00000164099.3	-0.41521398750873834	PRSS12
ENSG00000112852.6	0.40968093144083395	PCDHB2
ENSG00000172667.10	0.4085135488042031	ZMAT3
ENSG00000163564.14	0.39735242322330677	PYHIN1
ENSG00000235933.1	0.39597095444249436	LINC01779
ENSG00000143320.8	0.39542314064800277	CRABP2
ENSG00000146521.9	0.38718908719344264	
ENSG00000278937.1	-0.37695526908553534	
ENSG00000162722.8	0.3759279409005495	TRIM58
ENSG00000128311.13	0.3710813913201565	TST
ENSG00000184990.12	-0.36918350073942996	SIVA1
ENSG00000158023.9	0.36064343332036813	CFAP251
ENSG00000230587.1	0.350722488904401	LINC02580
