	Coef_artery_aorta	Gene_name
ENSG00000081803.15	0.2082215154773745	CADPS2
ENSG00000126878.12	-0.15730205278146578	AIF1L
ENSG00000244694.7	0.15170154492757384	PTCHD4
ENSG00000168779.19	0.14935715382684606	SHOX2
ENSG00000281706.2	-0.14916173794542684	LINC01012
ENSG00000244681.1	0.14827858070123764	MTHFD2P1
ENSG00000185272.13	0.14691555665413197	RBM11
ENSG00000261786.1	-0.1422742562634275	Gene symbol not found
ENSG00000186472.19	0.14104968750442137	PCLO
ENSG00000232860.7	-0.13895776233088014	SMG7-AS1
ENSG00000082556.10	-0.13673455131890647	OPRK1
ENSG00000064205.10	0.13273821568577732	CCN5
ENSG00000151474.21	-0.13128822242273386	FRMD4A
ENSG00000048540.14	0.13026729517210275	LMO3
ENSG00000196090.12	-0.12702195391986004	PTPRT
ENSG00000050555.17	-0.1258387462616296	LAMC3
ENSG00000072041.16	0.12379298760685474	SLC6A15
ENSG00000266050.2	-0.12249793428988032	Gene symbol not found
ENSG00000258695.2	0.12053749589083232	Gene symbol not found
ENSG00000206828.1	-0.11802913454452245	RNVU1-30
ENSG00000267504.1	0.11764154566753263	Gene symbol not found
ENSG00000198732.10	-0.11738400129200877	SMOC1
ENSG00000254585.2	-0.11632025615520886	MAGEL2
ENSG00000273036.2	0.11285923577024397	CYP4F33P
ENSG00000137968.16	-0.11278813019328494	SLC44A5
ENSG00000278530.4	0.11261153424156972	CHMP1B2P
ENSG00000165325.13	0.11215737686850222	DEUP1
ENSG00000151948.11	-0.11118460900605369	GLT1D1
ENSG00000215529.12	0.11084129988860113	EFCAB8
ENSG00000258675.1	-0.10926067106425126	LINC02308
ENSG00000239268.2	-0.10786504049239835	LINC03051
ENSG00000184500.14	0.10625940614362377	PROS1
ENSG00000250361.7	0.10614947557777792	GYPB
ENSG00000086717.18	0.10550250796789994	PPEF1
ENSG00000188191.14	-0.10510154557422541	PRKAR1B
ENSG00000231784.8	-0.10500907886724577	DBIL5P
ENSG00000179083.6	0.10398572607712643	FAM133A
ENSG00000280435.1	-0.10397942587508964	Gene symbol not found
ENSG00000230267.7	-0.10275432356596603	HERC2P4
ENSG00000171403.9	-0.10249247050968206	KRT9
ENSG00000276107.1	0.09944300975515408	THBS1-IT1
ENSG00000236155.6	-0.09933279272912236	ZPLD2P
ENSG00000176049.15	0.09913701312506641	JAKMIP2
ENSG00000067221.13	0.09743753065950644	STOML1
ENSG00000233163.1	0.09683065989575403	RPS12P17
ENSG00000267313.7	0.09665452665752214	KC6
ENSG00000249693.2	0.0964863996201067	SPMAP2L
ENSG00000273203.1	0.0963001744722853	
ENSG00000167693.16	-0.09610464774457532	NXN
ENSG00000215105.4	0.09546169208034463	TTC3P1
