	Coef_artery_coronary	Gene_name
ENSG00000163515.6	-0.6625066301164285	RETNLB
ENSG00000261075.1	-0.6330557593529536	LINC01195
ENSG00000048540.14	0.6094038496421723	LMO3
ENSG00000170381.12	0.581032150526141	SEMA3E
ENSG00000244694.7	0.5555285787583991	PTCHD4
ENSG00000258641.1	-0.5252020291271611	OR4T1P
ENSG00000196427.13	0.4504568718104772	NBPF4
ENSG00000101977.19	0.4384376000662605	MCF2
ENSG00000270000.1	-0.42787829574875	Gene symbol not found
ENSG00000252719.1	-0.4222755702277103	Gene symbol not found
ENSG00000261437.1	0.4098719370143919	LINC02894
ENSG00000265359.1	-0.4090895499764944	Gene symbol not found
ENSG00000224846.2	0.4015836733632394	NQO2-AS1
ENSG00000146352.12	0.3975757522930773	CLVS2
ENSG00000201811.1	-0.3915816703918667	SNORA71
ENSG00000249412.1	0.38766476044248627	Gene symbol not found
ENSG00000260804.3	-0.37692490218395464	LINC01963
ENSG00000134533.6	0.37344969688102825	RERG
ENSG00000081803.15	0.3728447150483549	CADPS2
ENSG00000235595.1	-0.3723427604550845	GAPDHP23
ENSG00000242634.1	0.36983982897602696	RPS24P16
ENSG00000279348.1	-0.36748955270528966	Gene symbol not found
ENSG00000236290.1	-0.3576018840297143	EEF1GP7
ENSG00000271321.1	0.3553090391821445	CTAGE6
ENSG00000167104.11	-0.34192207320951906	BPIFB6
ENSG00000257395.1	-0.33738037977803936	Gene symbol not found
ENSG00000207494.1	-0.3354415161554543	Y_RNA
ENSG00000229251.3	-0.33432024088328116	HNRNPA1P8
ENSG00000224510.2	-0.33196704930812754	POLR2KP2
ENSG00000224897.6	0.3278905932862173	POT1-AS1
ENSG00000253147.5	-0.3224226732135385	LINC03023
ENSG00000277120.5	-0.31806768322094	MIR6089
ENSG00000205898.3	0.31037952915257877	Gene symbol not found
ENSG00000225636.1	0.3068841767301385	HNRNPA3P15
ENSG00000105699.16	-0.30454485715129487	LSR
ENSG00000227413.1	0.3037809176458615	Gene symbol not found
ENSG00000220848.4	0.3003917472869713	RPS18P9
ENSG00000246130.1	0.28513368002002304	TNFRSF10B-AS1
ENSG00000260473.2	-0.28490818739700347	Gene symbol not found
ENSG00000270750.1	0.2827289688971509	
ENSG00000037757.13	0.27953984930233716	MRI1
ENSG00000183506.17	0.276538751618845	PI4KAP2
ENSG00000100368.13	-0.2721623650500118	CSF2RB
ENSG00000183386.9	-0.27155480634948653	FHL3
ENSG00000270809.1	0.2708481687312497	CHCHD2P11
ENSG00000182963.9	-0.270764129187793	GJC1
ENSG00000105643.9	-0.2699881549802762	ARRDC2
ENSG00000259005.1	-0.2590305180251446	Gene symbol not found
ENSG00000256560.1	-0.2548119304786174	LINC01486
ENSG00000267042.1	0.2524395914013702	Gene symbol not found
