	Coef_artery_coronary	Gene_name
ENSG00000163515.6	-0.664521874127141	RETNLB
ENSG00000261075.1	-0.6469467342999837	LINC01195
ENSG00000048540.14	0.6190589158694957	LMO3
ENSG00000170381.12	0.5937116717954348	SEMA3E
ENSG00000244694.7	0.5628333961177169	PTCHD4
ENSG00000258641.1	-0.5266693198883503	OR4T1P
ENSG00000196427.13	0.4525219298851117	NBPF4
ENSG00000101977.19	0.44615738471162314	MCF2
ENSG00000270000.1	-0.4373360759717028	Gene symbol not found
ENSG00000252719.1	-0.4346991258277823	Gene symbol not found
ENSG00000261437.1	0.41527338833648697	LINC02894
ENSG00000146352.12	0.40374895972543295	CLVS2
ENSG00000265359.1	-0.40188805368453256	Gene symbol not found
ENSG00000224846.2	0.40044622013661746	NQO2-AS1
ENSG00000249412.1	0.3867029841296451	Gene symbol not found
ENSG00000081803.15	0.3823650196307122	CADPS2
ENSG00000134533.6	0.37814855243259776	RERG
ENSG00000235595.1	-0.37126643006158344	GAPDHP23
ENSG00000260804.3	-0.36930703613897764	LINC01963
ENSG00000279348.1	-0.367516956821757	Gene symbol not found
ENSG00000242634.1	0.36619967187708746	RPS24P16
ENSG00000201811.1	-0.35299127012314285	SNORA71
ENSG00000271321.1	0.35138556702796403	CTAGE6
ENSG00000236290.1	-0.3496587177704932	EEF1GP7
ENSG00000207494.1	-0.3446207611000161	Y_RNA
ENSG00000253147.5	-0.3405835646960518	LINC03023
ENSG00000224897.6	0.3335516674400165	POT1-AS1
ENSG00000224510.2	-0.33238627681406013	POLR2KP2
ENSG00000277120.5	-0.3320584289308505	MIR6089
ENSG00000167104.11	-0.3285129164816525	BPIFB6
ENSG00000229251.3	-0.32433382663271193	HNRNPA1P8
ENSG00000205898.3	0.321775501698703	Gene symbol not found
ENSG00000257395.1	-0.31834159606458323	Gene symbol not found
ENSG00000220848.4	0.3147654695861944	RPS18P9
ENSG00000227413.1	0.3134992801611975	Gene symbol not found
ENSG00000105699.16	-0.3123021266883524	LSR
ENSG00000225636.1	0.2983031997830237	HNRNPA3P15
ENSG00000037757.13	0.295262265738147	MRI1
ENSG00000246130.1	0.29442142206771543	TNFRSF10B-AS1
ENSG00000270750.1	0.2845307503295515	
ENSG00000260473.2	-0.2785837842225638	Gene symbol not found
ENSG00000183506.17	0.27811893870659016	PI4KAP2
ENSG00000183386.9	-0.27538197722832436	FHL3
ENSG00000182963.9	-0.27503040818428093	GJC1
ENSG00000270809.1	0.2740502765712363	CHCHD2P11
ENSG00000105643.9	-0.2734375151269439	ARRDC2
ENSG00000217414.2	-0.26784318621351483	DDX18P3
ENSG00000259005.1	-0.26711085229566567	Gene symbol not found
ENSG00000267042.1	0.25955774689992833	Gene symbol not found
ENSG00000100368.13	-0.2568633346233499	CSF2RB
