	Coef_liver	Gene_name
ENSG00000242573.1	-0.37735578067992215	ACTR3P3
ENSG00000219702.1	-0.31251599039777167	Gene symbol not found
ENSG00000114631.10	-0.31090009105045946	PODXL2
ENSG00000261570.1	-0.2772267401940596	AGK-DT
ENSG00000222426.1	-0.27147110037524136	RNU2-50P
ENSG00000259326.1	0.2565615388506385	Gene symbol not found
ENSG00000271209.1	0.25565841220736935	BRDTP1
ENSG00000256436.1	0.24930603693640913	TAS2R31
ENSG00000254345.1	-0.24255001153882005	IGKV2D-23
ENSG00000253604.1	-0.23663529624925747	Gene symbol not found
ENSG00000226703.1	-0.23432406222443197	NPM1P4
ENSG00000283205.1	-0.23375439074266605	Gene symbol not found
ENSG00000283288.1	-0.22399858299655015	SMIM33
ENSG00000235118.7	-0.22310921691063113	FAM237A
ENSG00000228262.8	0.21585662942225667	LINC01320
ENSG00000260877.2	0.21473084023544048	Gene symbol not found
ENSG00000264685.1	-0.20986808246285094	PRPF19P1
ENSG00000237631.2	0.2097697882791331	PARK7P2
ENSG00000238835.1	-0.20686403186576535	SCARNA18
ENSG00000248647.2	0.20432596626663113	Gene symbol not found
ENSG00000231066.3	-0.2037018356583257	NPM1P9
ENSG00000103200.6	-0.20120109280951998	Gene symbol not found
ENSG00000250480.3	-0.20001850776002914	RLIG1P1
ENSG00000227240.1	0.19815505547932943	Gene symbol not found
ENSG00000233057.1	0.19691791068875977	EEF1A1P14
ENSG00000283098.1	0.19125501182245272	Gene symbol not found
ENSG00000273989.1	0.1889335670832449	Gene symbol not found
ENSG00000255147.1	-0.1875348524035342	EVA1CP4
ENSG00000108417.3	-0.18693154688889485	KRT37
ENSG00000231849.1	-0.1854751340629814	UBE2V2P4
ENSG00000259845.1	-0.18522604809558907	HERC2P10
ENSG00000214185.3	-0.18490546742765576	XPOTP1
ENSG00000159247.13	0.1839501662461067	TUBBP5
ENSG00000205220.11	-0.18008742935062846	PSMB10
ENSG00000180855.15	0.18002395972915317	ZNF443
ENSG00000236062.1	0.1791688375292911	GSTM5P1
ENSG00000239958.3	-0.17897341337655112	RN7SL51P
ENSG00000225370.1	-0.17821778729009602	Gene symbol not found
ENSG00000254106.1	-0.17644733337598012	LINC01848
ENSG00000102053.12	0.17448064660448254	ZC3H12B
ENSG00000152977.9	0.17192287326149058	ZIC1
ENSG00000227814.3	0.1709076319181374	MRPS17P9
ENSG00000277474.1	-0.1684970681196421	MIR6894
ENSG00000284242.1	-0.167897678190454	Gene symbol not found
ENSG00000272275.1	-0.16733605262917228	Gene symbol not found
ENSG00000179873.14	0.16573235329065342	NLRP11
ENSG00000278054.1	-0.1651501517643174	Gene symbol not found
ENSG00000150873.11	-0.1648498629303494	C2orf50
ENSG00000188738.14	0.16434448100188692	FSIP2
ENSG00000171747.8	0.16350187425110485	LGALS4
