	Coef_adipose_subcutaneous	Gene_name
ENSG00000112319.17	1.5208032695571625	EYA4
ENSG00000048540.14	1.0897138264500152	LMO3
ENSG00000268079.1	0.7277938620767498	BNIP3P30
ENSG00000178163.7	-0.6935299076230522	ZNF518B
ENSG00000008300.16	0.5139261896609698	CELSR3
ENSG00000255836.1	-0.506277138959595	Gene symbol not found
ENSG00000277156.1	0.5010086754673326	TOMM40P1
ENSG00000198838.13	0.4871016965173138	RYR3
ENSG00000205213.13	-0.44385347919813956	LGR4
ENSG00000278530.4	0.4410268983705075	CHMP1B2P
ENSG00000189233.11	0.43441397324281633	NUGGC
ENSG00000244694.7	0.42643159632488903	PTCHD4
ENSG00000147231.13	0.41286861100634137	RADX
ENSG00000228526.6	0.4091727499902971	MIR34AHG
ENSG00000182168.14	0.402307579611898	UNC5C
ENSG00000207291.1	0.39466360231546993	RNU6-30P
ENSG00000101405.3	-0.3869733058767282	OXT
ENSG00000141431.10	0.3818493600065227	ASXL3
ENSG00000180817.11	0.38134679488899337	PPA1
ENSG00000185090.14	0.38112212261948614	MANEAL
ENSG00000266236.1	0.36783608132239376	NARF-IT1
ENSG00000174292.12	0.36755451472532624	TNK1
ENSG00000271709.1	0.35408237122912856	Gene symbol not found
ENSG00000118526.6	0.35221109788291677	TCF21
ENSG00000267374.1	-0.35083216822531854	MIR924HG
ENSG00000053438.8	-0.34686611593912564	NNAT
ENSG00000101955.14	-0.33921000797654155	SRPX
ENSG00000172247.3	-0.3392009075328281	C1QTNF4
ENSG00000250742.2	0.3375268339765142	LINC02381
ENSG00000112599.8	0.335295892931557	GUCA1B
ENSG00000261340.1	-0.33327230737327057	LINC01616
ENSG00000275322.1	-0.3323512799605619	Gene symbol not found
ENSG00000255468.6	-0.33107116728879626	B4GAT1-DT
ENSG00000141576.14	0.3223445127407938	RNF157
ENSG00000236536.1	-0.322166009604791	Gene symbol not found
ENSG00000206052.10	-0.3217427338470112	DOK6
ENSG00000165478.6	0.3170565248797465	HEPACAM
ENSG00000217330.1	0.31129248643291324	SSXP10
ENSG00000160233.7	-0.3109953439170448	LRRC3
ENSG00000131080.14	0.3105780551561939	EDA2R
ENSG00000101882.9	0.30790938804330603	NKAP
ENSG00000172667.10	0.3074209369143485	ZMAT3
ENSG00000253958.1	-0.3071703067290063	CLDN23
ENSG00000263335.1	0.3029588185371089	Gene symbol not found
ENSG00000181036.13	0.3027854714921928	FCRL6
ENSG00000262001.1	-0.29642472871568953	DLGAP1-AS2
ENSG00000229901.1	0.2961681898036826	FOXO6-AS1
ENSG00000196109.6	0.29483185944565804	ZNF676
ENSG00000112936.18	0.29466714547357786	C7
