	Coef_colon_sigmoid	Gene_name
ENSG00000112319.17	0.41407756063094814	EYA4
ENSG00000228526.6	0.401157323836354	MIR34AHG
ENSG00000244694.7	0.3795994094591054	PTCHD4
ENSG00000170049.9	-0.3410132523540171	KCNAB3
ENSG00000248799.1	-0.3037121511460069	Gene symbol not found
ENSG00000147889.17	0.2951907203055527	CDKN2A
ENSG00000138829.11	-0.2708355232532844	FBN2
ENSG00000131080.14	0.26858768961011176	EDA2R
ENSG00000250337.5	0.25972692715704143	PURPL
ENSG00000227708.1	-0.25748396614264013	LINC01850
ENSG00000270212.1	-0.2556992320019136	Gene symbol not found
ENSG00000244681.1	0.25131917015322824	MTHFD2P1
ENSG00000200036.1	-0.2456929455002111	RNA5SP65
ENSG00000237438.7	0.24386918584417336	CECR7
ENSG00000281937.1	0.2233782991667725	
ENSG00000227704.1	-0.21618628937401252	Gene symbol not found
ENSG00000064655.18	0.2059557036994293	EYA2
ENSG00000206195.10	0.20448329338438564	DUXAP8
ENSG00000273455.1	0.19905355749778408	Gene symbol not found
ENSG00000224988.1	-0.19082150588627372	Gene symbol not found
ENSG00000225511.6	0.19028247671365262	LINC00475
ENSG00000168828.5	0.18781937253576939	OR13J1
ENSG00000255159.1	-0.18432887099693898	DENND2B-AS1
ENSG00000267282.1	0.18371066326603328	Gene symbol not found
ENSG00000162639.15	-0.1836325218846239	HENMT1
ENSG00000198807.12	0.18137080236978267	PAX9
ENSG00000273604.1	-0.18120339416231712	EPOP
ENSG00000233254.1	0.18051795932878745	RPL21P134
ENSG00000196109.6	0.17873086443254435	ZNF676
ENSG00000223284.1	-0.1779542199177967	RNU6-195P
ENSG00000217004.1	-0.1767559054677205	Gene symbol not found
ENSG00000269947.1	-0.17458608229429168	Gene symbol not found
ENSG00000081803.15	0.17052011081594504	CADPS2
ENSG00000168779.19	0.1659953138493053	SHOX2
ENSG00000272922.1	0.16495414053963542	
ENSG00000278530.4	0.16361174021632272	CHMP1B2P
ENSG00000111339.10	0.1625983919045773	ART4
ENSG00000268079.1	0.1619045191109558	BNIP3P30
ENSG00000249973.2	0.1597105002152631	CHCHD2P7
ENSG00000213225.7	-0.15900424474309363	NOC2LP1
ENSG00000279067.1	0.1586440216858789	Gene symbol not found
ENSG00000164109.13	-0.158135014468488	MAD2L1
ENSG00000255408.3	0.15715820852748508	PCDHA3
ENSG00000231952.3	-0.15598479258908968	DPY19L1P2
ENSG00000226925.1	-0.1557963783104476	IL1R1-AS1
ENSG00000130943.6	-0.15559700258313094	PKDREJ
ENSG00000237512.6	0.15383580829594215	UNC5B-AS1
ENSG00000113810.15	-0.15339630340362537	SMC4
ENSG00000260304.1	0.15244324399685827	Gene symbol not found
