	Coef_artery_coronary	Gene_name
ENSG00000261075.1	-0.6569661251309145	LINC01195
ENSG00000163515.6	-0.6535420543034263	RETNLB
ENSG00000048540.14	0.6144350745329201	LMO3
ENSG00000170381.12	0.5874292843453923	SEMA3E
ENSG00000244694.7	0.5458969287757941	PTCHD4
ENSG00000258641.1	-0.5232308944223151	OR4T1P
ENSG00000196427.13	0.45294065186583204	NBPF4
ENSG00000101977.19	0.43806550825500556	MCF2
ENSG00000252719.1	-0.4288086089295974	Gene symbol not found
ENSG00000270000.1	-0.42634053537748184	Gene symbol not found
ENSG00000265359.1	-0.4187661338175011	Gene symbol not found
ENSG00000261437.1	0.4104245940215821	LINC02894
ENSG00000224846.2	0.4072081546008232	NQO2-AS1
ENSG00000146352.12	0.4060830011410309	CLVS2
ENSG00000260804.3	-0.390025377347509	LINC01963
ENSG00000249412.1	0.3897789671699805	Gene symbol not found
ENSG00000201811.1	-0.3847306231780549	SNORA71
ENSG00000235595.1	-0.38018340061673817	GAPDHP23
ENSG00000081803.15	0.37593819290509156	CADPS2
ENSG00000134533.6	0.37358006341277994	RERG
ENSG00000279348.1	-0.3687436669136211	Gene symbol not found
ENSG00000242634.1	0.36437852113187097	RPS24P16
ENSG00000271321.1	0.3597993566825974	CTAGE6
ENSG00000236290.1	-0.3532166047213448	EEF1GP7
ENSG00000257395.1	-0.3475769784290116	Gene symbol not found
ENSG00000253147.5	-0.3352786625214697	LINC03023
ENSG00000167104.11	-0.3346717179830139	BPIFB6
ENSG00000207494.1	-0.3344315256381913	Y_RNA
ENSG00000224897.6	0.3246015693944467	POT1-AS1
ENSG00000229251.3	-0.3232728444778912	HNRNPA1P8
ENSG00000277120.5	-0.31578364265222114	MIR6089
ENSG00000224510.2	-0.3152707570916628	POLR2KP2
ENSG00000205898.3	0.31521094175520964	Gene symbol not found
ENSG00000227413.1	0.3095641660588435	Gene symbol not found
ENSG00000105699.16	-0.30811758311845755	LSR
ENSG00000220848.4	0.30529640495171456	RPS18P9
ENSG00000225636.1	0.3004473667739509	HNRNPA3P15
ENSG00000037757.13	0.2914474828092783	MRI1
ENSG00000246130.1	0.29002133147881876	TNFRSF10B-AS1
ENSG00000260473.2	-0.2863445141338291	Gene symbol not found
ENSG00000270750.1	0.28483918848297096	
ENSG00000183506.17	0.27546005349908503	PI4KAP2
ENSG00000182963.9	-0.27359962625629825	GJC1
ENSG00000183386.9	-0.2704134019037053	FHL3
ENSG00000105643.9	-0.26380721222072495	ARRDC2
ENSG00000100368.13	-0.26306230809268116	CSF2RB
ENSG00000217414.2	-0.262572991079467	DDX18P3
ENSG00000270809.1	0.2621801541860136	CHCHD2P11
ENSG00000267042.1	0.2576188834882207	Gene symbol not found
ENSG00000259005.1	-0.2548573582845747	Gene symbol not found
