	Coef_colon_sigmoid	Gene_name
ENSG00000112319.17	0.40897655258173743	EYA4
ENSG00000228526.6	0.39663346018032036	MIR34AHG
ENSG00000244694.7	0.3786937342812262	PTCHD4
ENSG00000170049.9	-0.342556046143962	KCNAB3
ENSG00000248799.1	-0.2944673007774859	Gene symbol not found
ENSG00000147889.17	0.29405536756754386	CDKN2A
ENSG00000138829.11	-0.27186047658143897	FBN2
ENSG00000131080.14	0.26904485473632134	EDA2R
ENSG00000250337.5	0.2623809551593159	PURPL
ENSG00000227708.1	-0.25839542868722826	LINC01850
ENSG00000270212.1	-0.25591451491561457	Gene symbol not found
ENSG00000200036.1	-0.25448683763529883	RNA5SP65
ENSG00000244681.1	0.2517310647741325	MTHFD2P1
ENSG00000237438.7	0.24633930281503003	CECR7
ENSG00000281937.1	0.22577576606354466	
ENSG00000227704.1	-0.20943172222550602	Gene symbol not found
ENSG00000064655.18	0.20839509211502957	EYA2
ENSG00000206195.10	0.20103979891683282	DUXAP8
ENSG00000273455.1	0.19610312536910945	Gene symbol not found
ENSG00000225511.6	0.19192195590180622	LINC00475
ENSG00000224988.1	-0.1884524691348411	Gene symbol not found
ENSG00000168828.5	0.187766472772269	OR13J1
ENSG00000255159.1	-0.1872961296582488	DENND2B-AS1
ENSG00000162639.15	-0.18400486064003493	HENMT1
ENSG00000267282.1	0.18311231236907888	Gene symbol not found
ENSG00000273604.1	-0.18297129932294917	EPOP
ENSG00000233254.1	0.18076295629604588	RPL21P134
ENSG00000217004.1	-0.18011413799224774	Gene symbol not found
ENSG00000198807.12	0.1787313026526713	PAX9
ENSG00000196109.6	0.1784716359961677	ZNF676
ENSG00000081803.15	0.17320963547625387	CADPS2
ENSG00000223284.1	-0.17292810370723352	RNU6-195P
ENSG00000269947.1	-0.17291388080251596	Gene symbol not found
ENSG00000168779.19	0.16877231573074752	SHOX2
ENSG00000278530.4	0.16383386082308504	CHMP1B2P
ENSG00000231952.3	-0.16152893864893472	DPY19L1P2
ENSG00000272922.1	0.16102345908955626	
ENSG00000268079.1	0.16006392141541298	BNIP3P30
ENSG00000111339.10	0.16000327630933062	ART4
ENSG00000255408.3	0.15927785551992335	PCDHA3
ENSG00000213225.7	-0.15880036767347527	NOC2LP1
ENSG00000237512.6	0.15770845093748986	UNC5B-AS1
ENSG00000130943.6	-0.15651695878010502	PKDREJ
ENSG00000164109.13	-0.156290596932686	MAD2L1
ENSG00000226925.1	-0.15367509026908518	IL1R1-AS1
ENSG00000113810.15	-0.15272352362275457	SMC4
ENSG00000260304.1	0.1521893898252989	Gene symbol not found
ENSG00000279067.1	0.1515200684889426	Gene symbol not found
ENSG00000198963.10	0.15107082582770193	RORB
