	Coef_colon_sigmoid	Gene_name
ENSG00000112319.17	0.4112192346217145	EYA4
ENSG00000228526.6	0.3972548475846856	MIR34AHG
ENSG00000244694.7	0.3798496160643701	PTCHD4
ENSG00000170049.9	-0.3411793985496419	KCNAB3
ENSG00000248799.1	-0.3042231577776305	Gene symbol not found
ENSG00000147889.17	0.29596966551817827	CDKN2A
ENSG00000138829.11	-0.2725593328805641	FBN2
ENSG00000131080.14	0.26704774118022157	EDA2R
ENSG00000250337.5	0.26011334976336753	PURPL
ENSG00000270212.1	-0.2554471405264009	Gene symbol not found
ENSG00000227708.1	-0.25113447922383747	LINC01850
ENSG00000244681.1	0.251025099001001	MTHFD2P1
ENSG00000200036.1	-0.24676954169706086	RNA5SP65
ENSG00000237438.7	0.24353264779186645	CECR7
ENSG00000281937.1	0.22290575572545915	
ENSG00000227704.1	-0.2190667451516795	Gene symbol not found
ENSG00000064655.18	0.2073314748675242	EYA2
ENSG00000206195.10	0.20109814380251018	DUXAP8
ENSG00000273455.1	0.19612525058282843	Gene symbol not found
ENSG00000224988.1	-0.19308531383801034	Gene symbol not found
ENSG00000225511.6	0.19140886248138902	LINC00475
ENSG00000267282.1	0.18907391346257055	Gene symbol not found
ENSG00000168828.5	0.18832913857635328	OR13J1
ENSG00000162639.15	-0.18177891960457324	HENMT1
ENSG00000273604.1	-0.18169889241043072	EPOP
ENSG00000233254.1	0.18160831218858686	RPL21P134
ENSG00000255159.1	-0.1811301714266107	DENND2B-AS1
ENSG00000198807.12	0.18061121097955313	PAX9
ENSG00000217004.1	-0.179613796957963	Gene symbol not found
ENSG00000196109.6	0.17914478532843775	ZNF676
ENSG00000223284.1	-0.17782830325678806	RNU6-195P
ENSG00000081803.15	0.17340890295682485	CADPS2
ENSG00000168779.19	0.17275309846741135	SHOX2
ENSG00000269947.1	-0.17263648584736074	Gene symbol not found
ENSG00000272922.1	0.16497300306211637	
ENSG00000278530.4	0.1631785561226684	CHMP1B2P
ENSG00000268079.1	0.1622910892030276	BNIP3P30
ENSG00000255408.3	0.1607812084570963	PCDHA3
ENSG00000213225.7	-0.15951274757544165	NOC2LP1
ENSG00000164109.13	-0.15907338534965923	MAD2L1
ENSG00000111339.10	0.1586799575283457	ART4
ENSG00000226925.1	-0.15711886856477963	IL1R1-AS1
ENSG00000231952.3	-0.15695048898303932	DPY19L1P2
ENSG00000237512.6	0.15630825450999727	UNC5B-AS1
ENSG00000130943.6	-0.1561524890173712	PKDREJ
ENSG00000279067.1	0.15593947343472656	Gene symbol not found
ENSG00000249973.2	0.1528368815649889	CHCHD2P7
ENSG00000198963.10	0.151685779463332	RORB
ENSG00000260304.1	0.1515321201612052	Gene symbol not found
