	Coef_pituitary	Gene_name
ENSG00000180105.11	-0.39938081601549424	ACER2P1
ENSG00000244694.7	0.3275389119139076	PTCHD4
ENSG00000252719.1	-0.31989219543156744	Gene symbol not found
ENSG00000185088.13	0.3172138585360365	RPS27L
ENSG00000252591.1	-0.30702183386881826	RNA5SP468
ENSG00000131080.14	0.3053654439736135	EDA2R
ENSG00000173535.13	0.2766743041995698	TNFRSF10C
ENSG00000255492.1	-0.2678175305039007	H3P33
ENSG00000213816.3	-0.2674212832967718	CNN2P4
ENSG00000117594.9	0.2624894723392146	HSD11B1
ENSG00000260255.1	-0.2591962187430857	Gene symbol not found
ENSG00000202272.1	-0.24294734552060382	Y_RNA
ENSG00000278698.1	-0.23929689471520843	Gene symbol not found
ENSG00000269526.1	-0.2370955324026657	ERVV-1
ENSG00000232139.5	-0.23606440647700072	LINC00867
ENSG00000134574.11	0.22741624267574614	DDB2
ENSG00000280436.1	-0.2236100349033586	Gene symbol not found
ENSG00000236136.1	0.2216403285543182	ADORA2BP1
ENSG00000216977.1	0.21842335330979476	RPL21P65
ENSG00000235623.2	-0.21765477796305502	OR7E110P
ENSG00000203531.3	-0.21529063289576728	Gene symbol not found
ENSG00000243539.3	-0.21141191465260048	RN7SL649P
ENSG00000232939.1	-0.20162156081093097	Gene symbol not found
ENSG00000237978.5	0.2004308389106906	KCNMB2-AS1
ENSG00000255489.1	-0.20002415150276168	Gene symbol not found
ENSG00000252778.1	-0.19934093796305094	Gene symbol not found
ENSG00000270900.1	-0.19022534134637098	NUDT19P4
ENSG00000268994.3	-0.18774634503974882	FAM236B
ENSG00000177770.11	-0.18187095073737905	CDKN2AIPNLP1
ENSG00000234913.1	-0.18160172799281052	Gene symbol not found
ENSG00000100593.17	-0.179263453783357	ISM2
ENSG00000253305.2	-0.17736893798167896	PCDHGB6
ENSG00000226320.5	-0.1771921145316004	LINC01811
ENSG00000252919.1	-0.1761011935988395	Y_RNA
ENSG00000251874.1	-0.17589322516303701	RNU6-615P
ENSG00000178163.7	-0.1741536801251177	ZNF518B
ENSG00000228162.1	-0.17372571406725662	Gene symbol not found
ENSG00000235151.1	-0.17315580187481033	Gene symbol not found
ENSG00000267289.1	-0.17036379184860162	PIN1-DT
ENSG00000279954.1	-0.17030849275670254	Gene symbol not found
ENSG00000173451.6	-0.16295506799871762	THAP2
ENSG00000240423.1	-0.1617569387119882	LINC00636
ENSG00000254251.1	0.16123418722075983	Gene symbol not found
ENSG00000234379.1	-0.16036252259620137	HMGB1P48
ENSG00000233108.1	-0.15864182476677058	GLCCI1-DT
ENSG00000236886.2	-0.15855954695137642	
ENSG00000273568.1	0.15778606306732143	Gene symbol not found
ENSG00000061337.15	-0.15748423470044245	LZTS1
ENSG00000272969.1	-0.15700054693184157	Gene symbol not found
ENSG00000113494.16	-0.1553633561002593	PRLR
