	Coef_liver	Gene_name
ENSG00000242573.1	-0.3722015240138956	ACTR3P3
ENSG00000114631.10	-0.30988272479493584	PODXL2
ENSG00000219702.1	-0.30881249447038456	Gene symbol not found
ENSG00000261570.1	-0.2840556996390722	AGK-DT
ENSG00000222426.1	-0.27807315362693324	RNU2-50P
ENSG00000259326.1	0.2581530701052044	Gene symbol not found
ENSG00000271209.1	0.24959638614741742	BRDTP1
ENSG00000256436.1	0.24696369038680946	TAS2R31
ENSG00000254345.1	-0.24413062573848635	IGKV2D-23
ENSG00000226703.1	-0.23833060452217997	NPM1P4
ENSG00000253604.1	-0.23824795312170144	Gene symbol not found
ENSG00000283205.1	-0.23312295552006124	Gene symbol not found
ENSG00000235118.7	-0.22842611472074204	FAM237A
ENSG00000283288.1	-0.22204940634748027	SMIM33
ENSG00000228262.8	0.21866682364536844	LINC01320
ENSG00000260877.2	0.2183848227173069	Gene symbol not found
ENSG00000237631.2	0.20672870544675295	PARK7P2
ENSG00000231066.3	-0.20576494898469158	NPM1P9
ENSG00000264685.1	-0.20541230526626733	PRPF19P1
ENSG00000250480.3	-0.202643249975433	RLIG1P1
ENSG00000248647.2	0.20029510094065966	Gene symbol not found
ENSG00000238835.1	-0.20006465024780393	SCARNA18
ENSG00000103200.6	-0.19918170350953665	Gene symbol not found
ENSG00000227240.1	0.19726741569105136	Gene symbol not found
ENSG00000283098.1	0.19459357864599613	Gene symbol not found
ENSG00000231849.1	-0.1909928577466582	UBE2V2P4
ENSG00000233057.1	0.1906328160993344	EEF1A1P14
ENSG00000273989.1	0.18830794163557932	Gene symbol not found
ENSG00000108417.3	-0.1878848336206885	KRT37
ENSG00000255147.1	-0.18718277536123032	EVA1CP4
ENSG00000159247.13	0.1854351301085841	TUBBP5
ENSG00000214185.3	-0.18355550120959227	XPOTP1
ENSG00000259845.1	-0.18064756727310433	HERC2P10
ENSG00000236062.1	0.17984965658243218	GSTM5P1
ENSG00000225370.1	-0.17662797019577725	Gene symbol not found
ENSG00000180855.15	0.17654494265019385	ZNF443
ENSG00000205220.11	-0.17539796613775652	PSMB10
ENSG00000239958.3	-0.17393268664486217	RN7SL51P
ENSG00000102053.12	0.17265151432638015	ZC3H12B
ENSG00000254106.1	-0.17244680753777034	LINC01848
ENSG00000152977.9	0.17144783486268383	ZIC1
ENSG00000179873.14	0.16971042804387745	NLRP11
ENSG00000227814.3	0.16740517958507128	MRPS17P9
ENSG00000277474.1	-0.16691179534534514	MIR6894
ENSG00000150873.11	-0.16691003440929483	C2orf50
ENSG00000284242.1	-0.16627337309738846	Gene symbol not found
ENSG00000272275.1	-0.16442140665505253	Gene symbol not found
ENSG00000062096.14	0.16416580580449447	ARSF
ENSG00000081800.8	-0.16193951241302482	SLC13A1
ENSG00000171747.8	0.1617899777273828	LGALS4
