	Coef_artery_coronary	Gene_name
ENSG00000261075.1	-0.6657282212168556	LINC01195
ENSG00000163515.6	-0.6633674185309776	RETNLB
ENSG00000048540.14	0.6095778466551852	LMO3
ENSG00000170381.12	0.5904582046011073	SEMA3E
ENSG00000244694.7	0.5548169808698827	PTCHD4
ENSG00000258641.1	-0.5312262184350115	OR4T1P
ENSG00000196427.13	0.44872479491459705	NBPF4
ENSG00000101977.19	0.435832134120463	MCF2
ENSG00000270000.1	-0.4276351643928873	Gene symbol not found
ENSG00000252719.1	-0.42125394994606724	Gene symbol not found
ENSG00000261437.1	0.41312325800785016	LINC02894
ENSG00000146352.12	0.4031252235595059	CLVS2
ENSG00000265359.1	-0.4025123774803044	Gene symbol not found
ENSG00000224846.2	0.39769326261836513	NQO2-AS1
ENSG00000201811.1	-0.39347091922063065	SNORA71
ENSG00000260804.3	-0.3902425375840825	LINC01963
ENSG00000249412.1	0.39021429177605266	Gene symbol not found
ENSG00000279348.1	-0.37785712331376997	Gene symbol not found
ENSG00000081803.15	0.37353132464164646	CADPS2
ENSG00000242634.1	0.3729961631212405	RPS24P16
ENSG00000235595.1	-0.3729212714609046	GAPDHP23
ENSG00000134533.6	0.3714010886866884	RERG
ENSG00000236290.1	-0.35461468741278257	EEF1GP7
ENSG00000271321.1	0.346255795346383	CTAGE6
ENSG00000253147.5	-0.3403364940804308	LINC03023
ENSG00000207494.1	-0.33701546954353934	Y_RNA
ENSG00000167104.11	-0.33140709897594667	BPIFB6
ENSG00000224897.6	0.32578128671271067	POT1-AS1
ENSG00000257395.1	-0.3209944282292895	Gene symbol not found
ENSG00000224510.2	-0.3198121816445848	POLR2KP2
ENSG00000205898.3	0.31978119570875835	Gene symbol not found
ENSG00000277120.5	-0.3167253346959107	MIR6089
ENSG00000229251.3	-0.31599729404119337	HNRNPA1P8
ENSG00000105699.16	-0.31184910587029113	LSR
ENSG00000227413.1	0.30738328357315614	Gene symbol not found
ENSG00000220848.4	0.3059999178957105	RPS18P9
ENSG00000225636.1	0.2989243889902669	HNRNPA3P15
ENSG00000037757.13	0.2875922171082509	MRI1
ENSG00000270750.1	0.28505914460580795	
ENSG00000246130.1	0.28332626021883406	TNFRSF10B-AS1
ENSG00000182963.9	-0.279209024026668	GJC1
ENSG00000260473.2	-0.2740562334798319	Gene symbol not found
ENSG00000183506.17	0.2704318774452879	PI4KAP2
ENSG00000183386.9	-0.2679377087116685	FHL3
ENSG00000105643.9	-0.26784402356576836	ARRDC2
ENSG00000270809.1	0.26472450779623025	CHCHD2P11
ENSG00000267042.1	0.2631864885017559	Gene symbol not found
ENSG00000100368.13	-0.26046837589819943	CSF2RB
ENSG00000217414.2	-0.2576122351231647	DDX18P3
ENSG00000259005.1	-0.25743271330520895	Gene symbol not found
