	Coef_lung	Gene_name
ENSG00000178163.7	-0.7345578925060633	ZNF518B
ENSG00000131080.14	0.6849698971539762	EDA2R
ENSG00000145242.13	0.6696035331972534	EPHA5
ENSG00000147889.17	0.6024393147974131	CDKN2A
ENSG00000100285.9	-0.5112791751230982	NEFH
ENSG00000244681.1	0.4528954739868525	MTHFD2P1
ENSG00000100362.12	-0.4453657535165197	PVALB
ENSG00000022556.15	-0.4189627025904933	NLRP2
ENSG00000130876.11	-0.41410698358895237	SLC7A10
ENSG00000263280.1	-0.3974572986573785	Gene symbol not found
ENSG00000244694.7	0.39453559777230784	PTCHD4
ENSG00000185090.14	0.3916292092441796	MANEAL
ENSG00000198542.13	0.38996524812961797	ITGBL1
ENSG00000160870.12	0.3865736202324103	CYP3A7
ENSG00000102854.15	-0.38001387558637034	MSLN
ENSG00000189127.7	-0.3788898006891398	ANKRD34B
ENSG00000187730.8	0.3621567476967998	GABRD
ENSG00000186642.15	-0.3581640112881975	PDE2A
ENSG00000230267.7	-0.35518975758503196	HERC2P4
ENSG00000244593.1	-0.3450112795757657	Gene symbol not found
ENSG00000102452.15	0.34135558642234376	NALCN
ENSG00000185088.13	0.3393152746115942	RPS27L
ENSG00000257550.1	-0.33509833937513955	Gene symbol not found
ENSG00000257194.2	0.33263208282186957	
ENSG00000112852.6	0.3300444046402224	PCDHB2
ENSG00000180543.4	-0.327016436013051	TSPYL5
ENSG00000170549.3	-0.32208885368252493	IRX1
ENSG00000273203.1	0.31685889034263354	
ENSG00000080224.17	0.31581479359863884	EPHA6
ENSG00000254198.1	-0.31429638402011095	Gene symbol not found
ENSG00000143839.14	-0.3134117784033088	REN
ENSG00000272070.1	0.30994526850685417	
ENSG00000141576.14	0.30753657761830444	RNF157
ENSG00000196109.6	0.304993806693579	ZNF676
ENSG00000267733.5	0.29242944209359206	Gene symbol not found
ENSG00000267643.1	0.28951716215460405	
ENSG00000277382.1	0.28578486163284145	Gene symbol not found
ENSG00000226822.2	-0.28482471012236055	
ENSG00000113319.12	0.28031159824282303	RASGRF2
ENSG00000162039.14	-0.2782726584186606	MEIOB
ENSG00000101255.10	0.2761048540326506	TRIB3
ENSG00000174672.15	0.27567425039892146	BRSK2
ENSG00000283913.1	-0.27502948851792397	Gene symbol not found
ENSG00000106868.16	-0.2643678430595121	SUSD1
ENSG00000242173.8	0.2636629832774239	ARHGDIG
ENSG00000229915.1	-0.26235215466014533	Gene symbol not found
ENSG00000259134.5	0.261954622966612	LINC00924
ENSG00000081818.3	0.2595433618176357	PCDHB4
ENSG00000235821.1	0.25848608129505496	IFITM4P
ENSG00000251411.1	0.25735378140889803	ARPC1AP4
