	Coef_liver	Gene_name
ENSG00000242573.1	-0.3841673213644288	ACTR3P3
ENSG00000219702.1	-0.3156940469218266	Gene symbol not found
ENSG00000114631.10	-0.30815019352114364	PODXL2
ENSG00000261570.1	-0.27652647263692215	AGK-DT
ENSG00000222426.1	-0.2758984376474457	RNU2-50P
ENSG00000259326.1	0.2597768614582321	Gene symbol not found
ENSG00000256436.1	0.24963427499572452	TAS2R31
ENSG00000271209.1	0.24666544750844296	BRDTP1
ENSG00000254345.1	-0.24057222901200667	IGKV2D-23
ENSG00000253604.1	-0.23765841221057496	Gene symbol not found
ENSG00000226703.1	-0.23610086975445413	NPM1P4
ENSG00000283205.1	-0.2343602655172616	Gene symbol not found
ENSG00000235118.7	-0.22587767010967366	FAM237A
ENSG00000283288.1	-0.22505154916117645	SMIM33
ENSG00000228262.8	0.2182312884100053	LINC01320
ENSG00000260877.2	0.21766497519255165	Gene symbol not found
ENSG00000264685.1	-0.2163062594975721	PRPF19P1
ENSG00000237631.2	0.20469466516646284	PARK7P2
ENSG00000231066.3	-0.20388151844519883	NPM1P9
ENSG00000238835.1	-0.20358556366834274	SCARNA18
ENSG00000248647.2	0.20302098904728866	Gene symbol not found
ENSG00000250480.3	-0.20126718687193756	RLIG1P1
ENSG00000227240.1	0.19768999818777502	Gene symbol not found
ENSG00000233057.1	0.19669400740242662	EEF1A1P14
ENSG00000103200.6	-0.19654174198956584	Gene symbol not found
ENSG00000273989.1	0.19184447115670444	Gene symbol not found
ENSG00000283098.1	0.19007102262759581	Gene symbol not found
ENSG00000259845.1	-0.18706813346230142	HERC2P10
ENSG00000159247.13	0.18695511875872547	TUBBP5
ENSG00000108417.3	-0.18606517933807148	KRT37
ENSG00000231849.1	-0.1856196344833239	UBE2V2P4
ENSG00000214185.3	-0.1835839734833424	XPOTP1
ENSG00000255147.1	-0.18096467363802038	EVA1CP4
ENSG00000236062.1	0.18069015912113418	GSTM5P1
ENSG00000225370.1	-0.17962053526813115	Gene symbol not found
ENSG00000239958.3	-0.17918103404339478	RN7SL51P
ENSG00000180855.15	0.17826845244662792	ZNF443
ENSG00000254106.1	-0.1773816666965682	LINC01848
ENSG00000205220.11	-0.17685848635622292	PSMB10
ENSG00000102053.12	0.17218696785196633	ZC3H12B
ENSG00000152977.9	0.17065657711533133	ZIC1
ENSG00000272275.1	-0.16837754493903118	Gene symbol not found
ENSG00000150873.11	-0.1681162828061923	C2orf50
ENSG00000179873.14	0.16782434987042105	NLRP11
ENSG00000171747.8	0.16739349797386577	LGALS4
ENSG00000227814.3	0.16721648922097285	MRPS17P9
ENSG00000277474.1	-0.1670909002798129	MIR6894
ENSG00000278054.1	-0.16674269345654766	Gene symbol not found
ENSG00000188738.14	0.16644483896276638	FSIP2
ENSG00000284242.1	-0.16609185587049924	Gene symbol not found
