	Coef_adrenal_gland	Gene_name
ENSG00000244694.7	0.394685242907113	PTCHD4
ENSG00000105707.13	0.36339972838151047	HPN
ENSG00000272721.5	-0.35337623555159825	EIF2B5-DT
ENSG00000268758.7	0.3400361171838097	ADGRE4P
ENSG00000276656.1	-0.3370292214887298	MIR6083
ENSG00000198099.8	0.3340671830185959	ADH4
ENSG00000275532.1	-0.32700225638544955	Gene symbol not found
ENSG00000267225.1	-0.3228593221587611	WDR7-OT1
ENSG00000162753.11	-0.3216516215544636	SLC9C2
ENSG00000253439.1	0.3163700891510325	CDC42P5
ENSG00000236345.1	0.31403963011555686	SCAT8
ENSG00000270947.1	-0.30974729614878677	Gene symbol not found
ENSG00000253549.5	-0.3059331298383954	CA3-AS1
ENSG00000273870.1	-0.3050632200957969	Gene symbol not found
ENSG00000229124.6	0.30135703979921846	VIM-AS1
ENSG00000176219.2	-0.29800726401557415	OR11H6
ENSG00000258992.6	-0.2941093727654095	TSPY1
ENSG00000250337.5	0.2908654762713231	PURPL
ENSG00000131080.14	0.2821265132117678	EDA2R
ENSG00000145107.15	-0.28027109765145425	TM4SF19
ENSG00000272872.1	0.2790460961748261	
ENSG00000149403.12	0.2779123976376181	GRIK4
ENSG00000282692.1	0.2693816933164994	Gene symbol not found
ENSG00000263276.1	0.2667131652439889	Gene symbol not found
ENSG00000093072.15	-0.2659197883033789	ADA2
ENSG00000229891.1	0.2639116031914653	LINC01315
ENSG00000146070.16	-0.25948660391771733	PLA2G7
ENSG00000271734.1	0.24937476546585727	
ENSG00000273143.1	0.24390141021785047	DUSP5-DT
ENSG00000105711.11	0.2434456083055963	SCN1B
ENSG00000076944.15	-0.23883169922983477	STXBP2
ENSG00000057657.15	0.23836612391715906	PRDM1
ENSG00000170231.15	0.23633379327854526	FABP6
ENSG00000240160.3	0.23606379734702904	RN7SL263P
ENSG00000253894.1	-0.23590376614207814	Gene symbol not found
ENSG00000260144.1	0.23538514247279402	Gene symbol not found
ENSG00000124762.13	0.23525560033005075	CDKN1A
ENSG00000178343.4	0.234559648328625	SHISA3
ENSG00000184895.7	-0.2337295736429346	SRY
ENSG00000241346.1	0.23158369822879435	SNRPCP11
ENSG00000232530.1	0.23039807770748388	LIF-AS1
ENSG00000254281.1	-0.22942692173579043	
ENSG00000232732.9	0.22910642225321443	Gene symbol not found
ENSG00000222714.1	0.22847693218852144	RN7SKP38
ENSG00000279846.1	0.22441065599808058	Gene symbol not found
ENSG00000271600.1	-0.22382973362217284	Gene symbol not found
ENSG00000178538.9	-0.22262206334914347	CA8
ENSG00000036672.15	0.21942529406117167	USP2
ENSG00000106025.8	0.21796074463548698	TSPAN12
