	Coef_nerve_tibial	Gene_name
ENSG00000072041.16	0.4906978495596605	SLC6A15
ENSG00000237125.8	0.40145554033050457	HAND2-AS1
ENSG00000204764.13	-0.3998723881084857	RANBP17
ENSG00000131080.14	0.38890213176766897	EDA2R
ENSG00000196109.6	0.3887387693067647	ZNF676
ENSG00000178163.7	-0.3834165126324108	ZNF518B
ENSG00000171551.11	-0.3743563133739582	ECEL1
ENSG00000244681.1	0.36704772708146927	MTHFD2P1
ENSG00000244694.7	0.3637576868701197	PTCHD4
ENSG00000204876.4	0.3454768288663662	Gene symbol not found
ENSG00000196767.6	0.33605820524284896	POU3F4
ENSG00000184905.8	0.33574767758867896	TCEAL2
ENSG00000164107.8	0.32720689961864846	HAND2
ENSG00000100285.9	-0.320158379860185	NEFH
ENSG00000163564.14	0.31619353845518683	PYHIN1
ENSG00000128710.5	0.2970818939974387	HOXD10
ENSG00000040731.10	0.29454485417841036	CDH10
ENSG00000128713.13	0.28878977062459416	HOXD11
ENSG00000164690.7	0.2794961986267893	SHH
ENSG00000250957.1	0.2644519996304558	
ENSG00000189233.11	0.26313887358233534	NUGGC
ENSG00000136944.17	-0.23722797632154047	LMX1B
ENSG00000180347.13	0.23623378000446027	ITPRID1
ENSG00000008196.12	0.23085338012312212	TFAP2B
ENSG00000203797.9	0.23013949507349066	DDO
ENSG00000112319.17	0.22853842736266045	EYA4
ENSG00000152467.9	-0.2266428422406768	ZSCAN1
ENSG00000134853.11	-0.22505486054192078	PDGFRA
ENSG00000204519.10	-0.22206523923475674	ZNF551
ENSG00000179399.14	0.2195213639006523	GPC5
ENSG00000226711.6	-0.2157931400703327	FAM66C
ENSG00000179909.15	-0.2138065329225587	ZNF154
ENSG00000176658.16	0.21303980392315877	MYO1D
ENSG00000181023.6	0.2125440755558683	OR56B1
ENSG00000172667.10	0.21244142977514985	ZMAT3
ENSG00000121335.11	0.21044200178705405	PRB2
ENSG00000186205.12	0.2099981835836506	MTARC1
ENSG00000162461.7	0.20616154454744123	SLC25A34
ENSG00000159496.14	-0.20433027801271222	RGL4
ENSG00000272872.1	0.20272352962379422	
ENSG00000168556.6	-0.20114070683776689	ING2
ENSG00000184144.11	0.199584505657613	CNTN2
ENSG00000259236.1	0.19909024519547847	GOLGA8VP
ENSG00000261587.2	0.19180052168782047	TMEM249
ENSG00000228971.2	-0.1890549148904529	LINC02607
ENSG00000174482.10	0.18854916821007636	LINGO2
ENSG00000250337.5	0.18703780833126407	PURPL
ENSG00000256720.1	0.1858204792630759	BTG1P1
ENSG00000283355.1	-0.1846195000631304	Gene symbol not found
ENSG00000249388.1	-0.18363124197879785	FLJ12825
