	Coef_skin_sun_exposed_lower_leg	Gene_name
ENSG00000156959.8	2.2099204415628266	LHFPL4
ENSG00000070019.4	1.1130685049394888	GUCY2C
ENSG00000048540.14	1.023431087509114	LMO3
ENSG00000154162.14	-1.0159804387929736	CDH12
ENSG00000255442.1	0.8912375632715788	Gene symbol not found
ENSG00000104044.15	-0.8279669094225827	OCA2
ENSG00000278318.4	-0.8034105762519127	ZNF229
ENSG00000224810.1	-0.766336055681885	Gene symbol not found
ENSG00000244694.7	0.7597991771521523	PTCHD4
ENSG00000124253.10	-0.7572198916849051	PCK1
ENSG00000181690.7	-0.7133398033296816	PLAG1
ENSG00000246627.6	0.6954311973412305	
ENSG00000226057.6	0.6256354225409331	PHF2P2
ENSG00000267733.5	0.5890439462804969	Gene symbol not found
ENSG00000114378.16	0.5853619435156321	HYAL1
ENSG00000176998.4	0.5710212707869141	HCG4
ENSG00000180155.19	-0.5698610254755222	LYNX1
ENSG00000007372.21	0.5633871997379701	PAX6
ENSG00000185008.17	-0.5545843275613981	ROBO2
ENSG00000207296.1	0.5444608395900887	RNU6-140P
ENSG00000112333.11	0.5371457491015486	NR2E1
ENSG00000176153.11	-0.5363076160180198	GPX2
ENSG00000229375.1	0.5321516211398903	USP24P1
ENSG00000271447.5	0.5299610782814226	MMP28
ENSG00000110092.3	0.5061032497702231	CCND1
ENSG00000267508.5	-0.5034930421206063	ZNF285
ENSG00000261104.1	-0.5017483482947781	Gene symbol not found
ENSG00000100321.14	-0.493031655051084	SYNGR1
ENSG00000072818.11	0.4648829580575409	ACAP1
ENSG00000254043.1	-0.4565664487585047	Gene symbol not found
ENSG00000235961.5	-0.44514438677958285	PNMA6A
ENSG00000105520.10	-0.4381128333535308	PLPPR2
ENSG00000136378.14	0.43802958353249516	ADAMTS7
ENSG00000179151.11	-0.43527554435691007	EDC3
ENSG00000235903.7	-0.42323271419200764	CPB2-AS1
ENSG00000164099.3	-0.4180986326552845	PRSS12
ENSG00000114405.10	-0.41284876847858826	CEP15
ENSG00000172667.10	0.41267973488765314	ZMAT3
ENSG00000112852.6	0.40870649093683004	PCDHB2
ENSG00000143320.8	0.40045579333125175	CRABP2
ENSG00000162722.8	0.3992435490224426	TRIM58
ENSG00000235933.1	0.3926249244402509	LINC01779
ENSG00000163564.14	0.3916590364463682	PYHIN1
ENSG00000146521.9	0.391375695630805	
ENSG00000278937.1	-0.3907960898275653	
ENSG00000128311.13	0.36621196804087824	TST
ENSG00000230587.1	0.3640483340055554	LINC02580
ENSG00000119042.16	0.3600058969884598	SATB2
ENSG00000158023.9	0.3597969136845875	CFAP251
