	Coef_nerve_tibial	Gene_name
ENSG00000072041.16	0.4947030685709598	SLC6A15
ENSG00000237125.8	0.40416802507830446	HAND2-AS1
ENSG00000204764.13	-0.39965174680687243	RANBP17
ENSG00000196109.6	0.39201772392456163	ZNF676
ENSG00000131080.14	0.38814041426680096	EDA2R
ENSG00000178163.7	-0.38712632521622387	ZNF518B
ENSG00000171551.11	-0.3689072324008804	ECEL1
ENSG00000244694.7	0.3681143189169913	PTCHD4
ENSG00000244681.1	0.3665110399062641	MTHFD2P1
ENSG00000204876.4	0.34893607589614134	Gene symbol not found
ENSG00000196767.6	0.34096793164584727	POU3F4
ENSG00000184905.8	0.3262474708415817	TCEAL2
ENSG00000164107.8	0.3254709445014137	HAND2
ENSG00000100285.9	-0.32396275863162377	NEFH
ENSG00000163564.14	0.31635378057511165	PYHIN1
ENSG00000128710.5	0.2997361481248567	HOXD10
ENSG00000128713.13	0.29461356774163816	HOXD11
ENSG00000040731.10	0.2925315014829484	CDH10
ENSG00000164690.7	0.27908016656067414	SHH
ENSG00000189233.11	0.2710036013248831	NUGGC
ENSG00000250957.1	0.2620607079877473	
ENSG00000180347.13	0.24012274032670247	ITPRID1
ENSG00000152467.9	-0.23639927613054215	ZSCAN1
ENSG00000136944.17	-0.23350875824518424	LMX1B
ENSG00000134853.11	-0.228680654793832	PDGFRA
ENSG00000112319.17	0.22729151988146157	EYA4
ENSG00000008196.12	0.2255875790914001	TFAP2B
ENSG00000204519.10	-0.22064425255357795	ZNF551
ENSG00000203797.9	0.21998146342923502	DDO
ENSG00000226711.6	-0.21975986606504924	FAM66C
ENSG00000179909.15	-0.21833637713366325	ZNF154
ENSG00000121335.11	0.21554916131763388	PRB2
ENSG00000176658.16	0.21344005078741338	MYO1D
ENSG00000172667.10	0.21115491922828747	ZMAT3
ENSG00000179399.14	0.2110411131984226	GPC5
ENSG00000186205.12	0.21053959940979966	MTARC1
ENSG00000159496.14	-0.21007215752937955	RGL4
ENSG00000181023.6	0.209075923721743	OR56B1
ENSG00000168556.6	-0.20771515342155725	ING2
ENSG00000162461.7	0.2069717733580111	SLC25A34
ENSG00000272872.1	0.20481866631465082	
ENSG00000184144.11	0.19986563748182892	CNTN2
ENSG00000259236.1	0.198766330481082	GOLGA8VP
ENSG00000261587.2	0.1962571746945454	TMEM249
ENSG00000124205.15	-0.1918219281537277	EDN3
ENSG00000250337.5	0.19032987394521128	PURPL
ENSG00000228971.2	-0.1866296126303772	LINC02607
ENSG00000249388.1	-0.1864508285971481	FLJ12825
ENSG00000283355.1	-0.18564787494241072	Gene symbol not found
ENSG00000174482.10	0.18518302389022634	LINGO2
