	Coef_artery_aorta	Gene_name
ENSG00000081803.15	0.2072728797681093	CADPS2
ENSG00000126878.12	-0.15472816955204388	AIF1L
ENSG00000244694.7	0.15202628414534727	PTCHD4
ENSG00000168779.19	0.14999323932299521	SHOX2
ENSG00000244681.1	0.14581741327111372	MTHFD2P1
ENSG00000281706.2	-0.14441982171998924	LINC01012
ENSG00000261786.1	-0.14343051524961278	Gene symbol not found
ENSG00000186472.19	0.14333180147119023	PCLO
ENSG00000185272.13	0.1424903850233521	RBM11
ENSG00000232860.7	-0.14059019054012417	SMG7-AS1
ENSG00000082556.10	-0.13792953208063116	OPRK1
ENSG00000064205.10	0.13385291392017643	CCN5
ENSG00000151474.21	-0.13125439412878834	FRMD4A
ENSG00000048540.14	0.12982492923689581	LMO3
ENSG00000266050.2	-0.12823300058593562	Gene symbol not found
ENSG00000196090.12	-0.12681213871117417	PTPRT
ENSG00000050555.17	-0.12677664754662396	LAMC3
ENSG00000072041.16	0.12568637234513794	SLC6A15
ENSG00000258695.2	0.12126583713249853	Gene symbol not found
ENSG00000267504.1	0.12022398759247184	Gene symbol not found
ENSG00000206828.1	-0.11890079037633626	RNVU1-30
ENSG00000254585.2	-0.11886947511980414	MAGEL2
ENSG00000198732.10	-0.11823455025907632	SMOC1
ENSG00000273036.2	0.11252049831016364	CYP4F33P
ENSG00000137968.16	-0.11245354853700588	SLC44A5
ENSG00000215529.12	0.11125928031379148	EFCAB8
ENSG00000278530.4	0.11120743506898867	CHMP1B2P
ENSG00000258675.1	-0.10853063748332631	LINC02308
ENSG00000165325.13	0.10752897756659083	DEUP1
ENSG00000231784.8	-0.10751328152723318	DBIL5P
ENSG00000250361.7	0.10743386737457367	GYPB
ENSG00000239268.2	-0.10711089425773129	LINC03051
ENSG00000184500.14	0.10670353910788892	PROS1
ENSG00000086717.18	0.10614841436162144	PPEF1
ENSG00000151948.11	-0.10602723963673222	GLT1D1
ENSG00000188191.14	-0.10597472276179448	PRKAR1B
ENSG00000280435.1	-0.10528136644375197	Gene symbol not found
ENSG00000230267.7	-0.10273882581591057	HERC2P4
ENSG00000179083.6	0.10213174319510963	FAM133A
ENSG00000171403.9	-0.10078266718689877	KRT9
ENSG00000276107.1	0.10046325220422177	THBS1-IT1
ENSG00000176049.15	0.10001380501755992	JAKMIP2
ENSG00000067221.13	0.09974981209196956	STOML1
ENSG00000236155.6	-0.09889413349194162	ZPLD2P
ENSG00000215105.4	0.09859442085916263	TTC3P1
ENSG00000249693.2	0.09758318569295829	SPMAP2L
ENSG00000167693.16	-0.09745104259675993	NXN
ENSG00000131941.7	-0.0966350504191006	RHPN2
ENSG00000162738.5	-0.09637150051518503	VANGL2
ENSG00000233163.1	0.09536997653603414	RPS12P17
