	Coef_artery_aorta	Gene_name
ENSG00000081803.15	0.2076217104541518	CADPS2
ENSG00000126878.12	-0.15622335448558117	AIF1L
ENSG00000244694.7	0.1519723321537789	PTCHD4
ENSG00000168779.19	0.14906279527785832	SHOX2
ENSG00000281706.2	-0.14685709704984343	LINC01012
ENSG00000244681.1	0.14607952214377726	MTHFD2P1
ENSG00000185272.13	0.14541499540170807	RBM11
ENSG00000232860.7	-0.14253773899965178	SMG7-AS1
ENSG00000261786.1	-0.140798320357109	Gene symbol not found
ENSG00000186472.19	0.14030262692559292	PCLO
ENSG00000082556.10	-0.13758304815247177	OPRK1
ENSG00000064205.10	0.13392295782063457	CCN5
ENSG00000151474.21	-0.13212790804758878	FRMD4A
ENSG00000048540.14	0.12795158264523654	LMO3
ENSG00000050555.17	-0.126355199112079	LAMC3
ENSG00000266050.2	-0.1255664641108963	Gene symbol not found
ENSG00000196090.12	-0.12507068533248547	PTPRT
ENSG00000072041.16	0.12249528130811271	SLC6A15
ENSG00000258695.2	0.12191974560732308	Gene symbol not found
ENSG00000267504.1	0.11942339524909647	Gene symbol not found
ENSG00000206828.1	-0.11822249785968603	RNVU1-30
ENSG00000254585.2	-0.11820195362390194	MAGEL2
ENSG00000198732.10	-0.11717037696044799	SMOC1
ENSG00000137968.16	-0.1144406203601372	SLC44A5
ENSG00000273036.2	0.11443948364925732	CYP4F33P
ENSG00000215529.12	0.11111154209025186	EFCAB8
ENSG00000165325.13	0.11040939831904331	DEUP1
ENSG00000278530.4	0.10981935523227618	CHMP1B2P
ENSG00000258675.1	-0.10981007910572779	LINC02308
ENSG00000231784.8	-0.10793002802481472	DBIL5P
ENSG00000151948.11	-0.1073685717233382	GLT1D1
ENSG00000184500.14	0.10719868698560771	PROS1
ENSG00000239268.2	-0.1067331462073161	LINC03051
ENSG00000086717.18	0.10603453066367044	PPEF1
ENSG00000179083.6	0.10328209384167703	FAM133A
ENSG00000250361.7	0.10307044602711037	GYPB
ENSG00000188191.14	-0.10261539981137553	PRKAR1B
ENSG00000230267.7	-0.10232153070621818	HERC2P4
ENSG00000280435.1	-0.10171274881842016	Gene symbol not found
ENSG00000276107.1	0.10143238801600173	THBS1-IT1
ENSG00000249693.2	0.10124338667565588	SPMAP2L
ENSG00000176049.15	0.09990549595674765	JAKMIP2
ENSG00000236155.6	-0.09979146419297023	ZPLD2P
ENSG00000167693.16	-0.09972772278616192	NXN
ENSG00000171403.9	-0.09883753102630363	KRT9
ENSG00000215105.4	0.0978707176458075	TTC3P1
ENSG00000273203.1	0.09653967417996795	
ENSG00000162738.5	-0.09647392864017634	VANGL2
ENSG00000067221.13	0.09625229201434846	STOML1
ENSG00000172818.9	0.0958257048165212	OVOL1
