	Coef_brain_cerebellum	Gene_name
ENSG00000257711.1	0.11585211472752978	
ENSG00000279039.1	-0.0955941455502909	
ENSG00000052344.15	0.09146254864069106	PRSS8
ENSG00000175718.9	0.08894672436635984	RBMXL3
ENSG00000151718.15	-0.08723554436916396	WWC2
ENSG00000117594.9	0.08696439631160384	HSD11B1
ENSG00000089225.19	0.08511522705136573	TBX5
ENSG00000187867.8	0.07755903524300892	PALM3
ENSG00000266227.1	-0.07745267365473854	NPM1P2
ENSG00000236968.1	-0.07693168119060563	Gene symbol not found
ENSG00000227432.1	0.07682181418424988	ASIC4-AS1
ENSG00000271178.1	-0.07649101604693923	IGHV3OR16-13
ENSG00000253293.4	-0.07641287002848987	HOXA10
ENSG00000221977.1	-0.07461139046761123	OR4E2
ENSG00000145888.10	0.0741743107855423	GLRA1
ENSG00000248229.1	-0.07345208490928877	Gene symbol not found
ENSG00000235070.3	-0.07338572340827962	Gene symbol not found
ENSG00000249005.3	-0.07259953775958407	FAM90A4P
ENSG00000213435.3	-0.07215387835639119	ATP6V0CP3
ENSG00000100302.6	0.07163385554694289	RASD2
ENSG00000131095.12	0.0711023447921225	GFAP
ENSG00000181656.6	-0.07011756855398008	GPR88
ENSG00000138759.18	-0.07002535337614597	FRAS1
ENSG00000228467.2	-0.06938835579884424	Gene symbol not found
ENSG00000144119.3	0.06881117412714402	C1QL2
ENSG00000070159.13	-0.06876132672664743	PTPN3
ENSG00000181195.10	0.06857566719364155	PENK
ENSG00000276945.1	-0.06804146217373519	Gene symbol not found
ENSG00000263505.1	-0.06800102491189508	SLC25A3P3
ENSG00000213698.2	-0.06756039359005518	CAPZA1P3
ENSG00000248211.1	-0.06693232698395091	TRPC7-AS1
ENSG00000197919.5	0.06620910724704572	IFNA1
ENSG00000145358.6	0.06589021002346668	DDIT4L
ENSG00000257737.1	-0.0655067022675757	Gene symbol not found
ENSG00000266184.1	-0.06498461132351536	Gene symbol not found
ENSG00000261761.3	-0.06395872130342735	LINC02616
ENSG00000241318.3	-0.06328208019392798	WDR82P2
ENSG00000118495.18	-0.06321348120102212	PLAGL1
ENSG00000263862.1	-0.06289328218209268	LINC01543
ENSG00000136883.13	-0.0625012971378261	KIF12
ENSG00000072182.12	0.06222146321690688	ASIC4
ENSG00000231464.1	-0.06204507191654977	PPP4R2P3
ENSG00000120337.8	-0.06174171666423735	TNFSF18
ENSG00000143365.17	0.0617037152590272	RORC
ENSG00000249061.1	-0.06148590542493505	Gene symbol not found
ENSG00000198838.13	0.0612477151750905	RYR3
ENSG00000271671.1	-0.06037910451989855	Gene symbol not found
ENSG00000238166.2	-0.06029489375237379	Gene symbol not found
ENSG00000268583.1	-0.06023379513281067	Gene symbol not found
