	Coef_liver	Gene_name
ENSG00000242573.1	-0.3853604860449789	ACTR3P3
ENSG00000219702.1	-0.31227316659777765	Gene symbol not found
ENSG00000114631.10	-0.3087514559554176	PODXL2
ENSG00000261570.1	-0.2864080094035604	AGK-DT
ENSG00000222426.1	-0.28127277892771047	RNU2-50P
ENSG00000259326.1	0.26091610742559096	Gene symbol not found
ENSG00000271209.1	0.25182069470901786	BRDTP1
ENSG00000256436.1	0.24761809808943785	TAS2R31
ENSG00000254345.1	-0.24263744415810404	IGKV2D-23
ENSG00000226703.1	-0.23979679615422136	NPM1P4
ENSG00000253604.1	-0.23751876258489205	Gene symbol not found
ENSG00000283205.1	-0.22941659108068116	Gene symbol not found
ENSG00000283288.1	-0.2219180416309223	SMIM33
ENSG00000235118.7	-0.21980534085866565	FAM237A
ENSG00000260877.2	0.2162385210412752	Gene symbol not found
ENSG00000228262.8	0.21546668953815654	LINC01320
ENSG00000238835.1	-0.20635426030715553	SCARNA18
ENSG00000250480.3	-0.20612913683500278	RLIG1P1
ENSG00000237631.2	0.20568652967580284	PARK7P2
ENSG00000264685.1	-0.20556923827458834	PRPF19P1
ENSG00000103200.6	-0.203589707602025	Gene symbol not found
ENSG00000231066.3	-0.2010515164715239	NPM1P9
ENSG00000248647.2	0.19969228146934917	Gene symbol not found
ENSG00000227240.1	0.1977289544349403	Gene symbol not found
ENSG00000233057.1	0.19644762654869635	EEF1A1P14
ENSG00000231849.1	-0.19381750177581186	UBE2V2P4
ENSG00000283098.1	0.19154586951313693	Gene symbol not found
ENSG00000214185.3	-0.1894620107477646	XPOTP1
ENSG00000273989.1	0.18681666624258397	Gene symbol not found
ENSG00000159247.13	0.18679623682617577	TUBBP5
ENSG00000108417.3	-0.18619519453324773	KRT37
ENSG00000255147.1	-0.18304284412940094	EVA1CP4
ENSG00000259845.1	-0.18096570146355345	HERC2P10
ENSG00000236062.1	0.1799103939395477	GSTM5P1
ENSG00000180855.15	0.17904918242865137	ZNF443
ENSG00000205220.11	-0.17844589120701418	PSMB10
ENSG00000239958.3	-0.17707322783338164	RN7SL51P
ENSG00000152977.9	0.17650347054451718	ZIC1
ENSG00000254106.1	-0.1747725672485738	LINC01848
ENSG00000225370.1	-0.1741529260103748	Gene symbol not found
ENSG00000278054.1	-0.17337489324885466	Gene symbol not found
ENSG00000179873.14	0.17228332625269058	NLRP11
ENSG00000102053.12	0.17178645343434693	ZC3H12B
ENSG00000227814.3	0.17124163288895486	MRPS17P9
ENSG00000171747.8	0.16658856696512772	LGALS4
ENSG00000277474.1	-0.1649351601782879	MIR6894
ENSG00000272275.1	-0.16476297745867965	Gene symbol not found
ENSG00000062096.14	0.16473088047683007	ARSF
ENSG00000188738.14	0.16471484218411356	FSIP2
ENSG00000284242.1	-0.16312315898262086	Gene symbol not found
