	Coef_lung	Gene_name
ENSG00000178163.7	-0.730800145344891	ZNF518B
ENSG00000131080.14	0.689970554011129	EDA2R
ENSG00000145242.13	0.6666440348985126	EPHA5
ENSG00000147889.17	0.599895544845971	CDKN2A
ENSG00000100285.9	-0.5215629616399331	NEFH
ENSG00000244681.1	0.4440782866245248	MTHFD2P1
ENSG00000100362.12	-0.43950096445487574	PVALB
ENSG00000022556.15	-0.417453547429832	NLRP2
ENSG00000130876.11	-0.414954165081285	SLC7A10
ENSG00000263280.1	-0.40314352610277976	Gene symbol not found
ENSG00000102854.15	-0.39924332714257527	MSLN
ENSG00000160870.12	0.3947174452309933	CYP3A7
ENSG00000244694.7	0.3936998648592488	PTCHD4
ENSG00000185090.14	0.3925670879444573	MANEAL
ENSG00000198542.13	0.39229744787298904	ITGBL1
ENSG00000189127.7	-0.3759820677669747	ANKRD34B
ENSG00000187730.8	0.36605453566699114	GABRD
ENSG00000186642.15	-0.3609385784352223	PDE2A
ENSG00000230267.7	-0.3607849556359779	HERC2P4
ENSG00000244593.1	-0.34943575335917715	Gene symbol not found
ENSG00000102452.15	0.34067657246697597	NALCN
ENSG00000185088.13	0.3375348762826465	RPS27L
ENSG00000257550.1	-0.33671208493231003	Gene symbol not found
ENSG00000180543.4	-0.3323173523496645	TSPYL5
ENSG00000112852.6	0.3284301238061901	PCDHB2
ENSG00000257194.2	0.32496898893911386	
ENSG00000170549.3	-0.3215437237492697	IRX1
ENSG00000080224.17	0.3190478898136289	EPHA6
ENSG00000254198.1	-0.3181987398161913	Gene symbol not found
ENSG00000273203.1	0.31559305154806805	
ENSG00000143839.14	-0.3153570281116717	REN
ENSG00000272070.1	0.3146421628390497	
ENSG00000196109.6	0.30482164917815047	ZNF676
ENSG00000141576.14	0.29766581103932904	RNF157
ENSG00000267733.5	0.29758860288254246	Gene symbol not found
ENSG00000267643.1	0.28968249910070215	
ENSG00000101255.10	0.28083072227484634	TRIB3
ENSG00000174672.15	0.2792558361754617	BRSK2
ENSG00000277382.1	0.2784154116962293	Gene symbol not found
ENSG00000226822.2	-0.2784090210746866	
ENSG00000283913.1	-0.2761704277740012	Gene symbol not found
ENSG00000106868.16	-0.27581383176774715	SUSD1
ENSG00000162039.14	-0.2757056834059705	MEIOB
ENSG00000113319.12	0.2708318046099845	RASGRF2
ENSG00000229915.1	-0.2625832055675284	Gene symbol not found
ENSG00000064205.10	0.2612122323341519	CCN5
ENSG00000081818.3	0.2556676344036247	PCDHB4
ENSG00000242173.8	0.25526135217282075	ARHGDIG
ENSG00000259134.5	0.2548781237840664	LINC00924
ENSG00000138795.9	-0.25384101915963914	LEF1
