	Coef_nerve_tibial	Gene_name
ENSG00000072041.16	0.49091579064801394	SLC6A15
ENSG00000204764.13	-0.4047054755113706	RANBP17
ENSG00000237125.8	0.4013203527153513	HAND2-AS1
ENSG00000196109.6	0.3941317418443346	ZNF676
ENSG00000131080.14	0.38849198609071744	EDA2R
ENSG00000178163.7	-0.38419542540301094	ZNF518B
ENSG00000171551.11	-0.3758168887410724	ECEL1
ENSG00000244681.1	0.37144541948130666	MTHFD2P1
ENSG00000244694.7	0.36417593643111357	PTCHD4
ENSG00000204876.4	0.34834830304178505	Gene symbol not found
ENSG00000196767.6	0.3407788508594428	POU3F4
ENSG00000184905.8	0.32647586822724783	TCEAL2
ENSG00000100285.9	-0.32143713573670357	NEFH
ENSG00000164107.8	0.32086197676819495	HAND2
ENSG00000163564.14	0.3150331424671737	PYHIN1
ENSG00000128710.5	0.29664884510643585	HOXD10
ENSG00000040731.10	0.2930251763342244	CDH10
ENSG00000128713.13	0.2905500821332468	HOXD11
ENSG00000164690.7	0.2797278410467757	SHH
ENSG00000189233.11	0.27332497146361456	NUGGC
ENSG00000250957.1	0.2597728621076136	
ENSG00000136944.17	-0.23910202133528427	LMX1B
ENSG00000180347.13	0.23306205776562988	ITPRID1
ENSG00000008196.12	0.23114185052458008	TFAP2B
ENSG00000152467.9	-0.23092130111423356	ZSCAN1
ENSG00000112319.17	0.2304650197118574	EYA4
ENSG00000134853.11	-0.22625627662952827	PDGFRA
ENSG00000203797.9	0.22431773237778868	DDO
ENSG00000204519.10	-0.21973516002274035	ZNF551
ENSG00000121335.11	0.21617824533142793	PRB2
ENSG00000226711.6	-0.21384081173637906	FAM66C
ENSG00000179909.15	-0.2137930915996623	ZNF154
ENSG00000176658.16	0.21267928152360366	MYO1D
ENSG00000179399.14	0.2121715849107608	GPC5
ENSG00000186205.12	0.2120571862844339	MTARC1
ENSG00000162461.7	0.20820291134355262	SLC25A34
ENSG00000181023.6	0.20734659548915851	OR56B1
ENSG00000172667.10	0.20686100158697554	ZMAT3
ENSG00000159496.14	-0.20453215549294648	RGL4
ENSG00000184144.11	0.2036014281839547	CNTN2
ENSG00000168556.6	-0.2023027824635663	ING2
ENSG00000272872.1	0.20010943867365688	
ENSG00000259236.1	0.19922112398309416	GOLGA8VP
ENSG00000261587.2	0.19531812757607672	TMEM249
ENSG00000250337.5	0.19061873444902724	PURPL
ENSG00000228971.2	-0.18959184892838726	LINC02607
ENSG00000213642.3	-0.18726550177954696	Gene symbol not found
ENSG00000124205.15	-0.1872156889362982	EDN3
ENSG00000256720.1	0.1869611315514715	BTG1P1
ENSG00000249388.1	-0.18566515439258224	FLJ12825
