	Coef_liver	Gene_name
ENSG00000242573.1	-0.37602505494285	ACTR3P3
ENSG00000114631.10	-0.314513261033005	PODXL2
ENSG00000219702.1	-0.31119240717174307	Gene symbol not found
ENSG00000261570.1	-0.287635898560362	AGK-DT
ENSG00000222426.1	-0.2740962722974626	RNU2-50P
ENSG00000259326.1	0.2558689581676139	Gene symbol not found
ENSG00000271209.1	0.2533917898646552	BRDTP1
ENSG00000254345.1	-0.2413481318009372	IGKV2D-23
ENSG00000256436.1	0.24124388425303056	TAS2R31
ENSG00000253604.1	-0.23876527218264043	Gene symbol not found
ENSG00000226703.1	-0.23582316024703795	NPM1P4
ENSG00000283205.1	-0.22909044927166253	Gene symbol not found
ENSG00000260877.2	0.21974629230330398	Gene symbol not found
ENSG00000228262.8	0.21679136732940157	LINC01320
ENSG00000235118.7	-0.21501605679769015	FAM237A
ENSG00000283288.1	-0.21372439035629628	SMIM33
ENSG00000231066.3	-0.20871818012310894	NPM1P9
ENSG00000248647.2	0.20551398273984045	Gene symbol not found
ENSG00000238835.1	-0.2030684378099595	SCARNA18
ENSG00000237631.2	0.20295445164789958	PARK7P2
ENSG00000264685.1	-0.19958038767093342	PRPF19P1
ENSG00000233057.1	0.19631814235862038	EEF1A1P14
ENSG00000250480.3	-0.195742088176386	RLIG1P1
ENSG00000227240.1	0.19261526558550468	Gene symbol not found
ENSG00000108417.3	-0.19158869880130122	KRT37
ENSG00000259845.1	-0.18926258881100225	HERC2P10
ENSG00000283098.1	0.18885065808571583	Gene symbol not found
ENSG00000273989.1	0.18847908240504815	Gene symbol not found
ENSG00000255147.1	-0.18691795120123114	EVA1CP4
ENSG00000231849.1	-0.18588966438517068	UBE2V2P4
ENSG00000103200.6	-0.18359831202103108	Gene symbol not found
ENSG00000225370.1	-0.18326062500500287	Gene symbol not found
ENSG00000254106.1	-0.18176629920259615	LINC01848
ENSG00000159247.13	0.18021670103504164	TUBBP5
ENSG00000214185.3	-0.17890734961204757	XPOTP1
ENSG00000180855.15	0.17846998549917872	ZNF443
ENSG00000205220.11	-0.17736819710820725	PSMB10
ENSG00000236062.1	0.17691595317955297	GSTM5P1
ENSG00000239958.3	-0.17660799496977445	RN7SL51P
ENSG00000102053.12	0.17400972149035268	ZC3H12B
ENSG00000227814.3	0.17058136539629984	MRPS17P9
ENSG00000152977.9	0.1692310559099942	ZIC1
ENSG00000278054.1	-0.16908650659351568	Gene symbol not found
ENSG00000277474.1	-0.1675496212968811	MIR6894
ENSG00000284242.1	-0.16684322290284254	Gene symbol not found
ENSG00000150873.11	-0.1662785945754423	C2orf50
ENSG00000179873.14	0.16601661083194885	NLRP11
ENSG00000272275.1	-0.1639963632116694	Gene symbol not found
ENSG00000171747.8	0.16179494848369677	LGALS4
ENSG00000103528.16	0.16106693987461876	SYT17
