	Coef_brain_cortex	Gene_name
ENSG00000151650.7	0.28639683138543054	VENTX
ENSG00000131080.14	0.2515528868371408	EDA2R
ENSG00000252581.1	0.2456204445065433	RNU6-1098P
ENSG00000208005.1	-0.22617629076124593	MIR503
ENSG00000267544.1	-0.21036993766891784	HIKESHIP2
ENSG00000255836.1	-0.19603135474063463	Gene symbol not found
ENSG00000233429.9	0.19341168809403939	HOTAIRM1
ENSG00000197376.2	0.19336787575657466	Gene symbol not found
ENSG00000088836.12	0.1817248999673646	SLC4A11
ENSG00000187013.4	0.17821903752138482	LINC02875
ENSG00000259124.1	-0.1759697406760765	Gene symbol not found
ENSG00000207186.1	0.17530413862717645	RNA5SP122
ENSG00000163071.10	0.1686098688318168	SPATA18
ENSG00000259792.1	0.16792041864865362	Gene symbol not found
ENSG00000280710.2	-0.16573155332011116	
ENSG00000267773.1	-0.16505545563499935	Gene symbol not found
ENSG00000267799.1	-0.16252209090838238	MAN1A2P1
ENSG00000228526.6	0.1588753556718593	MIR34AHG
ENSG00000278318.4	-0.15717901742797202	ZNF229
ENSG00000230453.9	0.15559339140154144	ANKRD18B
ENSG00000248476.1	-0.15353206905899375	BACH1-IT1
ENSG00000202517.1	-0.15315224669940103	Gene symbol not found
ENSG00000173908.8	-0.1524942141070116	KRT28
ENSG00000274904.1	-0.15214967069403726	Gene symbol not found
ENSG00000172426.15	-0.14730191804738457	RSPH9
ENSG00000248646.1	-0.14509296244169437	
ENSG00000259742.1	-0.1447549260414345	Gene symbol not found
ENSG00000254294.1	-0.14469965299588602	IMPDH1P6
ENSG00000230931.2	-0.14397715820274015	GXYLT1P1
ENSG00000283377.1	-0.14340445654535572	Gene symbol not found
ENSG00000168418.7	0.14339595293542562	KCNG4
ENSG00000214121.4	-0.14251482302968296	PRDX1P1
ENSG00000258550.1	-0.14151795647285434	OR7E106P
ENSG00000255794.7	0.14002568922346237	RMST
ENSG00000253642.5	0.13922585280797728	Gene symbol not found
ENSG00000273687.1	0.13892337546579278	Gene symbol not found
ENSG00000196862.9	-0.13890727615544532	RGPD4
ENSG00000276556.1	-0.13881457044507217	Gene symbol not found
ENSG00000277697.1	-0.13697385985917157	
ENSG00000207010.1	-0.13642484709856584	RNU6-318P
ENSG00000225075.1	0.13601972258464287	Gene symbol not found
ENSG00000120289.11	-0.13585241352364827	MAGEB4
ENSG00000164399.4	-0.1347507795502257	IL3
ENSG00000162722.8	-0.13388199648553917	TRIM58
ENSG00000244308.2	-0.13341293362629963	RN7SL762P
ENSG00000172680.1	-0.13162161330967967	MOS
ENSG00000236380.5	-0.1313191339605274	VENTXP7
ENSG00000214415.3	-0.1263551081870831	GNAT3
ENSG00000178343.4	0.12543849459969228	SHISA3
ENSG00000224566.2	-0.12497911786362094	CIAO2AP2
