	Coef_brain_cerebellum	Gene_name
ENSG00000257711.1	0.11557536272825229	
ENSG00000279039.1	-0.0942284718818014	
ENSG00000175718.9	0.09015673747754063	RBMXL3
ENSG00000052344.15	0.08981462930463412	PRSS8
ENSG00000117594.9	0.08843169680002513	HSD11B1
ENSG00000089225.19	0.08639940556486654	TBX5
ENSG00000151718.15	-0.08627537424475508	WWC2
ENSG00000266227.1	-0.08096038999346691	NPM1P2
ENSG00000187867.8	0.07860467609709312	PALM3
ENSG00000253293.4	-0.07721539672962079	HOXA10
ENSG00000227432.1	0.07706858186166039	ASIC4-AS1
ENSG00000271178.1	-0.07678479141905915	IGHV3OR16-13
ENSG00000235070.3	-0.07587763897960949	Gene symbol not found
ENSG00000145888.10	0.07550346871559742	GLRA1
ENSG00000221977.1	-0.07381529309592201	OR4E2
ENSG00000249005.3	-0.0730013656930239	FAM90A4P
ENSG00000213435.3	-0.07161598406370746	ATP6V0CP3
ENSG00000236968.1	-0.07133546601410741	Gene symbol not found
ENSG00000248229.1	-0.07124881140628603	Gene symbol not found
ENSG00000131095.12	0.0710818461101045	GFAP
ENSG00000138759.18	-0.07028065067190174	FRAS1
ENSG00000100302.6	0.07012366829040323	RASD2
ENSG00000181656.6	-0.06949626997566129	GPR88
ENSG00000144119.3	0.06924170213677483	C1QL2
ENSG00000181195.10	0.068862326728704	PENK
ENSG00000070159.13	-0.06873342107060673	PTPN3
ENSG00000263505.1	-0.06827924223673977	SLC25A3P3
ENSG00000213698.2	-0.06791799829120924	CAPZA1P3
ENSG00000276945.1	-0.06785360377754428	Gene symbol not found
ENSG00000228467.2	-0.06772303983542198	Gene symbol not found
ENSG00000257737.1	-0.06663797067404828	Gene symbol not found
ENSG00000197919.5	0.0660803865796732	IFNA1
ENSG00000248211.1	-0.06605168989432525	TRPC7-AS1
ENSG00000231464.1	-0.06563300276591393	PPP4R2P3
ENSG00000145358.6	0.0652246140227159	DDIT4L
ENSG00000241318.3	-0.06409931877569866	WDR82P2
ENSG00000263862.1	-0.06386793548278784	LINC01543
ENSG00000261761.3	-0.0635864997023609	LINC02616
ENSG00000072182.12	0.06338854891548384	ASIC4
ENSG00000120337.8	-0.06296774631314124	TNFSF18
ENSG00000118495.18	-0.06276598594453334	PLAGL1
ENSG00000266184.1	-0.06228827918696218	Gene symbol not found
ENSG00000238166.2	-0.061656439498658275	Gene symbol not found
ENSG00000143365.17	0.06137867217406477	RORC
ENSG00000198838.13	0.06097615360093375	RYR3
ENSG00000229204.3	-0.06062284359218666	PTGES3P3
ENSG00000254954.1	-0.06041086912299238	SLC2A13P1
ENSG00000271671.1	-0.06022513335857159	Gene symbol not found
ENSG00000268583.1	-0.06012196236648269	Gene symbol not found
ENSG00000272572.1	-0.059980279296073316	Gene symbol not found
