	Coef_lung	Gene_name
ENSG00000178163.7	-0.7338253281015346	ZNF518B
ENSG00000131080.14	0.6888691870965924	EDA2R
ENSG00000145242.13	0.670114633733751	EPHA5
ENSG00000147889.17	0.601615241757937	CDKN2A
ENSG00000100285.9	-0.5170623413549787	NEFH
ENSG00000244681.1	0.4556548422333866	MTHFD2P1
ENSG00000100362.12	-0.4433021416070642	PVALB
ENSG00000130876.11	-0.420710804723219	SLC7A10
ENSG00000022556.15	-0.41509920722178206	NLRP2
ENSG00000263280.1	-0.40704297555653807	Gene symbol not found
ENSG00000102854.15	-0.40042321947998116	MSLN
ENSG00000160870.12	0.3970697190475954	CYP3A7
ENSG00000244694.7	0.3909172387693771	PTCHD4
ENSG00000185090.14	0.3876529122381348	MANEAL
ENSG00000198542.13	0.38332821413431006	ITGBL1
ENSG00000189127.7	-0.3758687513322664	ANKRD34B
ENSG00000187730.8	0.36570364859490795	GABRD
ENSG00000186642.15	-0.3609094126698865	PDE2A
ENSG00000230267.7	-0.3559141715011068	HERC2P4
ENSG00000185088.13	0.34327894626119887	RPS27L
ENSG00000102452.15	0.3393674387702088	NALCN
ENSG00000244593.1	-0.3373963593516335	Gene symbol not found
ENSG00000257550.1	-0.33661231907036376	Gene symbol not found
ENSG00000180543.4	-0.33143087592781506	TSPYL5
ENSG00000170549.3	-0.325040575554923	IRX1
ENSG00000257194.2	0.3243036531675826	
ENSG00000112852.6	0.3240322282843026	PCDHB2
ENSG00000080224.17	0.3228418103025797	EPHA6
ENSG00000254198.1	-0.3193488420090562	Gene symbol not found
ENSG00000272070.1	0.3179100679834102	
ENSG00000143839.14	-0.3098401805807137	REN
ENSG00000273203.1	0.3058547081401041	
ENSG00000196109.6	0.3021326758182561	ZNF676
ENSG00000267733.5	0.29948145235472085	Gene symbol not found
ENSG00000141576.14	0.29657106115893767	RNF157
ENSG00000101255.10	0.2836700923793973	TRIB3
ENSG00000267643.1	0.28155107394966267	
ENSG00000226822.2	-0.2799588157109572	
ENSG00000174672.15	0.27741233977669466	BRSK2
ENSG00000277382.1	0.27695417866256133	Gene symbol not found
ENSG00000283913.1	-0.2763959015091049	Gene symbol not found
ENSG00000113319.12	0.2744690623895655	RASGRF2
ENSG00000106868.16	-0.2695999757509396	SUSD1
ENSG00000229915.1	-0.26871377828234916	Gene symbol not found
ENSG00000162039.14	-0.26668644325499424	MEIOB
ENSG00000259134.5	0.2645879925387511	LINC00924
ENSG00000081818.3	0.26110624622088174	PCDHB4
ENSG00000064205.10	0.257159411613742	CCN5
ENSG00000283145.1	-0.2570252502226336	Gene symbol not found
ENSG00000235821.1	0.25629421489136694	IFITM4P
