	Coef_adipose_subcutaneous	Gene_name
ENSG00000112319.17	1.5208355135955867	EYA4
ENSG00000048540.14	1.0853985599693967	LMO3
ENSG00000268079.1	0.7296738997260106	BNIP3P30
ENSG00000178163.7	-0.6926206278309	ZNF518B
ENSG00000008300.16	0.5139033257149244	CELSR3
ENSG00000198838.13	0.4967100813184742	RYR3
ENSG00000255836.1	-0.49420087337150825	Gene symbol not found
ENSG00000277156.1	0.4913243132731705	TOMM40P1
ENSG00000205213.13	-0.4499932182651597	LGR4
ENSG00000278530.4	0.44160036870314395	CHMP1B2P
ENSG00000244694.7	0.4207828264914019	PTCHD4
ENSG00000189233.11	0.4166333970942236	NUGGC
ENSG00000147231.13	0.4096804885913671	RADX
ENSG00000228526.6	0.4095934081035485	MIR34AHG
ENSG00000207291.1	0.4007173207859236	RNU6-30P
ENSG00000182168.14	0.38445200000441054	UNC5C
ENSG00000101405.3	-0.3830563137719791	OXT
ENSG00000141431.10	0.3776496090732889	ASXL3
ENSG00000185090.14	0.37388376629575293	MANEAL
ENSG00000118526.6	0.3728828791855599	TCF21
ENSG00000180817.11	0.37148815897035886	PPA1
ENSG00000174292.12	0.3693095380204839	TNK1
ENSG00000266236.1	0.3692035211015151	NARF-IT1
ENSG00000271709.1	0.3567218499809514	Gene symbol not found
ENSG00000053438.8	-0.354459624440564	NNAT
ENSG00000267374.1	-0.3475182115426258	MIR924HG
ENSG00000236536.1	-0.33919189145455075	Gene symbol not found
ENSG00000101955.14	-0.3372994669710472	SRPX
ENSG00000261340.1	-0.3362553043842022	LINC01616
ENSG00000172247.3	-0.3358981083315098	C1QTNF4
ENSG00000255468.6	-0.335428476948189	B4GAT1-DT
ENSG00000250742.2	0.3330427006282341	LINC02381
ENSG00000112599.8	0.324897806770874	GUCA1B
ENSG00000275322.1	-0.3233228891341871	Gene symbol not found
ENSG00000206052.10	-0.31867903663073965	DOK6
ENSG00000165478.6	0.3167645645531147	HEPACAM
ENSG00000160233.7	-0.31451224158206753	LRRC3
ENSG00000253958.1	-0.31287389036955654	CLDN23
ENSG00000262001.1	-0.3104100603056469	DLGAP1-AS2
ENSG00000172667.10	0.3095559855108223	ZMAT3
ENSG00000131080.14	0.30846792320395655	EDA2R
ENSG00000141576.14	0.30679634750644247	RNF157
ENSG00000181036.13	0.3061151893559638	FCRL6
ENSG00000217330.1	0.3044442484515218	SSXP10
ENSG00000229901.1	0.2992369349834147	FOXO6-AS1
ENSG00000163637.12	-0.2989983850205807	PRICKLE2
ENSG00000132623.15	0.29636206807949683	ANKEF1
ENSG00000196109.6	0.2951878816771486	ZNF676
ENSG00000101882.9	0.29477647932535445	NKAP
