	Coef_brain_cerebellum	Gene_name
ENSG00000257711.1	0.11615739519722687	
ENSG00000279039.1	-0.09442119325011994	
ENSG00000052344.15	0.09104993740478783	PRSS8
ENSG00000175718.9	0.08925161810644403	RBMXL3
ENSG00000117594.9	0.08911317067495038	HSD11B1
ENSG00000151718.15	-0.08729347597306507	WWC2
ENSG00000089225.19	0.08597498435180183	TBX5
ENSG00000266227.1	-0.08120047567238362	NPM1P2
ENSG00000187867.8	0.07910820767192525	PALM3
ENSG00000227432.1	0.07826363057712198	ASIC4-AS1
ENSG00000253293.4	-0.07755750970289318	HOXA10
ENSG00000271178.1	-0.07628738201391097	IGHV3OR16-13
ENSG00000145888.10	0.07573219200559407	GLRA1
ENSG00000236968.1	-0.07389842623180146	Gene symbol not found
ENSG00000235070.3	-0.07368860745013231	Gene symbol not found
ENSG00000249005.3	-0.07363278591805922	FAM90A4P
ENSG00000248229.1	-0.07255321470842989	Gene symbol not found
ENSG00000221977.1	-0.07152446520309151	OR4E2
ENSG00000213435.3	-0.07152339179487485	ATP6V0CP3
ENSG00000181656.6	-0.07127415057922008	GPR88
ENSG00000100302.6	0.071230593842907	RASD2
ENSG00000144119.3	0.07036116577815817	C1QL2
ENSG00000131095.12	0.0701469894043406	GFAP
ENSG00000070159.13	-0.06992179083921479	PTPN3
ENSG00000138759.18	-0.0699117037549559	FRAS1
ENSG00000181195.10	0.0688974082087254	PENK
ENSG00000213698.2	-0.0682212607885532	CAPZA1P3
ENSG00000276945.1	-0.06804286399747385	Gene symbol not found
ENSG00000228467.2	-0.06777702825162348	Gene symbol not found
ENSG00000263505.1	-0.06735444945230117	SLC25A3P3
ENSG00000145358.6	0.06692788459422745	DDIT4L
ENSG00000241318.3	-0.06602656715326885	WDR82P2
ENSG00000248211.1	-0.06597516591441265	TRPC7-AS1
ENSG00000257737.1	-0.0658388523731806	Gene symbol not found
ENSG00000197919.5	0.06525964420340584	IFNA1
ENSG00000072182.12	0.06481659112638513	ASIC4
ENSG00000118495.18	-0.06398249793004782	PLAGL1
ENSG00000266184.1	-0.06386027823568607	Gene symbol not found
ENSG00000263862.1	-0.06331452043905214	LINC01543
ENSG00000261761.3	-0.06290718914844978	LINC02616
ENSG00000231464.1	-0.062411264115683096	PPP4R2P3
ENSG00000120337.8	-0.06198353936853089	TNFSF18
ENSG00000143365.17	0.06156066918594298	RORC
ENSG00000198838.13	0.061214843251477066	RYR3
ENSG00000271671.1	-0.061206156681418177	Gene symbol not found
ENSG00000136883.13	-0.06108384814508525	KIF12
ENSG00000254954.1	-0.060740009787184086	SLC2A13P1
ENSG00000229204.3	-0.06041652888408419	PTGES3P3
ENSG00000240478.1	-0.060325450896791075	Gene symbol not found
ENSG00000268583.1	-0.05980351595446991	Gene symbol not found
