	Coef_pancreas	Gene_name
ENSG00000178163.7	-2.4273452609371517	ZNF518B
ENSG00000104722.13	-1.7183492114361518	NEFM
ENSG00000185010.13	1.5822961194818295	F8
ENSG00000260015.1	1.414977833420958	Gene symbol not found
ENSG00000166262.15	-1.2004332163831595	FAM227B
ENSG00000159212.12	-1.0958376616877281	CLIC6
ENSG00000148082.9	0.9912818679894319	SHC3
ENSG00000206195.10	0.9805809468212264	DUXAP8
ENSG00000224945.1	0.977289629711524	Gene symbol not found
ENSG00000255408.3	0.9213244214209495	PCDHA3
ENSG00000106341.10	0.9032689410771282	PPP1R17
ENSG00000119973.5	0.9025658463587563	PRLHR
ENSG00000147889.17	0.8859331773250266	CDKN2A
ENSG00000258628.1	0.8776774101533817	RHPN2P1
ENSG00000244694.7	0.8634660717671181	PTCHD4
ENSG00000204176.13	-0.8481215557272787	SYT15
ENSG00000183770.5	0.784269076574182	FOXL2
ENSG00000255836.1	-0.7509733861226486	Gene symbol not found
ENSG00000229020.4	0.7178577037049042	AKR7A2P1
ENSG00000265366.6	0.7123210046609882	GLUD1P2
ENSG00000143355.15	0.6798985076127314	LHX9
ENSG00000088882.7	-0.6737944266511989	CPXM1
ENSG00000163071.10	0.621967074656406	SPATA18
ENSG00000281205.1	-0.5897914967194624	
ENSG00000213225.7	-0.58661688890237	NOC2LP1
ENSG00000147027.3	0.5692438111393129	TMEM47
ENSG00000102796.10	-0.5680850987247896	DHRS12
ENSG00000100867.14	0.47844501531596795	DHRS2
ENSG00000214754.3	-0.45630131440447874	SRSF8CP
ENSG00000198804.2	-0.39842285654842446	MT-CO1
ENSG00000131080.14	0.3972014801373928	EDA2R
ENSG00000240401.8	0.3858888276279093	
ENSG00000250218.1	0.37899161300605194	ALDH1L1-AS1
ENSG00000236833.1	0.35829716937514	Gene symbol not found
ENSG00000235268.2	-0.3332493532627021	KDM4E
ENSG00000275560.1	0.32343512339795694	
ENSG00000204969.6	0.3073393890949263	PCDHA2
ENSG00000272674.3	0.2776168483623831	PCDHB16
ENSG00000255158.1	-0.25738385765255395	Gene symbol not found
ENSG00000173947.13	-0.24444427249095102	CIMAP3
ENSG00000200769.1	-0.22114689517634037	Y_RNA
ENSG00000188011.5	-0.20989803616854305	RTP5
ENSG00000184378.2	-0.20923711351532043	ACTRT3
ENSG00000054598.6	0.20017393712344694	FOXC1
ENSG00000124203.6	0.18567527318974691	ZNF831
ENSG00000100196.10	-0.1660755576572171	KDELR3
ENSG00000167281.18	-0.11641005957328651	RBFOX3
ENSG00000272872.1	0.11787955274140438	
ENSG00000074410.13	-0.06574512415696791	CA12
