	Coef_adipose_subcutaneous	Gene_name
ENSG00000112319.17	1.506700885482575	EYA4
ENSG00000048540.14	1.0891348613515301	LMO3
ENSG00000268079.1	0.7099628559995763	BNIP3P30
ENSG00000178163.7	-0.6889666676171167	ZNF518B
ENSG00000008300.16	0.511725531981516	CELSR3
ENSG00000255836.1	-0.49905302121060596	Gene symbol not found
ENSG00000277156.1	0.49572170525709747	TOMM40P1
ENSG00000198838.13	0.49045969715577187	RYR3
ENSG00000278530.4	0.44252837373892395	CHMP1B2P
ENSG00000205213.13	-0.4395254850333756	LGR4
ENSG00000244694.7	0.4316736672102321	PTCHD4
ENSG00000189233.11	0.4117491493637938	NUGGC
ENSG00000228526.6	0.40640774220588394	MIR34AHG
ENSG00000147231.13	0.40460300097573715	RADX
ENSG00000207291.1	0.3979662406388843	RNU6-30P
ENSG00000182168.14	0.39222913517091906	UNC5C
ENSG00000101405.3	-0.38514117399895004	OXT
ENSG00000185090.14	0.37716883715847865	MANEAL
ENSG00000180817.11	0.3759023962973124	PPA1
ENSG00000141431.10	0.3748287735960278	ASXL3
ENSG00000266236.1	0.37358757239547913	NARF-IT1
ENSG00000174292.12	0.36835870036464363	TNK1
ENSG00000118526.6	0.3666012450990645	TCF21
ENSG00000053438.8	-0.3529567651041946	NNAT
ENSG00000172247.3	-0.3463229975403149	C1QTNF4
ENSG00000261340.1	-0.34398891111631824	LINC01616
ENSG00000271709.1	0.3427986315190915	Gene symbol not found
ENSG00000267374.1	-0.3410271488088632	MIR924HG
ENSG00000236536.1	-0.33650194072452166	Gene symbol not found
ENSG00000101955.14	-0.33495353929374777	SRPX
ENSG00000255468.6	-0.33283278423050494	B4GAT1-DT
ENSG00000250742.2	0.33121894751802033	LINC02381
ENSG00000275322.1	-0.32836536816660505	Gene symbol not found
ENSG00000112599.8	0.32718783996317863	GUCA1B
ENSG00000206052.10	-0.320464416459475	DOK6
ENSG00000165478.6	0.31996663201443265	HEPACAM
ENSG00000160233.7	-0.3180850112275774	LRRC3
ENSG00000253958.1	-0.31456858362002466	CLDN23
ENSG00000262001.1	-0.308914532681395	DLGAP1-AS2
ENSG00000131080.14	0.3083257897569518	EDA2R
ENSG00000101882.9	0.30678002932263615	NKAP
ENSG00000141576.14	0.30634180142774775	RNF157
ENSG00000172667.10	0.3041733403329716	ZMAT3
ENSG00000163637.12	-0.30271257012246783	PRICKLE2
ENSG00000131771.13	-0.3012017862998634	PPP1R1B
ENSG00000217330.1	0.3009232155807219	SSXP10
ENSG00000196878.14	-0.2986577739292876	LAMB3
ENSG00000228242.6	-0.298630113921976	XPC-AS1
ENSG00000181036.13	0.2975061467349978	FCRL6
