	Coef_pancreas	Gene_name
ENSG00000178163.7	-2.4407779804596963	ZNF518B
ENSG00000104722.13	-1.681245690195529	NEFM
ENSG00000185010.13	1.5898637262943556	F8
ENSG00000260015.1	1.4150264631771319	Gene symbol not found
ENSG00000166262.15	-1.1839245812645773	FAM227B
ENSG00000159212.12	-1.0780690775905628	CLIC6
ENSG00000206195.10	1.0204582090229364	DUXAP8
ENSG00000148082.9	0.9922012306739422	SHC3
ENSG00000224945.1	0.9548599504543606	Gene symbol not found
ENSG00000255408.3	0.9339682110739072	PCDHA3
ENSG00000258628.1	0.910931988818069	RHPN2P1
ENSG00000106341.10	0.9093771249294084	PPP1R17
ENSG00000119973.5	0.8977990776444387	PRLHR
ENSG00000147889.17	0.895954422649213	CDKN2A
ENSG00000204176.13	-0.8644279286945482	SYT15
ENSG00000244694.7	0.8638727558719507	PTCHD4
ENSG00000183770.5	0.7842847172508817	FOXL2
ENSG00000255836.1	-0.7714517470971191	Gene symbol not found
ENSG00000265366.6	0.7178204296826107	GLUD1P2
ENSG00000229020.4	0.7166124144077267	AKR7A2P1
ENSG00000143355.15	0.6720376632409923	LHX9
ENSG00000088882.7	-0.6696419724052071	CPXM1
ENSG00000163071.10	0.6270129106597084	SPATA18
ENSG00000281205.1	-0.6199739180983742	
ENSG00000147027.3	0.5763794765638662	TMEM47
ENSG00000213225.7	-0.554505996308091	NOC2LP1
ENSG00000102796.10	-0.5380151335242415	DHRS12
ENSG00000100867.14	0.4886888535401279	DHRS2
ENSG00000214754.3	-0.45409334604853496	SRSF8CP
ENSG00000198804.2	-0.44037923183011185	MT-CO1
ENSG00000131080.14	0.39584278104357895	EDA2R
ENSG00000250218.1	0.3656746578242622	ALDH1L1-AS1
ENSG00000240401.8	0.35734270990514777	
ENSG00000275560.1	0.34767757495712004	
ENSG00000235268.2	-0.3324778429713364	KDM4E
ENSG00000236833.1	0.32727679256904285	Gene symbol not found
ENSG00000204969.6	0.3001600920721392	PCDHA2
ENSG00000272674.3	0.2987218688262649	PCDHB16
ENSG00000173947.13	-0.26413574763677083	CIMAP3
ENSG00000200769.1	-0.24365788966309102	Y_RNA
ENSG00000255158.1	-0.2392253544844397	Gene symbol not found
ENSG00000184378.2	-0.21088627486840364	ACTRT3
ENSG00000188011.5	-0.18346718154909278	RTP5
ENSG00000054598.6	0.18212686555348398	FOXC1
ENSG00000124203.6	0.15989406569053685	ZNF831
ENSG00000100196.10	-0.1552377070187187	KDELR3
ENSG00000167281.18	-0.13190265180912902	RBFOX3
ENSG00000176046.8	-0.06640606110622724	NUPR1
ENSG00000272872.1	0.0868615411989716	
