	Coef_heart_atrial_appendage	Gene_name
ENSG00000261292.2	0.7569676526808814	Gene symbol not found
ENSG00000177791.11	0.7087318114550746	MYOZ1
ENSG00000151136.14	-0.6823247871061345	ABTB3
ENSG00000228034.1	-0.6106203467087349	HMGN2P21
ENSG00000131080.14	0.608872896864381	EDA2R
ENSG00000226816.2	-0.5970920747732754	Gene symbol not found
ENSG00000244694.7	0.5834472438976512	PTCHD4
ENSG00000102924.11	-0.5833032711380687	CBLN1
ENSG00000074211.13	-0.5635617540377895	PPP2R2C
ENSG00000244681.1	0.5611919867180636	MTHFD2P1
ENSG00000250337.5	0.5314556107732242	PURPL
ENSG00000234546.3	0.5027412898638988	LNCTAM34A
ENSG00000222705.1	-0.5001047867344189	RN7SKP39
ENSG00000138650.8	0.49488771548914334	PCDH10
ENSG00000250241.5	0.49104445210641867	PCDH10-DT
ENSG00000163898.9	0.47197033740650696	LIPH
ENSG00000080224.17	0.4703446747864423	EPHA6
ENSG00000237978.5	0.46770972202742106	KCNMB2-AS1
ENSG00000133640.18	0.44700575380929103	LRRIQ1
ENSG00000178075.19	0.44134781456908573	GRAMD1C
ENSG00000171094.16	0.43235232354171044	ALK
ENSG00000164695.4	-0.4265144383232783	CHMP4C
ENSG00000111664.10	0.41859430006816956	GNB3
ENSG00000244306.10	0.41518549086072976	DUXAP10
ENSG00000235570.1	-0.40157248661952344	LINC00533
ENSG00000167766.18	-0.40028108440632304	ZNF83
ENSG00000242173.8	0.3930911645319035	ARHGDIG
ENSG00000133816.13	0.390963775320549	MICAL2
ENSG00000048540.14	0.38419721575276455	LMO3
ENSG00000181104.6	-0.3785042676995626	F2R
ENSG00000249738.8	-0.3770622035650185	Gene symbol not found
ENSG00000273356.1	0.3753845497139303	LINC02019
ENSG00000151746.13	-0.3714833647337771	BICD1
ENSG00000174326.11	-0.35192447058771287	SLC16A11
ENSG00000163453.11	-0.34341575064531343	IGFBP7
ENSG00000106302.9	0.34026141106197255	HYAL4
ENSG00000182492.15	-0.32433498358887114	BGN
ENSG00000233613.5	0.32389193654216464	DCUN1D2-AS
ENSG00000228828.1	0.3211364813670311	TLK2P2
ENSG00000228526.6	0.3155156789009089	MIR34AHG
ENSG00000186105.7	-0.31454516570675367	LRRC70
ENSG00000259054.1	-0.3091589257822843	LINC02332
ENSG00000073060.15	0.30765821590423165	SCARB1
ENSG00000122176.10	-0.30723793292792173	FMOD
ENSG00000145246.13	-0.3051578516048531	ATP10D
ENSG00000280234.1	0.300857179223992	Gene symbol not found
ENSG00000102886.14	-0.30084902711280587	GDPD3
ENSG00000225210.9	0.29215745655490866	DUXAP9
ENSG00000163071.10	0.2919336844024523	SPATA18
