	Coef_pituitary	Gene_name
ENSG00000180105.11	-0.3905078298646203	ACER2P1
ENSG00000244694.7	0.32245433014025393	PTCHD4
ENSG00000252719.1	-0.32135476857802314	Gene symbol not found
ENSG00000185088.13	0.319453827292602	RPS27L
ENSG00000131080.14	0.30389400768369373	EDA2R
ENSG00000252591.1	-0.29283427176827287	RNA5SP468
ENSG00000173535.13	0.27370584922517294	TNFRSF10C
ENSG00000213816.3	-0.2692912925948474	CNN2P4
ENSG00000117594.9	0.2632359772984003	HSD11B1
ENSG00000255492.1	-0.26100654344206425	H3P33
ENSG00000260255.1	-0.2577699758478485	Gene symbol not found
ENSG00000269526.1	-0.24531774954974359	ERVV-1
ENSG00000202272.1	-0.2395124077200006	Y_RNA
ENSG00000232139.5	-0.23844516560156362	LINC00867
ENSG00000280436.1	-0.2334364567871797	Gene symbol not found
ENSG00000278698.1	-0.2306708007599199	Gene symbol not found
ENSG00000134574.11	0.22637076089398067	DDB2
ENSG00000236136.1	0.22442530860868604	ADORA2BP1
ENSG00000235623.2	-0.22441398271434443	OR7E110P
ENSG00000216977.1	0.21853560873999026	RPL21P65
ENSG00000203531.3	-0.20585190250737656	Gene symbol not found
ENSG00000237978.5	0.2030674727392876	KCNMB2-AS1
ENSG00000255489.1	-0.20228179956887235	Gene symbol not found
ENSG00000232939.1	-0.2014685053984428	Gene symbol not found
ENSG00000243539.3	-0.19431272992143098	RN7SL649P
ENSG00000270900.1	-0.19310815309297216	NUDT19P4
ENSG00000252778.1	-0.19284346533142094	Gene symbol not found
ENSG00000268994.3	-0.1913173196342124	FAM236B
ENSG00000177770.11	-0.18898457036445268	CDKN2AIPNLP1
ENSG00000100593.17	-0.1844617233443518	ISM2
ENSG00000252919.1	-0.18365757728308119	Y_RNA
ENSG00000253305.2	-0.18339303332307208	PCDHGB6
ENSG00000234913.1	-0.18149890488578335	Gene symbol not found
ENSG00000228162.1	-0.18119963983685	Gene symbol not found
ENSG00000251874.1	-0.17734003491785838	RNU6-615P
ENSG00000267289.1	-0.17639672711892676	PIN1-DT
ENSG00000178163.7	-0.1747743028330217	ZNF518B
ENSG00000279954.1	-0.17447076190229302	Gene symbol not found
ENSG00000235151.1	-0.172701715671032	Gene symbol not found
ENSG00000226320.5	-0.1715935837263069	LINC01811
ENSG00000061337.15	-0.15969960253883247	LZTS1
ENSG00000240423.1	-0.1589970512476062	LINC00636
ENSG00000113494.16	-0.1588622453644375	PRLR
ENSG00000234379.1	-0.15818089569142488	HMGB1P48
ENSG00000233108.1	-0.15802135197106515	GLCCI1-DT
ENSG00000273568.1	0.15767704650144015	Gene symbol not found
ENSG00000272969.1	-0.15752128558122228	Gene symbol not found
ENSG00000268866.1	-0.1573712887445286	Gene symbol not found
ENSG00000258743.5	-0.15686887235888916	LINC02301
ENSG00000272748.1	-0.15662638210522678	Gene symbol not found
