	Coef_nerve_tibial	Gene_name
ENSG00000072041.16	0.49301792749047957	SLC6A15
ENSG00000204764.13	-0.3997928581147785	RANBP17
ENSG00000237125.8	0.3996279790556618	HAND2-AS1
ENSG00000131080.14	0.3916947576895218	EDA2R
ENSG00000196109.6	0.38748811781577364	ZNF676
ENSG00000178163.7	-0.38293841968020526	ZNF518B
ENSG00000244681.1	0.3754316033830329	MTHFD2P1
ENSG00000171551.11	-0.3748286283024107	ECEL1
ENSG00000244694.7	0.36489188270164447	PTCHD4
ENSG00000204876.4	0.3485343419015993	Gene symbol not found
ENSG00000196767.6	0.34014743425350547	POU3F4
ENSG00000184905.8	0.32544825238242964	TCEAL2
ENSG00000164107.8	0.3233701339755794	HAND2
ENSG00000100285.9	-0.3210951448242031	NEFH
ENSG00000163564.14	0.31703351293443405	PYHIN1
ENSG00000128710.5	0.29999126443360746	HOXD10
ENSG00000128713.13	0.2957705548534384	HOXD11
ENSG00000040731.10	0.29317788092761216	CDH10
ENSG00000164690.7	0.27678881518509574	SHH
ENSG00000189233.11	0.27463830722570354	NUGGC
ENSG00000250957.1	0.25688762781100155	
ENSG00000136944.17	-0.24021806243370178	LMX1B
ENSG00000180347.13	0.23322938472714946	ITPRID1
ENSG00000008196.12	0.2303721024466931	TFAP2B
ENSG00000134853.11	-0.22896539395428225	PDGFRA
ENSG00000152467.9	-0.22549438979192712	ZSCAN1
ENSG00000203797.9	0.2238244162103749	DDO
ENSG00000204519.10	-0.2219649063659301	ZNF551
ENSG00000112319.17	0.22156435401878957	EYA4
ENSG00000226711.6	-0.21620684351693478	FAM66C
ENSG00000179399.14	0.2148255116687679	GPC5
ENSG00000172667.10	0.21388180273874327	ZMAT3
ENSG00000179909.15	-0.21314997006149747	ZNF154
ENSG00000121335.11	0.2128911667954267	PRB2
ENSG00000186205.12	0.21239852078798938	MTARC1
ENSG00000176658.16	0.2112315217624862	MYO1D
ENSG00000159496.14	-0.2053454678785217	RGL4
ENSG00000162461.7	0.20477170377440526	SLC25A34
ENSG00000181023.6	0.20395452933705097	OR56B1
ENSG00000184144.11	0.2027094451620923	CNTN2
ENSG00000272872.1	0.20155316357292433	
ENSG00000261587.2	0.2003978816082544	TMEM249
ENSG00000168556.6	-0.19968867860478376	ING2
ENSG00000259236.1	0.19961313341958875	GOLGA8VP
ENSG00000228971.2	-0.188818268384377	LINC02607
ENSG00000213642.3	-0.18761188641947404	Gene symbol not found
ENSG00000111879.18	0.18725789382723385	FAM184A
ENSG00000256720.1	0.1870783523969399	BTG1P1
ENSG00000283355.1	-0.18663283097675465	Gene symbol not found
ENSG00000250337.5	0.18625787766289714	PURPL
