	Coef_brain_cerebellum	Gene_name
ENSG00000257711.1	0.1154638323037184	
ENSG00000279039.1	-0.09332704930946784	
ENSG00000052344.15	0.09067336178817877	PRSS8
ENSG00000117594.9	0.08941141756904461	HSD11B1
ENSG00000175718.9	0.08681543650189438	RBMXL3
ENSG00000151718.15	-0.08602064137905392	WWC2
ENSG00000089225.19	0.08362926612468402	TBX5
ENSG00000187867.8	0.07866759346457293	PALM3
ENSG00000227432.1	0.07812217350537823	ASIC4-AS1
ENSG00000266227.1	-0.07697952485049434	NPM1P2
ENSG00000253293.4	-0.075240062895085	HOXA10
ENSG00000271178.1	-0.07456562528303129	IGHV3OR16-13
ENSG00000145888.10	0.07450819952939447	GLRA1
ENSG00000235070.3	-0.07429842865836973	Gene symbol not found
ENSG00000213435.3	-0.07303644074752391	ATP6V0CP3
ENSG00000236968.1	-0.07268390232144652	Gene symbol not found
ENSG00000249005.3	-0.07244550064276503	FAM90A4P
ENSG00000131095.12	0.072308433738733	GFAP
ENSG00000221977.1	-0.0722841401136947	OR4E2
ENSG00000181656.6	-0.07172478660169691	GPR88
ENSG00000248229.1	-0.07124234577100541	Gene symbol not found
ENSG00000100302.6	0.06997284145377784	RASD2
ENSG00000144119.3	0.06973320967916904	C1QL2
ENSG00000138759.18	-0.06906619474895478	FRAS1
ENSG00000213698.2	-0.06901375389917258	CAPZA1P3
ENSG00000263505.1	-0.06880594882649341	SLC25A3P3
ENSG00000070159.13	-0.06869712467168317	PTPN3
ENSG00000276945.1	-0.06868560161859978	Gene symbol not found
ENSG00000181195.10	0.06751118921751573	PENK
ENSG00000241318.3	-0.0672100508407234	WDR82P2
ENSG00000257737.1	-0.06680592097728498	Gene symbol not found
ENSG00000228467.2	-0.06656827392138986	Gene symbol not found
ENSG00000197919.5	0.06654352242336758	IFNA1
ENSG00000145358.6	0.06585410422459471	DDIT4L
ENSG00000072182.12	0.0643649139207192	ASIC4
ENSG00000248211.1	-0.06435058500565097	TRPC7-AS1
ENSG00000231464.1	-0.06358129050381052	PPP4R2P3
ENSG00000266184.1	-0.06268443249151703	Gene symbol not found
ENSG00000261761.3	-0.06264766194811598	LINC02616
ENSG00000120337.8	-0.06249404933089507	TNFSF18
ENSG00000118495.18	-0.06195610308206943	PLAGL1
ENSG00000263862.1	-0.06185530242526024	LINC01543
ENSG00000198838.13	0.061285745005640185	RYR3
ENSG00000271671.1	-0.061268423247585	Gene symbol not found
ENSG00000143365.17	0.061165682394510625	RORC
ENSG00000267623.3	-0.06088444030411706	Gene symbol not found
ENSG00000136883.13	-0.060839375490205926	KIF12
ENSG00000254954.1	-0.06019225634576228	SLC2A13P1
ENSG00000240478.1	-0.060102375520253715	Gene symbol not found
