	Coef_heart_atrial_appendage	Gene_name
ENSG00000261292.2	0.7477912705583584	Gene symbol not found
ENSG00000177791.11	0.6877895708651659	MYOZ1
ENSG00000151136.14	-0.6554750389134214	ABTB3
ENSG00000131080.14	0.6172299783455557	EDA2R
ENSG00000228034.1	-0.6010824016265337	HMGN2P21
ENSG00000226816.2	-0.5853440009304505	Gene symbol not found
ENSG00000102924.11	-0.5762571827955525	CBLN1
ENSG00000244694.7	0.5669296550253726	PTCHD4
ENSG00000074211.13	-0.5664813646849007	PPP2R2C
ENSG00000244681.1	0.5584966655954597	MTHFD2P1
ENSG00000250337.5	0.5281268582751592	PURPL
ENSG00000234546.3	0.5040170431559708	LNCTAM34A
ENSG00000222705.1	-0.4902563447931724	RN7SKP39
ENSG00000138650.8	0.48750690864365887	PCDH10
ENSG00000250241.5	0.48183995796480356	PCDH10-DT
ENSG00000163898.9	0.4717359544380707	LIPH
ENSG00000237978.5	0.469859684856599	KCNMB2-AS1
ENSG00000133640.18	0.4656446524052475	LRRIQ1
ENSG00000080224.17	0.4588523315130823	EPHA6
ENSG00000178075.19	0.44416749840650765	GRAMD1C
ENSG00000171094.16	0.4290279601848802	ALK
ENSG00000111664.10	0.4264642336456247	GNB3
ENSG00000235570.1	-0.40975548328581274	LINC00533
ENSG00000164695.4	-0.4049302530467158	CHMP4C
ENSG00000244306.10	0.40423884835266977	DUXAP10
ENSG00000133816.13	0.3972607148627543	MICAL2
ENSG00000167766.18	-0.39610810545826614	ZNF83
ENSG00000048540.14	0.3879925859518734	LMO3
ENSG00000273356.1	0.3818681277148003	LINC02019
ENSG00000249738.8	-0.3806070101485802	Gene symbol not found
ENSG00000181104.6	-0.37540633302346266	F2R
ENSG00000242173.8	0.37301469240310847	ARHGDIG
ENSG00000151746.13	-0.3601137328203808	BICD1
ENSG00000174326.11	-0.3597205280742788	SLC16A11
ENSG00000106302.9	0.3572938868678039	HYAL4
ENSG00000163453.11	-0.33998075198402494	IGFBP7
ENSG00000233613.5	0.3352660982764431	DCUN1D2-AS
ENSG00000228526.6	0.33207312699294067	MIR34AHG
ENSG00000186105.7	-0.3234056073522926	LRRC70
ENSG00000182492.15	-0.3188611598550661	BGN
ENSG00000228828.1	0.3157068640088524	TLK2P2
ENSG00000073060.15	0.30891889436398295	SCARB1
ENSG00000122176.10	-0.3056327794641695	FMOD
ENSG00000259054.1	-0.3040810544035678	LINC02332
ENSG00000102886.14	-0.29892343043488084	GDPD3
ENSG00000163071.10	0.29755056456276363	SPATA18
ENSG00000106686.16	-0.29680707957676467	SPATA6L
ENSG00000225210.9	0.29385044440367664	DUXAP9
ENSG00000169239.12	-0.28939075140715315	CA5B
