	Coef_adrenal_gland	Gene_name
ENSG00000244694.7	0.3950435848386339	PTCHD4
ENSG00000105707.13	0.3656099922037591	HPN
ENSG00000272721.5	-0.3592781048997241	EIF2B5-DT
ENSG00000198099.8	0.33903215017929894	ADH4
ENSG00000268758.7	0.33778091875092275	ADGRE4P
ENSG00000276656.1	-0.33487388905412163	MIR6083
ENSG00000267225.1	-0.3321191842795216	WDR7-OT1
ENSG00000275532.1	-0.32892941450464164	Gene symbol not found
ENSG00000253439.1	0.32385744186065824	CDC42P5
ENSG00000162753.11	-0.322010515060373	SLC9C2
ENSG00000236345.1	0.3168553836484816	SCAT8
ENSG00000253549.5	-0.3045425987882953	CA3-AS1
ENSG00000229124.6	0.3045109446838077	VIM-AS1
ENSG00000270947.1	-0.3037802798271156	Gene symbol not found
ENSG00000176219.2	-0.30370489201599304	OR11H6
ENSG00000258992.6	-0.293687471799896	TSPY1
ENSG00000250337.5	0.2918596740241554	PURPL
ENSG00000273870.1	-0.28629249610931706	Gene symbol not found
ENSG00000131080.14	0.2852203065025075	EDA2R
ENSG00000149403.12	0.2842344744425722	GRIK4
ENSG00000282692.1	0.27713579086400536	Gene symbol not found
ENSG00000145107.15	-0.2762214075607243	TM4SF19
ENSG00000272872.1	0.27274390443641405	
ENSG00000093072.15	-0.27095286760991133	ADA2
ENSG00000263276.1	0.26832039903311256	Gene symbol not found
ENSG00000146070.16	-0.26365107589792863	PLA2G7
ENSG00000229891.1	0.2626223046779777	LINC01315
ENSG00000105711.11	0.25384177400202124	SCN1B
ENSG00000240160.3	0.24969970303100442	RN7SL263P
ENSG00000271734.1	0.24832408911063825	
ENSG00000124762.13	0.24278335495559997	CDKN1A
ENSG00000273143.1	0.2404980932416321	DUSP5-DT
ENSG00000057657.15	0.23977032707045431	PRDM1
ENSG00000232530.1	0.2371509789218536	LIF-AS1
ENSG00000178343.4	0.23683966205909024	SHISA3
ENSG00000241346.1	0.23610106361972452	SNRPCP11
ENSG00000260144.1	0.2360801139205458	Gene symbol not found
ENSG00000232732.9	0.23514941956915592	Gene symbol not found
ENSG00000170231.15	0.23405750826266328	FABP6
ENSG00000271600.1	-0.23131357211459538	Gene symbol not found
ENSG00000253894.1	-0.23084369577398367	Gene symbol not found
ENSG00000076944.15	-0.23015759248437234	STXBP2
ENSG00000279846.1	0.2277408506667474	Gene symbol not found
ENSG00000184895.7	-0.22764582785631396	SRY
ENSG00000254281.1	-0.22720844183216946	
ENSG00000178538.9	-0.22613843340250725	CA8
ENSG00000222714.1	0.22510520175720275	RN7SKP38
ENSG00000262362.1	0.2237347495221258	Gene symbol not found
ENSG00000036672.15	0.2217996135464039	USP2
