	Coef_brain_cerebellum	Gene_name
ENSG00000257711.1	0.11496059028712911	
ENSG00000279039.1	-0.09392261573375814	
ENSG00000052344.15	0.09021395335395238	PRSS8
ENSG00000117594.9	0.08997928690159411	HSD11B1
ENSG00000175718.9	0.08934073296344514	RBMXL3
ENSG00000151718.15	-0.08660271682504897	WWC2
ENSG00000089225.19	0.08498001280421617	TBX5
ENSG00000187867.8	0.07910615524316107	PALM3
ENSG00000227432.1	0.07907374271857043	ASIC4-AS1
ENSG00000266227.1	-0.0782150017589322	NPM1P2
ENSG00000271178.1	-0.07747723445056515	IGHV3OR16-13
ENSG00000253293.4	-0.07648461197192552	HOXA10
ENSG00000145888.10	0.07466735665077251	GLRA1
ENSG00000235070.3	-0.07415675652233304	Gene symbol not found
ENSG00000249005.3	-0.07291218649407166	FAM90A4P
ENSG00000236968.1	-0.07224647911016621	Gene symbol not found
ENSG00000213698.2	-0.07161364642376829	CAPZA1P3
ENSG00000100302.6	0.07150349726876584	RASD2
ENSG00000144119.3	0.0712967961255013	C1QL2
ENSG00000213435.3	-0.07123452897901256	ATP6V0CP3
ENSG00000221977.1	-0.07113199896094474	OR4E2
ENSG00000131095.12	0.07096795969328518	GFAP
ENSG00000138759.18	-0.07047061534710489	FRAS1
ENSG00000181656.6	-0.07034297895157238	GPR88
ENSG00000248229.1	-0.06974147321709712	Gene symbol not found
ENSG00000070159.13	-0.06942838534654108	PTPN3
ENSG00000263505.1	-0.06923640872322186	SLC25A3P3
ENSG00000276945.1	-0.06782198782831354	Gene symbol not found
ENSG00000257737.1	-0.06765288202189042	Gene symbol not found
ENSG00000181195.10	0.06757022683331718	PENK
ENSG00000145358.6	0.06720978279850635	DDIT4L
ENSG00000228467.2	-0.06720079646640113	Gene symbol not found
ENSG00000197919.5	0.06584363497618141	IFNA1
ENSG00000241318.3	-0.06518339428831056	WDR82P2
ENSG00000072182.12	0.06506904164789155	ASIC4
ENSG00000248211.1	-0.06489555155375876	TRPC7-AS1
ENSG00000266184.1	-0.06448077406419886	Gene symbol not found
ENSG00000263862.1	-0.06371294705417904	LINC01543
ENSG00000118495.18	-0.06355729765087922	PLAGL1
ENSG00000261761.3	-0.06279911433451839	LINC02616
ENSG00000231464.1	-0.06270765214464889	PPP4R2P3
ENSG00000198838.13	0.06191743314033992	RYR3
ENSG00000120337.8	-0.06176003344750621	TNFSF18
ENSG00000143365.17	0.06168269121052199	RORC
ENSG00000136883.13	-0.061455210833356186	KIF12
ENSG00000229204.3	-0.06144857991994753	PTGES3P3
ENSG00000271671.1	-0.060577726366644394	Gene symbol not found
ENSG00000249061.1	-0.05967384179322695	Gene symbol not found
ENSG00000240478.1	-0.05965101589123263	Gene symbol not found
ENSG00000238166.2	-0.05938054598095238	Gene symbol not found
