	Coef_artery_aorta	Gene_name
ENSG00000081803.15	0.20613179032203124	CADPS2
ENSG00000126878.12	-0.15541280157029597	AIF1L
ENSG00000244694.7	0.15200679659598862	PTCHD4
ENSG00000168779.19	0.14992713477356093	SHOX2
ENSG00000281706.2	-0.14803616736158895	LINC01012
ENSG00000244681.1	0.1467100848858407	MTHFD2P1
ENSG00000185272.13	0.14503890027291447	RBM11
ENSG00000232860.7	-0.14266081177270118	SMG7-AS1
ENSG00000261786.1	-0.14146752213104377	Gene symbol not found
ENSG00000186472.19	0.1408413017960588	PCLO
ENSG00000082556.10	-0.13747981840964968	OPRK1
ENSG00000064205.10	0.1329671742976035	CCN5
ENSG00000151474.21	-0.1318258049263911	FRMD4A
ENSG00000196090.12	-0.13015499014253976	PTPRT
ENSG00000048540.14	0.12761192426842896	LMO3
ENSG00000050555.17	-0.12628174924050178	LAMC3
ENSG00000258695.2	0.12402169800656154	Gene symbol not found
ENSG00000266050.2	-0.12392188928464612	Gene symbol not found
ENSG00000072041.16	0.12320846331804709	SLC6A15
ENSG00000267504.1	0.12182289839891319	Gene symbol not found
ENSG00000206828.1	-0.11970169975062563	RNVU1-30
ENSG00000254585.2	-0.11948304958054426	MAGEL2
ENSG00000198732.10	-0.11601049159004435	SMOC1
ENSG00000137968.16	-0.11368590500204843	SLC44A5
ENSG00000273036.2	0.11308950600385581	CYP4F33P
ENSG00000278530.4	0.11109474899060896	CHMP1B2P
ENSG00000215529.12	0.11034590343852436	EFCAB8
ENSG00000165325.13	0.1094238164682052	DEUP1
ENSG00000151948.11	-0.1090754305322275	GLT1D1
ENSG00000239268.2	-0.10812062148720558	LINC03051
ENSG00000258675.1	-0.10789980069387878	LINC02308
ENSG00000184500.14	0.10665581089057301	PROS1
ENSG00000231784.8	-0.10454744301059041	DBIL5P
ENSG00000086717.18	0.10428000996400807	PPEF1
ENSG00000250361.7	0.10407203562672422	GYPB
ENSG00000280435.1	-0.10341332562888905	Gene symbol not found
ENSG00000188191.14	-0.10300121980117256	PRKAR1B
ENSG00000276107.1	0.10260040825461553	THBS1-IT1
ENSG00000179083.6	0.10239987184209372	FAM133A
ENSG00000230267.7	-0.10147518548817	HERC2P4
ENSG00000176049.15	0.10021748992985625	JAKMIP2
ENSG00000171403.9	-0.09986381955570801	KRT9
ENSG00000236155.6	-0.09964001243607705	ZPLD2P
ENSG00000067221.13	0.09840362681834802	STOML1
ENSG00000167693.16	-0.09718766388917352	NXN
ENSG00000249693.2	0.09676859606222547	SPMAP2L
ENSG00000273203.1	0.09604689785349982	
ENSG00000131941.7	-0.09583052413258818	RHPN2
ENSG00000215105.4	0.09574460234972604	TTC3P1
ENSG00000162738.5	-0.09540409244413126	VANGL2
