	Coef_artery_aorta	Gene_name
ENSG00000081803.15	0.20990081744697595	CADPS2
ENSG00000126878.12	-0.15610237265418667	AIF1L
ENSG00000244694.7	0.1540715218761705	PTCHD4
ENSG00000281706.2	-0.14889984073985463	LINC01012
ENSG00000244681.1	0.1478866756874795	MTHFD2P1
ENSG00000168779.19	0.14684231490234512	SHOX2
ENSG00000185272.13	0.14469397491907748	RBM11
ENSG00000186472.19	0.1427190266981618	PCLO
ENSG00000261786.1	-0.14249717854161292	Gene symbol not found
ENSG00000232860.7	-0.14071255865555782	SMG7-AS1
ENSG00000082556.10	-0.13474972913049485	OPRK1
ENSG00000064205.10	0.13216937182031088	CCN5
ENSG00000151474.21	-0.13054524069453685	FRMD4A
ENSG00000048540.14	0.12917251259352563	LMO3
ENSG00000050555.17	-0.1264697209017234	LAMC3
ENSG00000196090.12	-0.12620749437720244	PTPRT
ENSG00000258695.2	0.1246387409815886	Gene symbol not found
ENSG00000266050.2	-0.12457666841217083	Gene symbol not found
ENSG00000072041.16	0.12333078064893906	SLC6A15
ENSG00000267504.1	0.12005129596211532	Gene symbol not found
ENSG00000198732.10	-0.11902574336656821	SMOC1
ENSG00000206828.1	-0.11578920503684895	RNVU1-30
ENSG00000254585.2	-0.11565296199770964	MAGEL2
ENSG00000137968.16	-0.11256099554497478	SLC44A5
ENSG00000215529.12	0.11104688106245598	EFCAB8
ENSG00000273036.2	0.11052766180323466	CYP4F33P
ENSG00000165325.13	0.11049451165974226	DEUP1
ENSG00000278530.4	0.1104462104869128	CHMP1B2P
ENSG00000239268.2	-0.10795078169765923	LINC03051
ENSG00000258675.1	-0.10748687824313341	LINC02308
ENSG00000250361.7	0.10655683225487289	GYPB
ENSG00000086717.18	0.10616847337147921	PPEF1
ENSG00000231784.8	-0.10577254197047144	DBIL5P
ENSG00000179083.6	0.10570724991797707	FAM133A
ENSG00000184500.14	0.10536601753494362	PROS1
ENSG00000151948.11	-0.1050992906786086	GLT1D1
ENSG00000188191.14	-0.10435752014412351	PRKAR1B
ENSG00000230267.7	-0.10409280714971478	HERC2P4
ENSG00000280435.1	-0.10404686034673602	Gene symbol not found
ENSG00000171403.9	-0.1017616930386994	KRT9
ENSG00000276107.1	0.10139725159685546	THBS1-IT1
ENSG00000131941.7	-0.09847444895907512	RHPN2
ENSG00000249693.2	0.09840730053864728	SPMAP2L
ENSG00000236155.6	-0.0982200370415509	ZPLD2P
ENSG00000067221.13	0.09744661294337482	STOML1
ENSG00000167693.16	-0.09718640974990743	NXN
ENSG00000273203.1	0.09712432025139593	
ENSG00000215105.4	0.09686719704600548	TTC3P1
ENSG00000176049.15	0.09612259529276089	JAKMIP2
ENSG00000233163.1	0.09601959373008488	RPS12P17
