	Coef_nerve_tibial	Gene_name
ENSG00000072041.16	0.48994425585512846	SLC6A15
ENSG00000237125.8	0.40409769946948204	HAND2-AS1
ENSG00000204764.13	-0.3975689663631216	RANBP17
ENSG00000196109.6	0.3974334925089693	ZNF676
ENSG00000131080.14	0.3864268037945361	EDA2R
ENSG00000178163.7	-0.38031101406303724	ZNF518B
ENSG00000171551.11	-0.3710201981525151	ECEL1
ENSG00000244681.1	0.3702523580406309	MTHFD2P1
ENSG00000244694.7	0.36486504340804504	PTCHD4
ENSG00000204876.4	0.35104431532981856	Gene symbol not found
ENSG00000196767.6	0.3410224340947173	POU3F4
ENSG00000184905.8	0.3298871306304171	TCEAL2
ENSG00000100285.9	-0.3245427101426995	NEFH
ENSG00000164107.8	0.3226385742149803	HAND2
ENSG00000163564.14	0.3125242958376063	PYHIN1
ENSG00000128710.5	0.29822303032538616	HOXD10
ENSG00000128713.13	0.2938779258116826	HOXD11
ENSG00000040731.10	0.28636115758640823	CDH10
ENSG00000164690.7	0.28465543673894395	SHH
ENSG00000189233.11	0.2667963875305636	NUGGC
ENSG00000250957.1	0.26444419575046013	
ENSG00000152467.9	-0.23434158747478132	ZSCAN1
ENSG00000180347.13	0.23308479263980147	ITPRID1
ENSG00000136944.17	-0.2329316291046665	LMX1B
ENSG00000112319.17	0.23037019319513266	EYA4
ENSG00000134853.11	-0.22714825620981507	PDGFRA
ENSG00000203797.9	0.2269858840704112	DDO
ENSG00000008196.12	0.22522193683135144	TFAP2B
ENSG00000226711.6	-0.21944246148238064	FAM66C
ENSG00000204519.10	-0.21756060461850532	ZNF551
ENSG00000179909.15	-0.21339049093064588	ZNF154
ENSG00000179399.14	0.21195310227514208	GPC5
ENSG00000186205.12	0.21166375191442505	MTARC1
ENSG00000176658.16	0.2093884250249192	MYO1D
ENSG00000172667.10	0.20918580206855733	ZMAT3
ENSG00000121335.11	0.20740116378100762	PRB2
ENSG00000162461.7	0.20516894084157883	SLC25A34
ENSG00000181023.6	0.2047214439400071	OR56B1
ENSG00000159496.14	-0.20457164347048837	RGL4
ENSG00000184144.11	0.20449341404765317	CNTN2
ENSG00000168556.6	-0.2039822702157115	ING2
ENSG00000272872.1	0.1988327634784488	
ENSG00000259236.1	0.19664402914169224	GOLGA8VP
ENSG00000261587.2	0.1926573137502769	TMEM249
ENSG00000283355.1	-0.1880528474947838	Gene symbol not found
ENSG00000228971.2	-0.18790461092445201	LINC02607
ENSG00000213642.3	-0.18746807179011224	Gene symbol not found
ENSG00000101203.16	0.18725638999258237	COL20A1
ENSG00000174482.10	0.18583274803391128	LINGO2
ENSG00000080224.17	0.1855540297833724	EPHA6
