	Coef_artery_coronary	Gene_name
ENSG00000163515.6	-0.6688665984772274	RETNLB
ENSG00000261075.1	-0.6367106800248449	LINC01195
ENSG00000048540.14	0.6169799310919205	LMO3
ENSG00000170381.12	0.5848615598722292	SEMA3E
ENSG00000244694.7	0.5530133289395204	PTCHD4
ENSG00000258641.1	-0.5133294796113878	OR4T1P
ENSG00000101977.19	0.4482235986146861	MCF2
ENSG00000196427.13	0.4442024590312692	NBPF4
ENSG00000270000.1	-0.4366442605955513	Gene symbol not found
ENSG00000265359.1	-0.4166381005364433	Gene symbol not found
ENSG00000252719.1	-0.4153863312307144	Gene symbol not found
ENSG00000261437.1	0.4089829605298478	LINC02894
ENSG00000224846.2	0.40598682223344	NQO2-AS1
ENSG00000146352.12	0.39711298018670504	CLVS2
ENSG00000201811.1	-0.39592987171204924	SNORA71
ENSG00000249412.1	0.3933608324961218	Gene symbol not found
ENSG00000260804.3	-0.38562562461399597	LINC01963
ENSG00000279348.1	-0.38184218984342017	Gene symbol not found
ENSG00000081803.15	0.3742685297051488	CADPS2
ENSG00000134533.6	0.36902571126147726	RERG
ENSG00000235595.1	-0.3660818907739816	GAPDHP23
ENSG00000242634.1	0.36305320266295127	RPS24P16
ENSG00000271321.1	0.3530224747044857	CTAGE6
ENSG00000236290.1	-0.34634277876669806	EEF1GP7
ENSG00000167104.11	-0.3379029875959027	BPIFB6
ENSG00000229251.3	-0.3375223756384039	HNRNPA1P8
ENSG00000257395.1	-0.33399730553569573	Gene symbol not found
ENSG00000207494.1	-0.3318733024054504	Y_RNA
ENSG00000224897.6	0.32734629822312233	POT1-AS1
ENSG00000277120.5	-0.32276498694754413	MIR6089
ENSG00000253147.5	-0.32049151520671615	LINC03023
ENSG00000205898.3	0.31992648060328926	Gene symbol not found
ENSG00000227413.1	0.31746636418894264	Gene symbol not found
ENSG00000220848.4	0.3156413486645053	RPS18P9
ENSG00000224510.2	-0.3135006770865624	POLR2KP2
ENSG00000105699.16	-0.31148289030092996	LSR
ENSG00000225636.1	0.3000919255428	HNRNPA3P15
ENSG00000270750.1	0.28662198851699816	
ENSG00000246130.1	0.28636162791163844	TNFRSF10B-AS1
ENSG00000037757.13	0.282296019436937	MRI1
ENSG00000260473.2	-0.2791539433580615	Gene symbol not found
ENSG00000182963.9	-0.2762804948349397	GJC1
ENSG00000183386.9	-0.27488742413393397	FHL3
ENSG00000183506.17	0.2723717742338258	PI4KAP2
ENSG00000105643.9	-0.26882153138625203	ARRDC2
ENSG00000270809.1	0.26393777653239076	CHCHD2P11
ENSG00000100368.13	-0.2608865424911818	CSF2RB
ENSG00000259005.1	-0.25959421939854993	Gene symbol not found
ENSG00000267042.1	0.25585335591647157	Gene symbol not found
ENSG00000224675.1	0.24754358604788	GALNT13-AS1
