	Coef_pancreas	Gene_name
ENSG00000178163.7	-2.444294498002285	ZNF518B
ENSG00000104722.13	-1.7013188705039621	NEFM
ENSG00000185010.13	1.604952837365426	F8
ENSG00000260015.1	1.4229534736963578	Gene symbol not found
ENSG00000166262.15	-1.2019820006454809	FAM227B
ENSG00000159212.12	-1.0859149011240912	CLIC6
ENSG00000148082.9	0.9972449856886253	SHC3
ENSG00000224945.1	0.9888530953801655	Gene symbol not found
ENSG00000206195.10	0.9813100065685151	DUXAP8
ENSG00000258628.1	0.9272426487131755	RHPN2P1
ENSG00000119973.5	0.9208135352383848	PRLHR
ENSG00000255408.3	0.9193155568992031	PCDHA3
ENSG00000106341.10	0.8853185886673669	PPP1R17
ENSG00000147889.17	0.8687552094474685	CDKN2A
ENSG00000244694.7	0.8528809646231844	PTCHD4
ENSG00000204176.13	-0.8437958726418031	SYT15
ENSG00000183770.5	0.7745345621299887	FOXL2
ENSG00000255836.1	-0.748399373311341	Gene symbol not found
ENSG00000229020.4	0.7425463527378027	AKR7A2P1
ENSG00000143355.15	0.6967016768444916	LHX9
ENSG00000265366.6	0.694730423959687	GLUD1P2
ENSG00000088882.7	-0.6933077407005821	CPXM1
ENSG00000163071.10	0.6237063918486158	SPATA18
ENSG00000281205.1	-0.6024090914561911	
ENSG00000147027.3	0.587228577463968	TMEM47
ENSG00000213225.7	-0.5793278133691605	NOC2LP1
ENSG00000102796.10	-0.5453058506916354	DHRS12
ENSG00000100867.14	0.49446747587312895	DHRS2
ENSG00000214754.3	-0.43470374271020745	SRSF8CP
ENSG00000198804.2	-0.42508218679707355	MT-CO1
ENSG00000131080.14	0.40624060214351865	EDA2R
ENSG00000240401.8	0.37652128844900534	
ENSG00000250218.1	0.3686315039336228	ALDH1L1-AS1
ENSG00000236833.1	0.35975308142137985	Gene symbol not found
ENSG00000235268.2	-0.3504613495868768	KDM4E
ENSG00000275560.1	0.3188962443174883	
ENSG00000204969.6	0.3132061769541539	PCDHA2
ENSG00000272674.3	0.2752628547183505	PCDHB16
ENSG00000255158.1	-0.27391541562931243	Gene symbol not found
ENSG00000173947.13	-0.23909286003058522	CIMAP3
ENSG00000200769.1	-0.2235067844648573	Y_RNA
ENSG00000188011.5	-0.21108871791186884	RTP5
ENSG00000054598.6	0.1981390941312273	FOXC1
ENSG00000184378.2	-0.1971650184753483	ACTRT3
ENSG00000124203.6	0.16433318408905628	ZNF831
ENSG00000100196.10	-0.1653327452911638	KDELR3
ENSG00000167281.18	-0.1306174662484334	RBFOX3
ENSG00000176046.8	-0.09617361548656882	NUPR1
ENSG00000272872.1	0.10252934386249161	
