	Coef_adipose_subcutaneous	Gene_name
ENSG00000112319.17	1.499587880463363	EYA4
ENSG00000048540.14	1.0862209519573707	LMO3
ENSG00000268079.1	0.7248409661787609	BNIP3P30
ENSG00000178163.7	-0.690527933677085	ZNF518B
ENSG00000008300.16	0.5064540424467465	CELSR3
ENSG00000277156.1	0.49662287120172327	TOMM40P1
ENSG00000255836.1	-0.49006418590897366	Gene symbol not found
ENSG00000198838.13	0.48883410367865227	RYR3
ENSG00000205213.13	-0.4540396353118353	LGR4
ENSG00000278530.4	0.44670214775197536	CHMP1B2P
ENSG00000244694.7	0.4239316562720671	PTCHD4
ENSG00000189233.11	0.41910049957069667	NUGGC
ENSG00000228526.6	0.4156410374618342	MIR34AHG
ENSG00000147231.13	0.39843760843937354	RADX
ENSG00000182168.14	0.395068878435605	UNC5C
ENSG00000207291.1	0.39157302693323903	RNU6-30P
ENSG00000101405.3	-0.38746955245819337	OXT
ENSG00000185090.14	0.38251462412655013	MANEAL
ENSG00000180817.11	0.3776907005540921	PPA1
ENSG00000141431.10	0.3724144445563435	ASXL3
ENSG00000118526.6	0.3697190214869771	TCF21
ENSG00000174292.12	0.36504036113510097	TNK1
ENSG00000266236.1	0.36342788712665397	NARF-IT1
ENSG00000053438.8	-0.3596084570013553	NNAT
ENSG00000267374.1	-0.35801690494042077	MIR924HG
ENSG00000271709.1	0.3487142858430626	Gene symbol not found
ENSG00000261340.1	-0.3468452446401004	LINC01616
ENSG00000172247.3	-0.3420943805036852	C1QTNF4
ENSG00000255468.6	-0.3404153541404933	B4GAT1-DT
ENSG00000236536.1	-0.3399240749138074	Gene symbol not found
ENSG00000275322.1	-0.33462543563717084	Gene symbol not found
ENSG00000101955.14	-0.33236536905937636	SRPX
ENSG00000250742.2	0.33200081091282735	LINC02381
ENSG00000112599.8	0.32719356362796626	GUCA1B
ENSG00000206052.10	-0.32276496162309043	DOK6
ENSG00000160233.7	-0.32188535351815367	LRRC3
ENSG00000141576.14	0.3162301236689836	RNF157
ENSG00000165478.6	0.3146024870197035	HEPACAM
ENSG00000253958.1	-0.31154623581949253	CLDN23
ENSG00000172667.10	0.31020344067505523	ZMAT3
ENSG00000217330.1	0.3094826598396097	SSXP10
ENSG00000131080.14	0.3093241541048383	EDA2R
ENSG00000101882.9	0.3058192570663462	NKAP
ENSG00000262001.1	-0.302421511934306	DLGAP1-AS2
ENSG00000181036.13	0.3002872567791976	FCRL6
ENSG00000229901.1	0.2974037090726706	FOXO6-AS1
ENSG00000112936.18	0.29620154176453756	C7
ENSG00000196878.14	-0.29559305674827624	LAMB3
ENSG00000163564.14	0.29474214826818496	PYHIN1
