	Coef_lung	Gene_name
ENSG00000178163.7	-0.730257868841566	ZNF518B
ENSG00000131080.14	0.6839176019610177	EDA2R
ENSG00000145242.13	0.6668903262100707	EPHA5
ENSG00000147889.17	0.5888980874303948	CDKN2A
ENSG00000100285.9	-0.5217951879168674	NEFH
ENSG00000244681.1	0.45183798834422995	MTHFD2P1
ENSG00000100362.12	-0.438897444731918	PVALB
ENSG00000130876.11	-0.4192436898370552	SLC7A10
ENSG00000022556.15	-0.4062395230669339	NLRP2
ENSG00000263280.1	-0.4043347657468801	Gene symbol not found
ENSG00000160870.12	0.39340031280600934	CYP3A7
ENSG00000244694.7	0.3928027896499716	PTCHD4
ENSG00000185090.14	0.3920674447853762	MANEAL
ENSG00000102854.15	-0.38309441050596615	MSLN
ENSG00000198542.13	0.38085811508226336	ITGBL1
ENSG00000189127.7	-0.3805224854929725	ANKRD34B
ENSG00000187730.8	0.36984136524232863	GABRD
ENSG00000186642.15	-0.3638493728817704	PDE2A
ENSG00000230267.7	-0.3516033476666097	HERC2P4
ENSG00000185088.13	0.34284426728338535	RPS27L
ENSG00000244593.1	-0.3399309238637537	Gene symbol not found
ENSG00000102452.15	0.3396047557013687	NALCN
ENSG00000112852.6	0.33372988403357295	PCDHB2
ENSG00000257550.1	-0.3295166519625977	Gene symbol not found
ENSG00000180543.4	-0.3280307387790017	TSPYL5
ENSG00000257194.2	0.32676843520847776	
ENSG00000254198.1	-0.324773270856353	Gene symbol not found
ENSG00000170549.3	-0.32106645980647724	IRX1
ENSG00000272070.1	0.31704806496390375	
ENSG00000080224.17	0.31583617154443694	EPHA6
ENSG00000141576.14	0.30815514228417	RNF157
ENSG00000143839.14	-0.30584604134522114	REN
ENSG00000273203.1	0.30411829539354995	
ENSG00000267733.5	0.2944403162575767	Gene symbol not found
ENSG00000267643.1	0.2889298765125088	
ENSG00000226822.2	-0.2882235195744598	
ENSG00000277382.1	0.2874305869643722	Gene symbol not found
ENSG00000196109.6	0.2849905305819184	ZNF676
ENSG00000101255.10	0.2842151483673677	TRIB3
ENSG00000113319.12	0.2715301163079376	RASGRF2
ENSG00000283913.1	-0.27086257187908014	Gene symbol not found
ENSG00000106868.16	-0.27044682824943217	SUSD1
ENSG00000174672.15	0.2693986036387837	BRSK2
ENSG00000162039.14	-0.2658049632507121	MEIOB
ENSG00000081818.3	0.2594119001766968	PCDHB4
ENSG00000235821.1	0.25839676896616914	IFITM4P
ENSG00000138795.9	-0.2563624623689597	LEF1
ENSG00000064205.10	0.256316297822275	CCN5
ENSG00000283145.1	-0.25587696031923235	Gene symbol not found
ENSG00000242173.8	0.25351411626083964	ARHGDIG
