	Coef_brain_cortex	Gene_name
ENSG00000151650.7	0.28653579499845355	VENTX
ENSG00000131080.14	0.2509560753844296	EDA2R
ENSG00000252581.1	0.24567533834298538	RNU6-1098P
ENSG00000208005.1	-0.22379345789724134	MIR503
ENSG00000267544.1	-0.20759709654561914	HIKESHIP2
ENSG00000255836.1	-0.19929814673837198	Gene symbol not found
ENSG00000233429.9	0.19332872357131103	HOTAIRM1
ENSG00000197376.2	0.18799434295346512	Gene symbol not found
ENSG00000259124.1	-0.1793420505862116	Gene symbol not found
ENSG00000187013.4	0.17794829615673088	LINC02875
ENSG00000088836.12	0.17599327992503488	SLC4A11
ENSG00000267773.1	-0.17131744854108477	Gene symbol not found
ENSG00000280710.2	-0.16988972869633565	
ENSG00000259792.1	0.1694151193359597	Gene symbol not found
ENSG00000207186.1	0.16882611264075612	RNA5SP122
ENSG00000163071.10	0.16684094021997925	SPATA18
ENSG00000267799.1	-0.16062073118432102	MAN1A2P1
ENSG00000228526.6	0.15794874072919812	MIR34AHG
ENSG00000230453.9	0.15545099514900704	ANKRD18B
ENSG00000278318.4	-0.15429763696509344	ZNF229
ENSG00000248476.1	-0.15424114771875969	BACH1-IT1
ENSG00000173908.8	-0.15324257708142028	KRT28
ENSG00000202517.1	-0.15258623266392568	Gene symbol not found
ENSG00000248646.1	-0.14558940957627145	
ENSG00000172426.15	-0.14554359743887688	RSPH9
ENSG00000277697.1	-0.1435594643109062	
ENSG00000274904.1	-0.14346833478273976	Gene symbol not found
ENSG00000283377.1	-0.14280354330628467	Gene symbol not found
ENSG00000214121.4	-0.14186684108089617	PRDX1P1
ENSG00000255794.7	0.14156787995889375	RMST
ENSG00000225075.1	0.1412090204354193	Gene symbol not found
ENSG00000259742.1	-0.14103979406740852	Gene symbol not found
ENSG00000254294.1	-0.14066260640533676	IMPDH1P6
ENSG00000168418.7	0.14038773846213	KCNG4
ENSG00000164399.4	-0.13901644908916302	IL3
ENSG00000258550.1	-0.13852493714656178	OR7E106P
ENSG00000196862.9	-0.13804981704511526	RGPD4
ENSG00000276556.1	-0.1374002818699442	Gene symbol not found
ENSG00000230931.2	-0.13730018863769497	GXYLT1P1
ENSG00000207010.1	-0.13671774122175104	RNU6-318P
ENSG00000236380.5	-0.13692175235817142	VENTXP7
ENSG00000273687.1	0.1368116144365401	Gene symbol not found
ENSG00000162722.8	-0.13484211289666886	TRIM58
ENSG00000224566.2	-0.13376035159854646	CIAO2AP2
ENSG00000253642.5	0.13310505441593937	Gene symbol not found
ENSG00000244308.2	-0.1329779073872234	RN7SL762P
ENSG00000172680.1	-0.13183382197026183	MOS
ENSG00000178343.4	0.12872449542060435	SHISA3
ENSG00000120289.11	-0.12586052787658503	MAGEB4
ENSG00000224805.2	0.12270176370702797	LINC00853
