	Coef_colon_sigmoid	Gene_name
ENSG00000112319.17	0.4123665662091403	EYA4
ENSG00000228526.6	0.40000671207959665	MIR34AHG
ENSG00000244694.7	0.38170640487188606	PTCHD4
ENSG00000170049.9	-0.3428693762214759	KCNAB3
ENSG00000248799.1	-0.3026054392270651	Gene symbol not found
ENSG00000147889.17	0.2982672397518294	CDKN2A
ENSG00000138829.11	-0.27291876521869385	FBN2
ENSG00000131080.14	0.26851864091371913	EDA2R
ENSG00000250337.5	0.2646511112774249	PURPL
ENSG00000200036.1	-0.26034187987561885	RNA5SP65
ENSG00000227708.1	-0.2592743547207794	LINC01850
ENSG00000244681.1	0.2557541809979262	MTHFD2P1
ENSG00000270212.1	-0.2550526658972517	Gene symbol not found
ENSG00000237438.7	0.2428016661552888	CECR7
ENSG00000281937.1	0.22701979416587564	
ENSG00000227704.1	-0.21258478579914833	Gene symbol not found
ENSG00000064655.18	0.20701192316107897	EYA2
ENSG00000206195.10	0.2040662723977932	DUXAP8
ENSG00000273455.1	0.20034101625625997	Gene symbol not found
ENSG00000225511.6	0.19191762316018782	LINC00475
ENSG00000224988.1	-0.19060921550025073	Gene symbol not found
ENSG00000168828.5	0.18600373091357422	OR13J1
ENSG00000255159.1	-0.18539419135806093	DENND2B-AS1
ENSG00000233254.1	0.18335822210614622	RPL21P134
ENSG00000267282.1	0.18329729400514466	Gene symbol not found
ENSG00000162639.15	-0.1831126114004007	HENMT1
ENSG00000198807.12	0.18176212344829853	PAX9
ENSG00000273604.1	-0.17954428214087464	EPOP
ENSG00000196109.6	0.17765594718216637	ZNF676
ENSG00000269947.1	-0.17398946141232924	Gene symbol not found
ENSG00000223284.1	-0.17288042518204141	RNU6-195P
ENSG00000081803.15	0.17221196577914238	CADPS2
ENSG00000217004.1	-0.17201988546555907	Gene symbol not found
ENSG00000168779.19	0.17120750995757206	SHOX2
ENSG00000272922.1	0.16547309335357893	
ENSG00000268079.1	0.1636614457456787	BNIP3P30
ENSG00000278530.4	0.16296556775634893	CHMP1B2P
ENSG00000213225.7	-0.1617563788352337	NOC2LP1
ENSG00000111339.10	0.159701399313818	ART4
ENSG00000249973.2	0.1594360273467592	CHCHD2P7
ENSG00000237512.6	0.15899442254021162	UNC5B-AS1
ENSG00000231952.3	-0.1589210147131155	DPY19L1P2
ENSG00000164109.13	-0.15886065114460154	MAD2L1
ENSG00000255408.3	0.15751933966028714	PCDHA3
ENSG00000130943.6	-0.15693999852006732	PKDREJ
ENSG00000226925.1	-0.15360674290848864	IL1R1-AS1
ENSG00000279067.1	0.1522115527182225	Gene symbol not found
ENSG00000198963.10	0.1512014502113645	RORB
ENSG00000260304.1	0.1502848900127065	Gene symbol not found
