	Coef_artery_aorta	Gene_name
ENSG00000081803.15	0.20800496273156538	CADPS2
ENSG00000244694.7	0.15506296713328085	PTCHD4
ENSG00000126878.12	-0.15447486082818573	AIF1L
ENSG00000281706.2	-0.14921735787241847	LINC01012
ENSG00000244681.1	0.14834568404066045	MTHFD2P1
ENSG00000168779.19	0.1483080044765432	SHOX2
ENSG00000185272.13	0.14535898466282077	RBM11
ENSG00000261786.1	-0.14398117849180478	Gene symbol not found
ENSG00000186472.19	0.1427169729940853	PCLO
ENSG00000232860.7	-0.14068917844669931	SMG7-AS1
ENSG00000082556.10	-0.1377239731601027	OPRK1
ENSG00000064205.10	0.13344569176324966	CCN5
ENSG00000048540.14	0.1296753455158925	LMO3
ENSG00000151474.21	-0.12907361946464332	FRMD4A
ENSG00000196090.12	-0.12870349154871968	PTPRT
ENSG00000050555.17	-0.12715843900239576	LAMC3
ENSG00000266050.2	-0.12263522394717279	Gene symbol not found
ENSG00000258695.2	0.12243259701723763	Gene symbol not found
ENSG00000267504.1	0.12242679410658987	Gene symbol not found
ENSG00000072041.16	0.12175347145746616	SLC6A15
ENSG00000206828.1	-0.1217200655627765	RNVU1-30
ENSG00000254585.2	-0.11788724362581612	MAGEL2
ENSG00000198732.10	-0.11633248294517744	SMOC1
ENSG00000137968.16	-0.11361147347272131	SLC44A5
ENSG00000273036.2	0.11247263703701786	CYP4F33P
ENSG00000165325.13	0.11142195835721912	DEUP1
ENSG00000215529.12	0.11120254165682435	EFCAB8
ENSG00000151948.11	-0.11007968211057192	GLT1D1
ENSG00000278530.4	0.1084217774440449	CHMP1B2P
ENSG00000239268.2	-0.10831369137139589	LINC03051
ENSG00000258675.1	-0.10766532973247729	LINC02308
ENSG00000184500.14	0.10631665191517944	PROS1
ENSG00000250361.7	0.10538414268117852	GYPB
ENSG00000280435.1	-0.10529639064289051	Gene symbol not found
ENSG00000231784.8	-0.10523063800492716	DBIL5P
ENSG00000086717.18	0.105224276323224	PPEF1
ENSG00000179083.6	0.1046402863967343	FAM133A
ENSG00000188191.14	-0.10397987182729504	PRKAR1B
ENSG00000230267.7	-0.10363118727770598	HERC2P4
ENSG00000276107.1	0.10270826079294099	THBS1-IT1
ENSG00000171403.9	-0.10039884337800704	KRT9
ENSG00000067221.13	0.09983655998899701	STOML1
ENSG00000167693.16	-0.0994157626145265	NXN
ENSG00000249693.2	0.09932635589323599	SPMAP2L
ENSG00000176049.15	0.09859024461956178	JAKMIP2
ENSG00000236155.6	-0.09785868176961421	ZPLD2P
ENSG00000215105.4	0.09720571921136424	TTC3P1
ENSG00000162738.5	-0.09669016088096154	VANGL2
ENSG00000273203.1	0.09581203594586887	
ENSG00000131941.7	-0.09473507500086911	RHPN2
