	Coef_liver	Gene_name
ENSG00000242573.1	-0.37461227722516544	ACTR3P3
ENSG00000114631.10	-0.31375348476700693	PODXL2
ENSG00000219702.1	-0.30973647560463546	Gene symbol not found
ENSG00000261570.1	-0.27315980651637334	AGK-DT
ENSG00000222426.1	-0.2662782106307581	RNU2-50P
ENSG00000259326.1	0.2602952186955253	Gene symbol not found
ENSG00000256436.1	0.24991110529684002	TAS2R31
ENSG00000271209.1	0.24817633381206686	BRDTP1
ENSG00000253604.1	-0.2399915913049117	Gene symbol not found
ENSG00000254345.1	-0.23874547674894175	IGKV2D-23
ENSG00000226703.1	-0.23338111510043993	NPM1P4
ENSG00000283205.1	-0.23216914914255415	Gene symbol not found
ENSG00000235118.7	-0.22705562800860574	FAM237A
ENSG00000260877.2	0.22155876809440994	Gene symbol not found
ENSG00000228262.8	0.2209959310012428	LINC01320
ENSG00000283288.1	-0.2150208386821702	SMIM33
ENSG00000237631.2	0.20881051186833124	PARK7P2
ENSG00000238835.1	-0.20844163875976143	SCARNA18
ENSG00000231066.3	-0.20690329763773982	NPM1P9
ENSG00000264685.1	-0.2030193974513982	PRPF19P1
ENSG00000233057.1	0.20200949170795662	EEF1A1P14
ENSG00000248647.2	0.20024323631104882	Gene symbol not found
ENSG00000103200.6	-0.1985260888770091	Gene symbol not found
ENSG00000227240.1	0.1980969635658281	Gene symbol not found
ENSG00000250480.3	-0.19723072159305674	RLIG1P1
ENSG00000108417.3	-0.19416290943038186	KRT37
ENSG00000273989.1	0.19293508824906916	Gene symbol not found
ENSG00000283098.1	0.18996656096680412	Gene symbol not found
ENSG00000259845.1	-0.18861827542831372	HERC2P10
ENSG00000214185.3	-0.18509790994934566	XPOTP1
ENSG00000159247.13	0.18490170430568964	TUBBP5
ENSG00000225370.1	-0.18294737395879396	Gene symbol not found
ENSG00000231849.1	-0.1821545469890819	UBE2V2P4
ENSG00000255147.1	-0.18198934151128554	EVA1CP4
ENSG00000236062.1	0.17688070960483063	GSTM5P1
ENSG00000180855.15	0.17661374446574343	ZNF443
ENSG00000239958.3	-0.17606664190664112	RN7SL51P
ENSG00000205220.11	-0.17552131379620514	PSMB10
ENSG00000254106.1	-0.17367807885914255	LINC01848
ENSG00000152977.9	0.17148373879308373	ZIC1
ENSG00000102053.12	0.17101224785951513	ZC3H12B
ENSG00000284242.1	-0.16991426973141052	Gene symbol not found
ENSG00000277474.1	-0.1677064550004614	MIR6894
ENSG00000179873.14	0.16750087472564232	NLRP11
ENSG00000227814.3	0.16659150003008258	MRPS17P9
ENSG00000197921.5	-0.16478022310868565	HES5
ENSG00000272275.1	-0.16429194019059612	Gene symbol not found
ENSG00000188738.14	0.16395787680658055	FSIP2
ENSG00000062096.14	0.16250673032239987	ARSF
ENSG00000150873.11	-0.16237066704710082	C2orf50
