	Coef_adrenal_gland	Gene_name
ENSG00000244694.7	0.3901913900433871	PTCHD4
ENSG00000105707.13	0.3672476310653483	HPN
ENSG00000272721.5	-0.3495249823868074	EIF2B5-DT
ENSG00000276656.1	-0.34053953980680207	MIR6083
ENSG00000268758.7	0.3363853016612723	ADGRE4P
ENSG00000198099.8	0.3310525420261509	ADH4
ENSG00000162753.11	-0.3205460951254079	SLC9C2
ENSG00000275532.1	-0.32037487663992514	Gene symbol not found
ENSG00000267225.1	-0.31636408510403724	WDR7-OT1
ENSG00000253439.1	0.3163177101262716	CDC42P5
ENSG00000229124.6	0.30848027754361845	VIM-AS1
ENSG00000236345.1	0.3037141179035422	SCAT8
ENSG00000253549.5	-0.30317509336229886	CA3-AS1
ENSG00000270947.1	-0.3023143220387715	Gene symbol not found
ENSG00000258992.6	-0.2945341842783224	TSPY1
ENSG00000250337.5	0.29442049664945863	PURPL
ENSG00000176219.2	-0.29421273799465764	OR11H6
ENSG00000273870.1	-0.29117859169330124	Gene symbol not found
ENSG00000149403.12	0.2800661132547858	GRIK4
ENSG00000131080.14	0.27915482659792573	EDA2R
ENSG00000272872.1	0.2746935027750928	
ENSG00000093072.15	-0.2737578787586936	ADA2
ENSG00000263276.1	0.2692416455400359	Gene symbol not found
ENSG00000145107.15	-0.26892647970539896	TM4SF19
ENSG00000282692.1	0.2684528762341425	Gene symbol not found
ENSG00000229891.1	0.2593786309275886	LINC01315
ENSG00000146070.16	-0.2579895082401699	PLA2G7
ENSG00000105711.11	0.24697282917205973	SCN1B
ENSG00000271734.1	0.24538056372731615	
ENSG00000273143.1	0.24476148650022303	DUSP5-DT
ENSG00000076944.15	-0.24463811100368643	STXBP2
ENSG00000170231.15	0.24069748237177147	FABP6
ENSG00000057657.15	0.23840486638251124	PRDM1
ENSG00000240160.3	0.2371028138029933	RN7SL263P
ENSG00000260144.1	0.2363332813031996	Gene symbol not found
ENSG00000178343.4	0.23531129254969013	SHISA3
ENSG00000253894.1	-0.23472139385467922	Gene symbol not found
ENSG00000241346.1	0.23407729262096857	SNRPCP11
ENSG00000124762.13	0.23354463682642349	CDKN1A
ENSG00000254281.1	-0.23107988526888062	
ENSG00000232530.1	0.2291085040292119	LIF-AS1
ENSG00000232732.9	0.22872310873615764	Gene symbol not found
ENSG00000222714.1	0.2278103487595422	RN7SKP38
ENSG00000279846.1	0.22517849637422657	Gene symbol not found
ENSG00000271600.1	-0.2244113728249877	Gene symbol not found
ENSG00000184895.7	-0.22387027272230434	SRY
ENSG00000178538.9	-0.2228358492262584	CA8
ENSG00000225655.5	0.2217807263951879	
ENSG00000106025.8	0.2192756102031813	TSPAN12
