	Coef_brain_cortex	Gene_name
ENSG00000151650.7	0.2845539742665109	VENTX
ENSG00000131080.14	0.2546692900137011	EDA2R
ENSG00000252581.1	0.24013245454244087	RNU6-1098P
ENSG00000208005.1	-0.22498129765311992	MIR503
ENSG00000267544.1	-0.20618251357908965	HIKESHIP2
ENSG00000255836.1	-0.20484423953434458	Gene symbol not found
ENSG00000233429.9	0.189941858465008	HOTAIRM1
ENSG00000197376.2	0.18904134850947044	Gene symbol not found
ENSG00000088836.12	0.18277596864938783	SLC4A11
ENSG00000187013.4	0.18246836126715885	LINC02875
ENSG00000259124.1	-0.1798845864469031	Gene symbol not found
ENSG00000207186.1	0.17469043338567292	RNA5SP122
ENSG00000259792.1	0.16779124968168427	Gene symbol not found
ENSG00000163071.10	0.16558691137803166	SPATA18
ENSG00000280710.2	-0.16519503318270548	
ENSG00000267799.1	-0.16218091399120846	MAN1A2P1
ENSG00000267773.1	-0.15907018586471644	Gene symbol not found
ENSG00000228526.6	0.1584969225651005	MIR34AHG
ENSG00000248476.1	-0.15759000474139997	BACH1-IT1
ENSG00000278318.4	-0.15473688573012312	ZNF229
ENSG00000173908.8	-0.1539589631424792	KRT28
ENSG00000202517.1	-0.1522092566865119	Gene symbol not found
ENSG00000230453.9	0.1494137560777884	ANKRD18B
ENSG00000274904.1	-0.14912583618451347	Gene symbol not found
ENSG00000172426.15	-0.14693554637821254	RSPH9
ENSG00000214121.4	-0.14665203867649382	PRDX1P1
ENSG00000248646.1	-0.14612715698790898	
ENSG00000168418.7	0.14328976152687156	KCNG4
ENSG00000254294.1	-0.14320413907894253	IMPDH1P6
ENSG00000283377.1	-0.14064506727935142	Gene symbol not found
ENSG00000230931.2	-0.14048966700319704	GXYLT1P1
ENSG00000277697.1	-0.14036808959570798	
ENSG00000255794.7	0.14035251967578283	RMST
ENSG00000196862.9	-0.1376784731160325	RGPD4
ENSG00000225075.1	0.137606605484727	Gene symbol not found
ENSG00000276556.1	-0.13704588364681317	Gene symbol not found
ENSG00000207010.1	-0.13626996453513038	RNU6-318P
ENSG00000259742.1	-0.13681323420664387	Gene symbol not found
ENSG00000244308.2	-0.1359425639815244	RN7SL762P
ENSG00000162722.8	-0.13580109855113748	TRIM58
ENSG00000273687.1	0.13534995306524766	Gene symbol not found
ENSG00000164399.4	-0.13294299088872663	IL3
ENSG00000172680.1	-0.13241214679316876	MOS
ENSG00000258550.1	-0.1306000915753209	OR7E106P
ENSG00000253642.5	0.12879082949747314	Gene symbol not found
ENSG00000120289.11	-0.12875819813015169	MAGEB4
ENSG00000224566.2	-0.12666445840279722	CIAO2AP2
ENSG00000236380.5	-0.1264867350600327	VENTXP7
ENSG00000178343.4	0.12630297245834654	SHISA3
ENSG00000214415.3	-0.12430285718122723	GNAT3
