	Coef_lung	Gene_name
ENSG00000178163.7	-0.7423977520625002	ZNF518B
ENSG00000131080.14	0.6913255012418884	EDA2R
ENSG00000145242.13	0.6637094381663806	EPHA5
ENSG00000147889.17	0.6088276206315155	CDKN2A
ENSG00000100285.9	-0.518688410216147	NEFH
ENSG00000244681.1	0.4464802750238164	MTHFD2P1
ENSG00000100362.12	-0.4457046168489115	PVALB
ENSG00000130876.11	-0.42113768237083105	SLC7A10
ENSG00000022556.15	-0.4101230118941986	NLRP2
ENSG00000263280.1	-0.4055396128282678	Gene symbol not found
ENSG00000185090.14	0.3912835000335092	MANEAL
ENSG00000198542.13	0.390636848873912	ITGBL1
ENSG00000102854.15	-0.3902949785680804	MSLN
ENSG00000244694.7	0.38806294739665265	PTCHD4
ENSG00000189127.7	-0.3744623074645631	ANKRD34B
ENSG00000187730.8	0.37333908695681745	GABRD
ENSG00000160870.12	0.37125244999326473	CYP3A7
ENSG00000186642.15	-0.3586959511186592	PDE2A
ENSG00000230267.7	-0.35256215635469446	HERC2P4
ENSG00000244593.1	-0.34591457724150443	Gene symbol not found
ENSG00000185088.13	0.3403165652256189	RPS27L
ENSG00000102452.15	0.3383904210511263	NALCN
ENSG00000257194.2	0.3372410159605149	
ENSG00000180543.4	-0.3330490638445826	TSPYL5
ENSG00000257550.1	-0.33023869380391424	Gene symbol not found
ENSG00000170549.3	-0.3267558867800975	IRX1
ENSG00000112852.6	0.32288612793527544	PCDHB2
ENSG00000143839.14	-0.315643757580586	REN
ENSG00000254198.1	-0.31388266621133926	Gene symbol not found
ENSG00000272070.1	0.3122268162218934	
ENSG00000080224.17	0.30847123913103336	EPHA6
ENSG00000141576.14	0.3042512452254585	RNF157
ENSG00000273203.1	0.3027791331218223	
ENSG00000267733.5	0.3018981543392867	Gene symbol not found
ENSG00000196109.6	0.28897468509727997	ZNF676
ENSG00000277382.1	0.2869609663928284	Gene symbol not found
ENSG00000267643.1	0.2845948232779549	
ENSG00000101255.10	0.2837713223619132	TRIB3
ENSG00000226822.2	-0.27927058702460533	
ENSG00000174672.15	0.2739173192324176	BRSK2
ENSG00000283913.1	-0.2738750664569204	Gene symbol not found
ENSG00000081818.3	0.2716618378320107	PCDHB4
ENSG00000113319.12	0.2713450727742686	RASGRF2
ENSG00000162039.14	-0.26911342726597726	MEIOB
ENSG00000106868.16	-0.2655603774384958	SUSD1
ENSG00000259134.5	0.26202670541894724	LINC00924
ENSG00000235821.1	0.2598531660481737	IFITM4P
ENSG00000229915.1	-0.25906611212490094	Gene symbol not found
ENSG00000242173.8	0.2568936703544977	ARHGDIG
ENSG00000064205.10	0.2558466023546625	CCN5
