	Coef_liver	Gene_name
ENSG00000242573.1	-0.3727917070492903	ACTR3P3
ENSG00000114631.10	-0.3127237725666539	PODXL2
ENSG00000219702.1	-0.3117309929870434	Gene symbol not found
ENSG00000222426.1	-0.27112286361099386	RNU2-50P
ENSG00000261570.1	-0.27071249459751007	AGK-DT
ENSG00000259326.1	0.25874654594435953	Gene symbol not found
ENSG00000271209.1	0.2562884414391633	BRDTP1
ENSG00000256436.1	0.24692040009733363	TAS2R31
ENSG00000254345.1	-0.2463725243178657	IGKV2D-23
ENSG00000253604.1	-0.24041591233210743	Gene symbol not found
ENSG00000226703.1	-0.24020213003801577	NPM1P4
ENSG00000283205.1	-0.23767494208797652	Gene symbol not found
ENSG00000283288.1	-0.21754772022731197	SMIM33
ENSG00000228262.8	0.2172281368797722	LINC01320
ENSG00000260877.2	0.21711103625135292	Gene symbol not found
ENSG00000235118.7	-0.2151825176693093	FAM237A
ENSG00000231066.3	-0.20868866469820968	NPM1P9
ENSG00000238835.1	-0.2050072584355463	SCARNA18
ENSG00000264685.1	-0.2049831767293344	PRPF19P1
ENSG00000250480.3	-0.2041762690701648	RLIG1P1
ENSG00000248647.2	0.20273826115798196	Gene symbol not found
ENSG00000237631.2	0.20193875937843878	PARK7P2
ENSG00000227240.1	0.19377386957826756	Gene symbol not found
ENSG00000283098.1	0.1914429679423293	Gene symbol not found
ENSG00000103200.6	-0.1909980158148084	Gene symbol not found
ENSG00000233057.1	0.1898330021992619	EEF1A1P14
ENSG00000239958.3	-0.18671668528866858	RN7SL51P
ENSG00000108417.3	-0.18664683570439242	KRT37
ENSG00000231849.1	-0.18583087168912887	UBE2V2P4
ENSG00000273989.1	0.18494734056889894	Gene symbol not found
ENSG00000255147.1	-0.184071503389774	EVA1CP4
ENSG00000259845.1	-0.18347071536287943	HERC2P10
ENSG00000159247.13	0.1832160294631269	TUBBP5
ENSG00000236062.1	0.1818141398916745	GSTM5P1
ENSG00000214185.3	-0.18145603735888466	XPOTP1
ENSG00000205220.11	-0.18060393050716936	PSMB10
ENSG00000225370.1	-0.18029354531126632	Gene symbol not found
ENSG00000180855.15	0.17863981402670018	ZNF443
ENSG00000102053.12	0.17638851448763737	ZC3H12B
ENSG00000254106.1	-0.17630130545947054	LINC01848
ENSG00000277474.1	-0.17496454074012502	MIR6894
ENSG00000152977.9	0.17330609003297812	ZIC1
ENSG00000284242.1	-0.16997999443283718	Gene symbol not found
ENSG00000179873.14	0.16970587987152866	NLRP11
ENSG00000227814.3	0.16772071088857776	MRPS17P9
ENSG00000188738.14	0.16525429774451608	FSIP2
ENSG00000272275.1	-0.16516260695108473	Gene symbol not found
ENSG00000103528.16	0.16228211605711926	SYT17
ENSG00000197921.5	-0.16219316530541997	HES5
ENSG00000062096.14	0.16218745099897697	ARSF
