	Coef_colon_sigmoid	Gene_name
ENSG00000112319.17	0.41382301462059107	EYA4
ENSG00000228526.6	0.398995483818405	MIR34AHG
ENSG00000244694.7	0.3777768070216992	PTCHD4
ENSG00000170049.9	-0.34286249532719765	KCNAB3
ENSG00000248799.1	-0.30378989933429124	Gene symbol not found
ENSG00000147889.17	0.29678288505409284	CDKN2A
ENSG00000138829.11	-0.27086648298043337	FBN2
ENSG00000131080.14	0.2684457143099128	EDA2R
ENSG00000250337.5	0.2627061314427526	PURPL
ENSG00000227708.1	-0.262472771703515	LINC01850
ENSG00000244681.1	0.2529707759178056	MTHFD2P1
ENSG00000270212.1	-0.252391030279338	Gene symbol not found
ENSG00000200036.1	-0.2500830319138454	RNA5SP65
ENSG00000237438.7	0.24389704531522508	CECR7
ENSG00000281937.1	0.22563522890212345	
ENSG00000227704.1	-0.2169221908290727	Gene symbol not found
ENSG00000064655.18	0.20846414559385024	EYA2
ENSG00000273455.1	0.2017698700244786	Gene symbol not found
ENSG00000206195.10	0.20128145014404378	DUXAP8
ENSG00000225511.6	0.19304201918982583	LINC00475
ENSG00000224988.1	-0.18864527620475702	Gene symbol not found
ENSG00000168828.5	0.18810156736061254	OR13J1
ENSG00000233254.1	0.1861278890478285	RPL21P134
ENSG00000198807.12	0.18316165787910976	PAX9
ENSG00000255159.1	-0.18284010546421772	DENND2B-AS1
ENSG00000267282.1	0.18033262215226514	Gene symbol not found
ENSG00000273604.1	-0.18012412086934576	EPOP
ENSG00000162639.15	-0.17995342016427793	HENMT1
ENSG00000217004.1	-0.179114023697718	Gene symbol not found
ENSG00000196109.6	0.17729980227311518	ZNF676
ENSG00000269947.1	-0.17466360123444846	Gene symbol not found
ENSG00000223284.1	-0.17262793389849798	RNU6-195P
ENSG00000081803.15	0.1686800430758089	CADPS2
ENSG00000168779.19	0.1681024615392379	SHOX2
ENSG00000272922.1	0.16436288902582008	
ENSG00000213225.7	-0.16345941917421833	NOC2LP1
ENSG00000268079.1	0.16289694232748048	BNIP3P30
ENSG00000111339.10	0.16261179580041638	ART4
ENSG00000237512.6	0.16167573866278556	UNC5B-AS1
ENSG00000255408.3	0.1606634979872456	PCDHA3
ENSG00000231952.3	-0.15939210075645957	DPY19L1P2
ENSG00000278530.4	0.15933253798331407	CHMP1B2P
ENSG00000249973.2	0.15695483094258425	CHCHD2P7
ENSG00000164109.13	-0.15554077246690992	MAD2L1
ENSG00000130943.6	-0.15523291211686954	PKDREJ
ENSG00000198963.10	0.1541926092976201	RORB
ENSG00000226925.1	-0.15407987569734347	IL1R1-AS1
ENSG00000260304.1	0.15140808479688167	Gene symbol not found
ENSG00000279067.1	0.1510590148939644	Gene symbol not found
